,Unnamed: 0.1,Unnamed: 0,Unnamed: 1,Plate information ,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25
34,34,34.0,Results for Jez US LUM 384 (cps)(1) - channel 0 (CPS),,,,,,,,,,,,,,,,,,,,,,,,
35,35,35.0,,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
36,36,36.0,A,-0.34554123737844794,-0.3770336033167369,-0.3875310586294998,-0.29830268847101454,-0.3560386926912109,-0.324546326752922,-0.33504378206568497,-0.33504378206568497,-0.3560386926912109,-0.3402925097220665,-0.29830268847101454,-0.3822823309731183,-0.2668103225327256,-0.34554123737844794,-0.3612874203475924,-0.3192975990965405,-0.34554123737844794,-0.35078996503482945,-0.314048871440159,-0.33504378206568497,-0.3822823309731183,-0.35078996503482945,2.7092182586355777,2.7827004458249185
37,37,37.0,B,-0.3980285139422628,-0.3822823309731183,-0.39277978628588134,-0.3560386926912109,-0.29305396081463303,-0.35078996503482945,-0.32979505440930346,-0.28780523315825157,-0.3875310586294998,-0.3717848756603554,-0.3402925097220665,-0.3560386926912109,-0.28780523315825157,-0.3560386926912109,-0.3560386926912109,-0.35078996503482945,-0.3717848756603554,-0.34554123737844794,-0.3875310586294998,-0.3612874203475924,-0.4190234245677888,-0.3612874203475924,2.871928815983404,2.861431360670641
38,38,38.0,C,-0.3717848756603554,-0.3560386926912109,-0.25631286721996266,-0.3560386926912109,-0.3560386926912109,-0.33504378206568497,-0.3770336033167369,-0.3402925097220665,-0.3717848756603554,-0.33504378206568497,-0.32979505440930346,-0.3560386926912109,-0.3192975990965405,-0.28780523315825157,-0.314048871440159,-0.3088001437837775,-0.3612874203475924,-0.3402925097220665,-0.3192975990965405,-0.39277978628588134,-0.35078996503482945,-0.303551416127396,2.971654641454652,2.9454110031727447
39,39,39.0,D,-0.32979505440930346,-0.3402925097220665,-0.314048871440159,-0.324546326752922,-0.303551416127396,-0.32979505440930346,-0.36653614800397394,-0.314048871440159,-0.3088001437837775,-0.28780523315825157,-0.32979505440930346,-0.2668103225327256,-0.314048871440159,-0.3402925097220665,-0.324546326752922,-0.324546326752922,-0.28780523315825157,-0.27730777784548855,-0.33504378206568497,-0.3875310586294998,-0.3088001437837775,-0.3402925097220665,2.7879491734813002,3.13961392645886
40,40,40.0,E,-0.3088001437837775,-0.3192975990965405,-0.3088001437837775,-0.21957177362529223,-0.25106413956358115,-0.2615615948763442,-0.2458154119071997,-0.29830268847101454,-0.20382559065614778,-0.25631286721996266,-0.25106413956358115,-0.2353179565944367,-0.2458154119071997,-0.25106413956358115,-0.2458154119071997,-0.25106413956358115,-0.29830268847101454,-0.28780523315825157,-0.2615615948763442,-0.303551416127396,-0.3088001437837775,-0.3770336033167369,3.444040130528986,3.56476086662576
41,41,41.0,F,-0.28255650550187006,-0.27730777784548855,-0.28255650550187006,-0.2615615948763442,-0.25106413956358115,-0.2720590501891071,-0.1933281353433848,-0.24056668425081817,-0.27730777784548855,-0.22482050128167372,-0.1933281353433848,-0.21957177362529223,-0.1828306800306218,-0.2300692289380552,-0.2615615948763442,-0.2458154119071997,-0.29305396081463303,-0.1985768629997663,-0.2458154119071997,-0.27730777784548855,-0.3192975990965405,-0.35078996503482945,3.533268500687471,3.370557943339645
42,42,42.0,G,-0.3560386926912109,-0.3822823309731183,-0.3088001437837775,-0.28780523315825157,-0.27730777784548855,-0.27730777784548855,-0.314048871440159,-0.20382559065614778,-0.303551416127396,-0.27730777784548855,-0.28255650550187006,-0.3088001437837775,-0.28780523315825157,-0.2668103225327256,-0.2615615948763442,-0.314048871440159,-0.324546326752922,-0.29305396081463303,-0.29830268847101454,-0.29830268847101454,-0.3088001437837775,-0.3088001437837775,3.2340910242737264,3.165857564740767
43,43,43.0,H,-0.29305396081463303,-0.29830268847101454,-0.2668103225327256,-0.33504378206568497,-0.24056668425081817,-0.25631286721996266,-0.2668103225327256,-0.1985768629997663,-0.3088001437837775,-0.3192975990965405,-0.28255650550187006,-0.21957177362529223,-0.2300692289380552,-0.25631286721996266,-0.2668103225327256,-0.2615615948763442,-0.3088001437837775,-0.324546326752922,-0.34554123737844794,-0.33504378206568497,-0.29305396081463303,-0.3612874203475924,3.3548117603705006,3.3968015816215527
44,44,44.0,I,-0.3402925097220665,-0.3560386926912109,-0.3402925097220665,-0.21432304596891077,-0.2668103225327256,-0.27730777784548855,-0.2668103225327256,-0.3192975990965405,-0.2720590501891071,-0.3088001437837775,-0.303551416127396,-0.25106413956358115,-0.25106413956358115,-0.2668103225327256,-0.314048871440159,-0.28780523315825157,-0.314048871440159,-0.35078996503482945,-0.33504378206568497,-0.3402925097220665,-0.28780523315825157,-0.3192975990965405,3.412547764590697,3.333816849744975
45,45,45.0,J,-0.28255650550187006,-0.3770336033167369,-0.3402925097220665,-0.3560386926912109,-0.29305396081463303,-0.314048871440159,-0.3192975990965405,-0.25106413956358115,-0.32979505440930346,-0.29830268847101454,-0.3192975990965405,-0.32979505440930346,-0.29305396081463303,-0.29305396081463303,-0.2668103225327256,-0.33504378206568497,-0.28255650550187006,-0.33504378206568497,-0.35078996503482945,-0.32979505440930346,-0.36653614800397394,-0.36653614800397394,3.5805070495949045,3.165857564740767
46,46,46.0,K,-0.29830268847101454,-0.314048871440159,-0.2668103225327256,-0.27730777784548855,-0.35078996503482945,-0.29305396081463303,-0.29305396081463303,-0.28255650550187006,-0.2720590501891071,-0.28780523315825157,-0.2615615948763442,-0.21957177362529223,-0.2720590501891071,-0.3088001437837775,-0.3088001437837775,-0.22482050128167372,-0.25631286721996266,-0.28255650550187006,-0.29830268847101454,-0.3088001437837775,-0.3088001437837775,-0.303551416127396,3.454537585841749,3.328568122088593
47,47,47.0,L,-0.34554123737844794,-0.314048871440159,-0.29830268847101454,0.6674632003031792,-0.32979505440930346,-0.314048871440159,-0.3088001437837775,0.24231626013627866,-0.28780523315825157,-0.29305396081463303,-0.303551416127396,-0.303551416127396,-0.2615615948763442,-0.25631286721996266,-0.28255650550187006,-0.314048871440159,-0.324546326752922,-0.35078996503482945,-0.21432304596891077,-0.39277978628588134,-0.32979505440930346,-0.3192975990965405,3.680232875066153,3.617248143189575
48,48,48.0,M,-0.303551416127396,-0.29830268847101454,-0.28255650550187006,-0.28780523315825157,-0.314048871440159,-0.24056668425081817,-0.2458154119071997,-0.29305396081463303,-0.2615615948763442,-0.32979505440930346,-0.2615615948763442,-0.29830268847101454,-0.27730777784548855,-0.2720590501891071,-0.28255650550187006,-0.28780523315825157,-0.29305396081463303,-0.28780523315825157,-0.34554123737844794,-0.3192975990965405,-0.2668103225327256,-0.28780523315825157,3.4072990369343152,3.3968015816215527
49,49,49.0,N,-0.32979505440930346,-0.33504378206568497,-0.27730777784548855,-0.3192975990965405,-0.3560386926912109,-0.3402925097220665,-0.29305396081463303,-0.28780523315825157,-0.32979505440930346,-0.2458154119071997,-0.3192975990965405,-0.303551416127396,-0.21432304596891077,-0.2615615948763442,-0.28780523315825157,-0.2668103225327256,-0.314048871440159,-0.25631286721996266,-0.3088001437837775,-0.324546326752922,-0.29830268847101454,-0.3402925097220665,3.486029951780038,3.291827028493923
50,50,50.0,O,-0.35078996503482945,-0.3560386926912109,-0.29305396081463303,-0.29830268847101454,-0.28255650550187006,-0.28780523315825157,-0.25631286721996266,-0.25106413956358115,-0.27730777784548855,-0.25631286721996266,-0.27730777784548855,-0.2615615948763442,-0.2615615948763442,-0.25106413956358115,-0.324546326752922,-0.27730777784548855,-0.2720590501891071,-0.28780523315825157,-0.3402925097220665,-0.324546326752922,-0.35078996503482945,-0.303551416127396,3.4597863134981304,3.5280197730310894
51,51,51.0,P,-0.3560386926912109,-0.314048871440159,-0.36653614800397394,-0.3088001437837775,-0.28255650550187006,-0.25106413956358115,-0.32979505440930346,-0.303551416127396,-0.28780523315825157,-0.24056668425081817,-0.2668103225327256,-0.24056668425081817,-0.3088001437837775,-0.314048871440159,-0.2458154119071997,-0.33504378206568497,-0.3088001437837775,-0.33504378206568497,-0.28255650550187006,-0.28255650550187006,-0.3770336033167369,-0.314048871440159,3.5962532325640493,3.533268500687471
52,52,52.0,,,,,,,,,,,,,,,,,,,,,,,,,
53,53,53.0,Plate information ,,,,,,,,,,,,,,,,,,,,,,,,
54,54,54.0,Plate,Repeat,Barcode,Measured height,Chamber temperature at start,Chamber temperature at end,Humidity at start,Humidity at end,Ambient temperature at start,Ambient temperature at end,Formula,Measurement date,,,,,,,,,,,,,
55,55,55.0,2,1,H2061406,,,,,,,,Calc 1: Z' = 1 - ((3 * SD(High) + 3 * SD(Low)) / Abs(Avg(High) - Avg(Low))) where Label: Jez US LUM 384 (cps)(1) channel 1  High = Z_High  Low = Z_Low,3/22/2023 15:48,,,,,,,,,,,,,
56,56,56.0,,,,,,,,,,,,,,,,,,,,,,,,,
57,57,57.0,Background information,,,,,,,,,,,,,,,,,,,,,,,,
58,58,58.0,Plate,Label,Result,Signal,Flashes/Time,Meastime,MeasInfo,,,,,,,,,,,,,,,,,,
59,59,59.0,2,Jez US LUM 384 (cps),0,4,0.1,00:00.0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),,,,,,,,,,,,,,,,,,
60,60,60.0,,,,,,,,,,,,,,,,,,,,,,,,,
61,61,61.0,Calculated results: Calc 1: Z' = 1 - ((3 * SD(High) + 3 * SD(Low)) / Abs(Avg(High) - Avg(Low))) where Label: Jez US LUM 384 (cps)(1) channel 1  High = Z_High  Low = Z_Low,,,,,,,,,,,,,,,,,,,,,,,,
62,62,62.0,,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
63,63,63.0,A,0.50382764,0.50382764,,,,,,,,,,,,,,,,,,,,,0.50382764,0.50382764
64,64,64.0,B,0.50382764,0.50382764,,,,,,,,,,,,,,,,,,,,,0.50382764,0.50382764
65,65,65.0,C,0.50382764,0.50382764,,,,,,,,,,,,,,,,,,,,,0.50382764,0.50382764
66,66,66.0,D,0.50382764,0.50382764,,,,,,,,,,,,,,,,,,,,,0.50382764,0.50382764
67,67,67.0,E,0.50382764,0.50382764,,,,,,,,,,,,,,,,,,,,,0.50382764,0.50382764
68,68,68.0,F,0.50382764,0.50382764,,,,,,,,,,,,,,,,,,,,,0.50382764,0.50382764
69,69,69.0,G,0.50382764,0.50382764,,,,,,,,,,,,,,,,,,,,,0.50382764,0.50382764
70,70,70.0,H,0.50382764,0.50382764,,,,,,,,,,,,,,,,,,,,,0.50382764,0.50382764
71,71,71.0,I,0.50382764,0.50382764,,,,,,,,,,,,,,,,,,,,,0.50382764,0.50382764
72,72,72.0,J,0.50382764,0.50382764,,,,,,,,,,,,,,,,,,,,,0.50382764,0.50382764
73,73,73.0,K,0.50382764,0.50382764,,,,,,,,,,,,,,,,,,,,,0.50382764,0.50382764
74,74,74.0,L,0.50382764,0.50382764,,,,,,,,,,,,,,,,,,,,,0.50382764,0.50382764
75,75,75.0,M,0.50382764,0.50382764,,,,,,,,,,,,,,,,,,,,,0.50382764,0.50382764
76,76,76.0,N,0.50382764,0.50382764,,,,,,,,,,,,,,,,,,,,,0.50382764,0.50382764
77,77,77.0,O,0.50382764,0.50382764,,,,,,,,,,,,,,,,,,,,,0.50382764,0.50382764
78,78,78.0,P,0.50382764,0.50382764,,,,,,,,,,,,,,,,,,,,,0.50382764,0.50382764
79,79,79.0,,,,,,,,,,,,,,,,,,,,,,,,,
80,80,80.0,Plate information ,,,,,,,,,,,,,,,,,,,,,,,,
81,81,81.0,Plate,Repeat,Barcode,Measured height,Chamber temperature at start,Chamber temperature at end,Humidity at start,Humidity at end,Ambient temperature at start,Ambient temperature at end,Group,Label,ScanX,ScanY,Measinfo,Kinetics,Measurement date,,,,,,,,
82,82,82.0,2,1,H2061406,14.01,17.92,17.92,48.6,48.3,18.21,18.21,1,Jez US LUM 384 (cps)(1),0,0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0,3/22/2023 15:48,,,,,,,,
83,83,83.0,,,,,,,,,,,,,,,,,,,,,,,,,
84,84,84.0,Background information,,,,,,,,,,,,,,,,,,,,,,,,
85,85,85.0,Plate,Label,Result,Signal,Flashes/Time,Meastime,MeasInfo,,,,,,,,,,,,,,,,,,
86,86,86.0,2,Jez US LUM 384 (cps),0,4,0.1,00:00.0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),,,,,,,,,,,,,,,,,,
87,87,87.0,,,,,,,,,,,,,,,,,,,,,,,,,
88,88,88.0,Results for Jez US LUM 384 (cps)(1) - channel 0 (CPS),,,,,,,,,,,,,,,,,,,,,,,,
89,89,89.0,,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
90,90,90.0,A,-0.3976727610091168,-0.3431650644101041,-0.3916163502758932,-0.3916163502758932,-0.31288301074398583,-0.3734471180762223,-0.35527788587655135,-0.3673907073429986,-0.3189394214772095,-0.3795035288094459,-0.3371086536768805,-0.40372917174234046,-0.3310522429436568,-0.3371086536768805,-0.30682660001076223,-0.29471377854431496,-0.3795035288094459,-0.3431650644101041,-0.4158419932087878,-0.3734471180762223,-0.31288301074398583,-0.30682660001076223,3.115045464260595,3.0605377676615824
91,91,91.0,B,-0.3310522429436568,-0.3189394214772095,1.7341838170856048,-0.30077018927753857,-0.30077018927753857,-0.3189394214772095,-0.35527788587655135,-0.3189394214772095,-0.32499583221043316,-0.3976727610091168,-0.3310522429436568,-0.34922147514332774,-0.32499583221043316,-0.3189394214772095,-0.3189394214772095,-0.32499583221043316,-0.3916163502758932,-0.3371086536768805,-0.3431650644101041,-0.3371086536768805,-0.38555993954266954,-0.32499583221043316,2.9575787851967803,2.8303941597990843
92,92,92.0,C,-0.3431650644101041,-0.3795035288094459,-0.3310522429436568,-0.3310522429436568,-0.3431650644101041,-0.4400676361416823,-0.34922147514332774,-0.38555993954266954,-0.31288301074398583,-0.3371086536768805,-0.31288301074398583,-0.3310522429436568,-0.2886573678110913,-0.3310522429436568,-0.3673907073429986,-0.34922147514332774,-0.34922147514332774,-0.3673907073429986,-0.40372917174234046,-0.3734471180762223,-0.3310522429436568,-0.35527788587655135,2.618419784136256,2.6971531236681643
93,93,93.0,D,-0.31288301074398583,-0.3734471180762223,-0.29471377854431496,-0.2644317248781967,-0.34922147514332774,-0.3431650644101041,-0.30077018927753857,-0.361334296609775,-0.29471377854431496,-0.3431650644101041,-0.30077018927753857,-0.3431650644101041,-0.3189394214772095,-0.32499583221043316,-0.31288301074398583,-0.3371086536768805,-0.3734471180762223,-0.3310522429436568,-0.3734471180762223,-0.4218984039420114,-0.14330351021372392,-0.3431650644101041,2.654758248535598,2.8303941597990843
94,94,94.0,E,-0.32499583221043316,-0.23414967121207853,-0.28260095707786764,-0.30077018927753857,-0.23414967121207853,-0.25231890341174945,-0.2038676175459603,-0.2583753141449731,-0.2704881356114204,-0.2886573678110913,-0.21598043901240763,-0.28260095707786764,-0.24626249267852582,-0.2704881356114204,-0.21598043901240763,-0.29471377854431496,-0.3189394214772095,-0.23414967121207853,-0.35527788587655135,-0.30077018927753857,-0.22203684974563126,-0.3431650644101041,3.260399321857962,3.545050626319474
95,95,95.0,F,-0.24626249267852582,-0.3673907073429986,-0.28260095707786764,-0.31288301074398583,-0.24626249267852582,-0.24020608194530216,-0.28260095707786764,-0.25231890341174945,-0.28260095707786764,-0.25231890341174945,-0.24626249267852582,-0.22203684974563126,-0.17964197461306577,-0.25231890341174945,-0.24020608194530216,-0.2644317248781967,-0.30682660001076223,-0.2644317248781967,-0.29471377854431496,-0.2583753141449731,-0.25231890341174945,-0.34922147514332774,3.40575317945533,3.53899421558625
96,96,96.0,G,-0.3734471180762223,-0.3310522429436568,-0.276544546344644,-0.30077018927753857,-0.276544546344644,-0.2886573678110913,-0.34922147514332774,-0.1856983853462894,-0.3189394214772095,-0.30077018927753857,-0.28260095707786764,-0.30077018927753857,-0.2886573678110913,-0.32499583221043316,-0.3371086536768805,-0.34922147514332774,-0.3371086536768805,-0.2886573678110913,-0.38555993954266954,-0.3310522429436568,2.903071088597768,-0.3431650644101041,3.308850607723752,3.048424946195135
97,97,97.0,H,-0.3431650644101041,-0.30077018927753857,-0.3189394214772095,-0.30682660001076223,-0.30077018927753857,-0.2886573678110913,-0.2886573678110913,-0.2886573678110913,-0.3431650644101041,-0.2644317248781967,-0.23414967121207853,-0.30077018927753857,-0.25231890341174945,-0.34922147514332774,-0.32499583221043316,0.026275990316538066,-0.3189394214772095,-0.28260095707786764,-0.2704881356114204,-0.30077018927753857,-0.2886573678110913,-0.30682660001076223,3.230117268191844,3.1392711071934896
98,98,98.0,I,-0.32499583221043316,0.904455546633966,-0.31288301074398583,-0.3431650644101041,-0.3916163502758932,-0.2704881356114204,-0.2583753141449731,-0.276544546344644,-0.30682660001076223,-0.31288301074398583,-0.17964197461306577,-0.3431650644101041,-0.3673907073429986,-0.3431650644101041,-0.32499583221043316,-0.2583753141449731,-0.31288301074398583,-0.30077018927753857,-0.3795035288094459,-0.32499583221043316,-0.3976727610091168,-0.3795035288094459,3.0241993032622405,2.8122249275994133
99,99,99.0,J,-0.30682660001076223,-0.361334296609775,-0.3916163502758932,-0.32499583221043316,-0.3673907073429986,-0.28260095707786764,-0.3371086536768805,-0.31288301074398583,-0.3431650644101041,-0.3431650644101041,-0.3371086536768805,-0.22203684974563126,-0.32499583221043316,-0.31288301074398583,-0.40372917174234046,-0.2704881356114204,-0.35527788587655135,-0.4097855824755641,-0.2644317248781967,-0.3734471180762223,-0.40372917174234046,-0.2886573678110913,2.9575787851967803,3.0060300710625696
100,100,100.0,K,-0.2886573678110913,-0.30077018927753857,-0.2583753141449731,-0.29471377854431496,-0.23414967121207853,-0.30077018927753857,-0.2704881356114204,-0.1856983853462894,-0.276544546344644,-0.35527788587655135,-0.30077018927753857,-0.2886573678110913,-0.2583753141449731,-0.29471377854431496,-0.30077018927753857,-0.3189394214772095,-0.361334296609775,-0.24626249267852582,-0.3189394214772095,-0.30682660001076223,-0.3310522429436568,-0.32499583221043316,3.4602608760543427,2.9575787851967803
101,101,101.0,L,-0.30077018927753857,-0.361334296609775,-0.24626249267852582,-0.3189394214772095,-0.3431650644101041,-0.23414967121207853,-0.35527788587655135,-0.2583753141449731,-0.2583753141449731,-0.2280932604788549,-0.24626249267852582,-0.28260095707786764,-0.30077018927753857,-0.2704881356114204,-0.3916163502758932,-0.2583753141449731,-0.361334296609775,-0.361334296609775,-0.2583753141449731,-0.3795035288094459,-0.35527788587655135,-0.3673907073429986,3.654066019517499,3.115045464260595
102,102,102.0,M,-0.2886573678110913,-0.29471377854431496,-0.276544546344644,-0.34922147514332774,-0.31288301074398583,-0.2886573678110913,-0.28260095707786764,-0.24020608194530216,-0.3371086536768805,-0.29471377854431496,-0.2583753141449731,-0.2886573678110913,-0.2644317248781967,-0.3189394214772095,-0.24626249267852582,-0.276544546344644,-0.29471377854431496,-0.2644317248781967,-0.35527788587655135,-0.30682660001076223,-0.29471377854431496,-0.29471377854431496,3.545050626319474,3.351245482856317
103,103,103.0,N,-0.2280932604788549,-0.34922147514332774,-0.2886573678110913,-0.25231890341174945,-0.34922147514332774,-0.2704881356114204,-0.31288301074398583,-0.30682660001076223,-0.25231890341174945,-0.29471377854431496,-0.24626249267852582,-0.28260095707786764,-0.28260095707786764,-0.3189394214772095,-0.31288301074398583,-0.361334296609775,-0.29471377854431496,-0.30682660001076223,-0.30077018927753857,-0.29471377854431496,-0.34922147514332774,-0.3916163502758932,3.290681375524081,3.4965993404536846
104,104,104.0,O,-0.30682660001076223,-0.38555993954266954,-0.23414967121207853,-0.32499583221043316,-0.3310522429436568,-0.3431650644101041,-0.3310522429436568,-0.19175479607951304,-0.30077018927753857,-0.2644317248781967,-0.30077018927753857,-0.20992402827918397,-0.28260095707786764,-0.31288301074398583,-0.3189394214772095,-0.29471377854431496,-0.28260095707786764,-0.24626249267852582,-0.3734471180762223,-0.35527788587655135,-0.3795035288094459,-0.3734471180762223,3.5813890907188153,3.6964608946500648
105,105,105.0,P,-0.2644317248781967,-0.42795481467523505,-0.28260095707786764,-0.361334296609775,-0.4158419932087878,-0.34922147514332774,-0.2644317248781967,-0.32499583221043316,-0.3310522429436568,-0.3371086536768805,-0.3189394214772095,-0.32499583221043316,-0.2886573678110913,-0.2583753141449731,-0.361334296609775,-0.3431650644101041,-0.31288301074398583,-0.32499583221043316,-0.32499583221043316,-0.3310522429436568,-0.30682660001076223,-0.3734471180762223,3.769137823448748,4.12040964597572
106,106,106.0,,,,,,,,,,,,,,,,,,,,,,,,,
107,107,107.0,Plate information ,,,,,,,,,,,,,,,,,,,,,,,,
108,108,108.0,Plate,Repeat,Barcode,Measured height,Chamber temperature at start,Chamber temperature at end,Humidity at start,Humidity at end,Ambient temperature at start,Ambient temperature at end,Formula,Measurement date,,,,,,,,,,,,,
109,109,109.0,3,1,H2061408,,,,,,,,Calc 1: Z' = 1 - ((3 * SD(High) + 3 * SD(Low)) / Abs(Avg(High) - Avg(Low))) where Label: Jez US LUM 384 (cps)(1) channel 1  High = Z_High  Low = Z_Low,3/22/2023 15:49,,,,,,,,,,,,,
110,110,110.0,,,,,,,,,,,,,,,,,,,,,,,,,
111,111,111.0,Background information,,,,,,,,,,,,,,,,,,,,,,,,
112,112,112.0,Plate,Label,Result,Signal,Flashes/Time,Meastime,MeasInfo,,,,,,,,,,,,,,,,,,
113,113,113.0,3,Jez US LUM 384 (cps),0,4,0.1,00:00.0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),,,,,,,,,,,,,,,,,,
114,114,114.0,,,,,,,,,,,,,,,,,,,,,,,,,
115,115,115.0,Calculated results: Calc 1: Z' = 1 - ((3 * SD(High) + 3 * SD(Low)) / Abs(Avg(High) - Avg(Low))) where Label: Jez US LUM 384 (cps)(1) channel 1  High = Z_High  Low = Z_Low,,,,,,,,,,,,,,,,,,,,,,,,
116,116,116.0,,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
117,117,117.0,A,0.661992533,0.661992533,,,,,,,,,,,,,,,,,,,,,0.661992533,0.661992533
118,118,118.0,B,0.661992533,0.661992533,,,,,,,,,,,,,,,,,,,,,0.661992533,0.661992533
119,119,119.0,C,0.661992533,0.661992533,,,,,,,,,,,,,,,,,,,,,0.661992533,0.661992533
120,120,120.0,D,0.661992533,0.661992533,,,,,,,,,,,,,,,,,,,,,0.661992533,0.661992533
121,121,121.0,E,0.661992533,0.661992533,,,,,,,,,,,,,,,,,,,,,0.661992533,0.661992533
122,122,122.0,F,0.661992533,0.661992533,,,,,,,,,,,,,,,,,,,,,0.661992533,0.661992533
123,123,123.0,G,0.661992533,0.661992533,,,,,,,,,,,,,,,,,,,,,0.661992533,0.661992533
