,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
19,M,0.2289006137,0.2289006137,,,,,,,,,,,,,,,,,,,,,0.2289006137,0.2289006137,
20,N,0.2289006137,0.2289006137,,,,,,,,,,,,,,,,,,,,,0.2289006137,0.2289006137,
21,O,0.2289006137,0.2289006137,,,,,,,,,,,,,,,,,,,,,0.2289006137,0.2289006137,
22,P,0.2289006137,0.2289006137,,,,,,,,,,,,,,,,,,,,,0.2289006137,0.2289006137,
23,Plate information,,,,,,,,,,,,,,,,,,,,,,,,,
24,Plate,Repeat,Barcode,Measured height,Chamber temperature at start,Chamber temperature at end,Humidity at start,Humidity at end,Ambient temperature at start,Ambient temperature at end,Group,Label,ScanX,ScanY,Measinfo,Kinetics,Measurement date,,,,,,,,,
25,1,1,"""=""""H2060754""""""",14.01,17.61,17.62,44.4,44.8,18,18.02,1,Jez US LUM 384 (cps)(1),0,0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0,12/22/2022 2:37:40 PM,,,,,,,,,
26,Background information,,,,,,,,,,,,,,,,,,,,,,,,,
27,Plate,Label,Result,Signal,Flashes/Time,Meastime,MeasInfo,,,,,,,,,,,,,,,,,,,
28,1,Jez US LUM 384 (cps),0,132,0.25,00:00:00.000,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),,,,,,,,,,,,,,,,,,,
29,Results for Jez US LUM 384 (cps)(1) - channel 0 (CPS),,,,,,,,,,,,,,,,,,,,,,,,,
30,,01,02,03,04,05,06,07,08,09,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,
31,A,0.08845387361953001,0.07315452960225857,0.08548534418334303,0.08866146309059204,0.08934650834509673,0.08621190733206012,0.08727061363447645,0.08702150626920202,0.08969941044590218,0.09648758614963049,0.08365855683799718,0.09196213568047829,0.0958440587893382,0.08353400315535996,0.08401145893880263,0.07427551274599352,0.10211326081541144,0.08724985468737026,0.08453043261645769,0.09239807356970854,0.06688532757618533,0.07170140330482438,0.9981316947604417,0.8876733372083367,0.0
32,B,0.07614381798555177,0.07921614215726978,0.09476459353981566,0.08467574524620111,0.0988541061197376,0.07965208004650004,0.11998671427385203,0.1092958565141576,0.10423067342024413,0.09264718093498298,0.09926928506186167,0.08039940214232334,0.0950759777464087,0.0801295358299427,0.09627999667856846,0.08741592626421987,0.11012621439840571,0.09071659885410611,0.09287552935315121,0.09484762932824047,0.08812173046583077,0.08959561571037117,0.7775056049157186,0.6528273685958648,0.0
33,C,0.09451548617454122,0.07107863489163829,0.08936726729220294,0.09084115253674334,0.09848044507182596,0.07965208004650004,0.09698580088017936,0.060989786598023746,0.09065432201278752,0.10742755127459935,0.1010753134601013,0.09856348086025077,0.11741260483268288,0.09490990616955908,0.10462509341526198,0.09661213983226771,0.10190567134434941,0.10113759030141992,0.08681391679814,0.08949182097484015,0.0822884663289878,0.14923607074649173,0.9093456779872124,0.6357842730216723,0.0
34,D,0.07824047164327826,0.09596861247197543,0.10983558913891887,0.09895790085526862,0.09522129037615212,0.08525699576517479,0.053786431952171386,0.09196213568047829,0.10609897865980238,0.09185834094494727,0.09596861247197543,0.09387195881424894,0.09399651249688616,0.04050070580420161,0.09762932824047164,0.09854272191314456,0.09744249771651582,0.0875819978410695,0.09179606410362866,0.08745744415843229,0.10844473968280328,0.09461928091007224,0.6955700406875364,0.6578925516897783,0.0
35,E,0.07971435688781865,0.10088848293614548,0.08125051897367766,0.09897865980237483,0.11355144067092918,0.10580835340031554,0.08351324420825376,0.04556588889811509,0.09684048825043594,0.08453043261645769,0.09841816823050735,0.09831437349497633,0.0036950925849040936,0.12087934899941875,0.10634808602507681,0.09993357136926015,0.0913393672672922,0.11865814165905506,0.08990699991696421,0.09474383459270946,0.1309474383459271,0.10819563231752885,0.8894793656065765,0.7186955077638462,0.0
36,F,0.08245453790583741,0.10109607240720751,0.09825209665365772,0.07302997591962136,0.07884248110935814,0.08633646101469733,0.0981483019181267,0.08969941044590218,0.10279830606991613,0.09461928091007224,0.10622353234243959,0.10286058291123475,0.10190567134434941,0.1010753134601013,0.09758781034625924,0.10798804284646683,0.0891389188740347,0.11705970273187744,0.09671593456779873,0.09827285560076393,0.08999003570538902,0.09331146724238147,0.8915552603171967,0.6383376235157353,0.0
37,G,0.09125633147886739,0.1070746491737939,0.09609316615461264,0.10620277339533339,0.09532508511168314,0.08888981150876027,0.10186415345013701,0.10059785767665864,0.07842730216723408,0.09960142821556091,0.08897284729718509,0.0914016441086108,0.09858423980735698,0.08996927675828283,0.0936643693431869,0.08276592211243046,0.13040770572116583,0.08471726314041352,0.08851615046084862,0.07946524952254422,0.07909158847463256,0.10568379971767831,1.0,0.6251141742090841,0.0
38,H,0.08546458523623682,0.09318691355974425,0.09032217885908826,0.10468737025658059,0.09652910404384289,0.10796728389936062,0.10508179025159844,0.09291704724736362,0.07921614215726978,0.10196794818566803,0.10493647762185503,0.09860499875446317,0.09179606410362866,0.09451548617454122,0.09416258407373577,0.08286971684796147,0.08444739682803289,0.08469650419330732,0.08708378311052063,0.09694428298596695,0.09912397243211825,0.10871460599518393,0.7997799551606742,0.6299925267790417,0.0
39,I,0.08556837997176783,0.09561571037116998,0.09320767250685046,0.07919538321016358,0.1002864734700656,0.09665365772648012,0.0981067840239143,0.09403803039109856,0.09416258407373577,0.09567798721248859,0.09451548617454122,0.09102798306069916,0.0898032051814332,0.07979739267624346,0.07537573694262227,0.07819895374906585,0.07599850535580835,0.07799136427800382,0.07913310636884498,0.09243959146392094,0.10315120817072158,0.0996221871626671,0.7046001826787346,0.5390890974009799,0.0
40,J,0.07383957485676326,0.08498712945279416,0.0950552187993025,0.1069500954911567,0.0800672589886241,0.08999003570538902,0.1167275595781782,0.11062442912895458,0.0965913808851615,0.09488914722245288,0.09679897035622353,0.061716349746740846,0.09106950095491156,0.09918624927343685,0.0726563148717097,0.08226770738188159,0.07371502117412605,0.09684048825043594,0.0815411442331645,0.08027484845968612,0.11350992277671676,0.09418334302084198,0.7272274350244956,0.4991696421157519,0.0
41,K,0.08716681889894544,0.07944449057543801,0.10414763763181932,0.09167151042099145,0.1062442912895458,0.10192643029145562,0.09449472722743503,0.10381549447812007,0.10194718923856182,0.10288134185834094,0.09302084198289463,0.09339450303080628,0.07682886324005646,0.08776882836502532,0.08799717678319356,0.08729137258158266,0.07776301585983558,0.07718176534086191,0.01938885659719339,0.08044092003653575,0.10447978078551856,0.10512330814581085,0.7222452877190069,0.468467159345678,0.0
42,L,0.08226770738188159,0.08480029892883834,0.06786099809017687,0.1048534418334302,0.07963132109939385,0.09760856929336544,0.11052063439342356,0.10296437764676576,0.10595366603005896,0.10061861662376484,0.09897865980237483,0.09625923773146226,0.09187909989205348,0.08193556422818235,0.08145810844473968,0.08394918209748402,0.0853607905007058,0.07535497799551606,0.089886240969858,0.08994851781117662,0.10906750809598938,0.10296437764676576,0.6554845138254588,0.5217138586730881,0.0
43,M,0.08554762102466162,0.0935813335547621,0.11025076808104294,0.098791829278419,0.0927717346176202,0.10993938387444989,0.13370837831105206,0.10219629660383625,0.09372664618450552,0.09372664618450552,0.09387195881424894,0.09273021672340778,0.0950344598521963,0.08538154944781201,0.09150543884414182,0.07990118741177447,0.0995806692684547,0.10431370920866893,0.10192643029145562,0.09466079880428464,0.0973387029809848,0.1370505687951507,0.7355310138669766,0.5284189985883916,0.0
44,N,0.06688532757618533,0.0854023083949182,0.07161836751639956,0.10450053973262476,0.10124138503695093,0.10659719339035124,0.08502864734700656,0.09926928506186167,0.09470231669849705,0.07151457278086855,0.08027484845968612,0.09538736195300174,0.0914016441086108,0.08428132525118326,0.08386614630905921,0.09312463671842564,0.08106368844972182,0.12442912895457943,0.12756372996761603,0.10271527028149133,0.09906169559079964,0.11793157851033796,0.6854396744997093,0.8192103296520801,0.0
45,O,0.05800049821473055,0.06418666445237897,0.06076143817985552,0.08567217470729885,0.08274516316532425,0.0973179440338786,0.10086772398903927,0.0987710703313128,0.04957236568961222,0.10063937557087105,0.05636054139334053,0.09567798721248859,0.09036369675330068,0.08129203686789006,0.08251681474715603,0.07666279166320684,0.0905090093830441,0.08851615046084862,0.10836170389437848,0.10674250602009466,0.11932242796645354,0.11184920700822054,0.9428506186166238,0.5066843809681973,0.0
46,P,0.058415677156854605,0.07278086855434693,0.06451880760607821,0.0793199368928008,0.09011458938802624,0.09152619779124803,0.09601013036618783,0.09046749148883168,0.08538154944781201,0.09287552935315121,0.09324919040106286,0.0920244125217969,0.07913310636884498,0.07693265797558747,0.07070497384372665,0.07047662542555841,0.07103711699742589,0.09443245038611642,0.10890143651913975,0.1054762102466163,0.09708959561571037,0.09077887569542473,0.537469899526696,0.7908743668521132,0.0
47,Plate information,,,,,,,,,,,,,,,,,,,,,,,,,
48,Plate,Repeat,Barcode,Measured height,Chamber temperature at start,Chamber temperature at end,Humidity at start,Humidity at end,Ambient temperature at start,Ambient temperature at end,Formula,Measurement date,,,,,,,,,,,,,,
49,2,1,"""=""""H2060756""""""",N/A,N/A,N/A,N/A,N/A,N/A,N/A,Calc 1: Z' = 1 - ((3 * SD(High) + 3 * SD(Low)) / Abs(Avg(High) - Avg(Low))) where Label: Jez US LUM 384 (cps)(1) channel 1  High = Z_High  Low = Z_Low,12/22/2022 2:40:15 PM,,,,,,,,,,,,,,
50,Background information,,,,,,,,,,,,,,,,,,,,,,,,,
51,Plate,Label,Result,Signal,Flashes/Time,Meastime,MeasInfo,,,,,,,,,,,,,,,,,,,
52,2,Jez US LUM 384 (cps),0,88,0.25,00:00:00.000,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),,,,,,,,,,,,,,,,,,,
53,Calculated results: Calc 1: Z' = 1 - ((3 * SD(High) + 3 * SD(Low)) / Abs(Avg(High) - Avg(Low))) where Label: Jez US LUM 384 (cps)(1) channel 1  High = Z_High  Low = Z_Low,,,,,,,,,,,,,,,,,,,,,,,,,
54,,01,02,03,04,05,06,07,08,09,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,
55,A,0.68997863749,0.68997863749,,,,,,,,,,,,,,,,,,,,,0.68997863749,0.68997863749,
56,B,0.68997863749,0.68997863749,,,,,,,,,,,,,,,,,,,,,0.68997863749,0.68997863749,
57,C,0.68997863749,0.68997863749,,,,,,,,,,,,,,,,,,,,,0.68997863749,0.68997863749,
58,D,0.68997863749,0.68997863749,,,,,,,,,,,,,,,,,,,,,0.68997863749,0.68997863749,
59,E,0.68997863749,0.68997863749,,,,,,,,,,,,,,,,,,,,,0.68997863749,0.68997863749,
60,F,0.68997863749,0.68997863749,,,,,,,,,,,,,,,,,,,,,0.68997863749,0.68997863749,
61,G,0.68997863749,0.68997863749,,,,,,,,,,,,,,,,,,,,,0.68997863749,0.68997863749,
62,H,0.68997863749,0.68997863749,,,,,,,,,,,,,,,,,,,,,0.68997863749,0.68997863749,
63,I,0.68997863749,0.68997863749,,,,,,,,,,,,,,,,,,,,,0.68997863749,0.68997863749,
64,J,0.68997863749,0.68997863749,,,,,,,,,,,,,,,,,,,,,0.68997863749,0.68997863749,
65,K,0.68997863749,0.68997863749,,,,,,,,,,,,,,,,,,,,,0.68997863749,0.68997863749,
66,L,0.68997863749,0.68997863749,,,,,,,,,,,,,,,,,,,,,0.68997863749,0.68997863749,
67,M,0.68997863749,0.68997863749,,,,,,,,,,,,,,,,,,,,,0.68997863749,0.68997863749,
68,N,0.68997863749,0.68997863749,,,,,,,,,,,,,,,,,,,,,0.68997863749,0.68997863749,
69,O,0.68997863749,0.68997863749,,,,,,,,,,,,,,,,,,,,,0.68997863749,0.68997863749,
70,P,0.68997863749,0.68997863749,,,,,,,,,,,,,,,,,,,,,0.68997863749,0.68997863749,
71,Plate information,,,,,,,,,,,,,,,,,,,,,,,,,
72,Plate,Repeat,Barcode,Measured height,Chamber temperature at start,Chamber temperature at end,Humidity at start,Humidity at end,Ambient temperature at start,Ambient temperature at end,Group,Label,ScanX,ScanY,Measinfo,Kinetics,Measurement date,,,,,,,,,
73,2,1,"""=""""H2060756""""""",14.01,17.62,17.72,44.7,44.2,18.02,18.02,1,Jez US LUM 384 (cps)(1),0,0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0,12/22/2022 2:40:15 PM,,,,,,,,,
74,Background information,,,,,,,,,,,,,,,,,,,,,,,,,
75,Plate,Label,Result,Signal,Flashes/Time,Meastime,MeasInfo,,,,,,,,,,,,,,,,,,,
76,2,Jez US LUM 384 (cps),0,88,0.25,00:00:00.000,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),,,,,,,,,,,,,,,,,,,
77,Results for Jez US LUM 384 (cps)(1) - channel 0 (CPS),,,,,,,,,,,,,,,,,,,,,,,,,
78,,01,02,03,04,05,06,07,08,09,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,
79,A,0.047540851831011796,0.04998679420782472,0.04983751133975632,0.04607098974541529,0.05041167621694246,0.04915999678467669,0.05011311048080567,0.046909270466107045,0.04834468265907238,0.048367649254159824,0.04777051778188625,0.04922889656993902,0.04695520365628194,0.048528415419771945,0.04468151074262485,0.045336058702617046,0.050710241953079244,0.04142025424020762,0.04857434860994683,0.050193493563611725,0.048333199361528655,0.051789671922189175,0.5174948038078615,0.5137971819987828,0.0
80,B,0.052742785618318154,0.05262795264288093,0.048023150327848145,0.05583179265757955,0.05505092842460641,0.04915999678467669,0.04971119506677538,0.043923613104739155,0.037205884041661405,0.06034472859226255,0.04608247304295902,0.04796573384012953,0.04817243319591654,0.0670624576553403,0.04790831735241092,0.05203082117060735,0.05435044727443933,0.05120402374745932,0.05270833572568699,0.050159043670980556,0.0455657246534915,0.05455714663022634,0.5538394405337437,0.4890851256846916,0.0
81,C,0.046759987598038656,0.05556767681407393,0.06150454164417854,0.05523466118530597,0.057244238255457436,0.05394853186040904,0.05218010403867575,0.05076765844079786,0.053822215587428085,0.0582892183319362,0.053960015157952755,0.05877151682877255,0.04965377857905676,0.04759826831873041,0.0505839256800983,0.04596764006752179,0.05291503508147399,0.055142794804956194,0.05686528943651459,0.0562107414765224,0.060229895616825325,0.05772653675229379,0.4708726157803475,0.45990606662609235,0.0
82,D,0.05220307063376319,0.055039445127062686,0.051445172995877496,0.052536086262531145,0.05259350275024976,0.05340881687585407,0.05515427810249991,0.0557054763845986,0.05014756037343684,0.05505092842460641,0.057760986644924954,1.0,0.05054947578746713,0.05587772584775444,0.05325953400778568,0.05569399308705488,0.05315618432989217,0.056463374022484296,0.05483274577127568,0.05997726307086343,0.05489016225899429,0.058266251736848754,0.46345440556710266,0.4687022725445839,0.0
83,E,0.05376479909970947,0.059207882135434015,0.05123847364009049,0.05777246994246868,0.06672944202657236,0.06378971785537935,0.06264138810100708,0.05367293271935969,0.05810548557123664,0.012505311025113972,0.05942606478876474,0.06934763386654112,0.06112559282523569,0.06369785147502957,0.055177244697587356,0.05250163636989998,0.05579734276494838,0.0538796320751467,0.0604710448652435,0.06106817633751708,0.06375526796274818,0.06562704546237498,0.5871180368154519,0.525464212303205,0.0
84,F,0.05172077213692684,0.06298588702731876,0.06739547328410826,0.05657820699792152,0.07756967490784654,0.05610739179862889,0.061412675263828764,0.06709690754797147,0.06307775340766855,0.06306627011012482,0.06994476533881469,0.06066626092348679,0.06335335254871789,0.057003089007039265,0.05406336483584626,0.05569399308705488,0.06408828359151614,0.05740500442106956,0.05339733357831035,0.05112364066465326,0.05268536913059954,0.05848443439017948,0.5693418922177692,0.5254986621958362,0.0
85,G,0.04610543963804646,0.05523466118530597,0.06149305834663482,0.05963276414455175,0.05838108471228598,0.0581399354638678,0.05397149845549648,0.050021244100455886,0.054901645556538016,0.05313321773480473,0.057715053454750066,0.056153324988803786,0.05298393486673633,0.049010713916608294,0.05427006419163327,0.055142794804956194,0.05041167621694246,0.05124995693763421,0.06268732129118197,0.04953894560361954,0.056027008715822835,0.058909316399297224,0.559248073676837,0.5063445218929068,0.0
86,H,0.04526715891735471,0.05406336483584626,0.059380131598589854,0.06836007027778097,0.05630260785687218,0.05046909270466107,0.0866759298600186,0.06113707612277942,0.05405188153830254,0.05106622417693465,0.05323656741269823,0.054970545341800355,0.05282316870112422,0.052157137443588304,0.055590643409161374,0.05346623336357268,0.049412629330638586,0.05277723551094932,0.057783953240012405,0.055039445127062686,0.013607707589311346,0.05486719566390685,0.5634509605778395,0.49439040914989146,0.0
87,I,0.04390064650965171,0.05275426891586188,0.0480001837327607,0.05224900382393808,0.052938001676561444,0.046254722506114856,0.047448985450662014,0.04525567561981098,0.05017052696852428,0.04878104796573384,0.04719635290470011,0.05105474087939093,0.04763271821136157,0.05586624255021072,0.05252460296498743,0.05265091923796837,0.050537992489923404,0.05706050549475788,0.050939907903953696,0.06293995383714387,0.05121550704500304,0.05355809974392246,0.4689089719003709,0.4634314389720152,0.0
88,J,0.04396954629491405,0.05188153830253896,0.05181263851727662,0.04909109699941435,0.12800431771987644,0.051755222029558005,0.048356165956616105,0.046116922935590186,0.047724584591711354,0.04601357325769668,0.055142794804956194,0.045921706877346896,0.04138580434757645,0.05176670532710173,0.05462604641548867,0.045037492966480255,0.052363836799375306,0.04537050859524821,0.05319063422252334,0.05137627321061516,0.05187005500499523,0.05211120425341341,0.480415236039181,0.4786468082174477,0.0
89,K,0.04024895789074791,0.055716959682142325,0.05359254963655363,0.056371507642134513,0.055246144482849695,0.05562509330179254,0.04780496767451741,0.05108919077202209,0.07150649380476097,0.051353306615527713,0.051341823317983995,0.053179150924979615,0.048057600220479314,0.055280594375480864,0.05424709759654582,0.05857630077052926,0.05360403293409736,0.06352560201187372,0.0594030981936773,0.061183009312954305,0.05315618432989217,0.059517931169114524,0.4628113409046542,0.4431060023196261,0.0
90,L,0.042522650804404996,0.049148513487132964,0.05516576140004364,0.056497823915115465,0.05280020210603677,0.052467186477268814,0.04965377857905676,0.04851693212222822,0.013355075043349448,0.04837913255170355,0.054293030786720715,0.059207882135434015,0.05081359163097275,0.047035586739087996,0.06470838165887716,0.056337057749503344,0.061998323438558614,0.060574394543137004,0.06375526796274818,0.05797916929825569,0.05072172525062297,0.05729017144563233,0.4700573016547432,0.44815865323886406,0.0
91,M,0.03871019601988907,0.04906813040432691,0.050710241953079244,0.055751409574773494,0.048493965527140775,0.0519045048976264,0.0531676676274359,0.04837913255170355,0.05120402374745932,0.05466049630811984,0.049929377720106104,0.06339928573889278,0.06995624863635842,0.05928826521824007,0.07482516679489683,0.0640653169964287,0.03516185707887877,0.07644431174856171,0.07985485111904735,0.07220697495492806,0.07017443128968914,0.06253803842311358,0.522191472503244,0.4690352881733519,0.0
92,N,0.0388250289953263,0.04853989871731566,0.054155231216196045,0.049883444529931216,0.046805920788213544,0.042522650804404996,0.05247866977481253,0.045783907306822226,0.0625954549108322,0.05017052696852428,0.05346623336357268,0.06234282236487029,0.05668155667581503,0.06836007027778097,0.06342225233398023,0.07325195503140682,0.06463948187361483,0.06841748676549958,0.07084046254722506,0.06829117049251864,0.0718739593261601,0.0647772814441395,0.5129933511707222,0.4651080004133987,0.0
93,O,0.03650540289149432,0.059311231813327515,0.05082507492851647,0.05376479909970947,0.05227197041902553,0.05280020210603677,0.05719830506528255,0.05400594834812765,0.3470137684737549,0.059001182779647006,0.05943754808630847,0.07894767061309325,0.06350263541678629,0.06455909879080877,0.0691409345107541,0.07033519745530127,0.044359978411400616,0.06951988332969695,0.05492461215162546,0.06302033691994993,0.06787777178094462,0.0677170056153325,0.49828324701721344,0.4656132655053225,0.0
94,P,0.039112111433919364,0.03879057910269513,0.03667765235465016,0.034392476143449355,0.03840014698620856,0.0367465521399125,0.040972405636002435,0.04580687390190967,0.040834606065477765,0.04848248222959705,0.0431312655742223,0.052088237658325966,0.04828726617135377,0.05345475006602896,0.04760975161627413,0.05013607707589311,0.05431599738180816,0.05252460296498743,0.05207675436078224,0.05435044727443933,0.05157148926885845,0.05340881687585407,0.4593319017489062,0.45605916194894525,0.0
95,Plate information,,,,,,,,,,,,,,,,,,,,,,,,,
96,Plate,Repeat,Barcode,Measured height,Chamber temperature at start,Chamber temperature at end,Humidity at start,Humidity at end,Ambient temperature at start,Ambient temperature at end,Formula,Measurement date,,,,,,,,,,,,,,
97,3,1,"""=""""H2060758""""""",N/A,N/A,N/A,N/A,N/A,N/A,N/A,Calc 1: Z' = 1 - ((3 * SD(High) + 3 * SD(Low)) / Abs(Avg(High) - Avg(Low))) where Label: Jez US LUM 384 (cps)(1) channel 1  High = Z_High  Low = Z_Low,12/22/2022 2:42:50 PM,,,,,,,,,,,,,,
98,Background information,,,,,,,,,,,,,,,,,,,,,,,,,
99,Plate,Label,Result,Signal,Flashes/Time,Meastime,MeasInfo,,,,,,,,,,,,,,,,,,,
100,3,Jez US LUM 384 (cps),0,136,0.25,00:00:00.000,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),,,,,,,,,,,,,,,,,,,
101,Calculated results: Calc 1: Z' = 1 - ((3 * SD(High) + 3 * SD(Low)) / Abs(Avg(High) - Avg(Low))) where Label: Jez US LUM 384 (cps)(1) channel 1  High = Z_High  Low = Z_Low,,,,,,,,,,,,,,,,,,,,,,,,,
102,,01,02,03,04,05,06,07,08,09,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,
103,A,0.59713901724,0.59713901724,,,,,,,,,,,,,,,,,,,,,0.59713901724,0.59713901724,
104,B,0.59713901724,0.59713901724,,,,,,,,,,,,,,,,,,,,,0.59713901724,0.59713901724,
105,C,0.59713901724,0.59713901724,,,,,,,,,,,,,,,,,,,,,0.59713901724,0.59713901724,
106,D,0.59713901724,0.59713901724,,,,,,,,,,,,,,,,,,,,,0.59713901724,0.59713901724,
107,E,0.59713901724,0.59713901724,,,,,,,,,,,,,,,,,,,,,0.59713901724,0.59713901724,
108,F,0.59713901724,0.59713901724,,,,,,,,,,,,,,,,,,,,,0.59713901724,0.59713901724,
109,G,0.59713901724,0.59713901724,,,,,,,,,,,,,,,,,,,,,0.59713901724,0.59713901724,
110,H,0.59713901724,0.59713901724,,,,,,,,,,,,,,,,,,,,,0.59713901724,0.59713901724,
111,I,0.59713901724,0.59713901724,,,,,,,,,,,,,,,,,,,,,0.59713901724,0.59713901724,
112,J,0.59713901724,0.59713901724,,,,,,,,,,,,,,,,,,,,,0.59713901724,0.59713901724,
113,K,0.59713901724,0.59713901724,,,,,,,,,,,,,,,,,,,,,0.59713901724,0.59713901724,
114,L,0.59713901724,0.59713901724,,,,,,,,,,,,,,,,,,,,,0.59713901724,0.59713901724,
115,M,0.59713901724,0.59713901724,,,,,,,,,,,,,,,,,,,,,0.59713901724,0.59713901724,
116,N,0.59713901724,0.59713901724,,,,,,,,,,,,,,,,,,,,,0.59713901724,0.59713901724,
117,O,0.59713901724,0.59713901724,,,,,,,,,,,,,,,,,,,,,0.59713901724,0.59713901724,
118,P,0.59713901724,0.59713901724,,,,,,,,,,,,,,,,,,,,,0.59713901724,0.59713901724,
119,Plate information,,,,,,,,,,,,,,,,,,,,,,,,,
120,Plate,Repeat,Barcode,Measured height,Chamber temperature at start,Chamber temperature at end,Humidity at start,Humidity at end,Ambient temperature at start,Ambient temperature at end,Group,Label,ScanX,ScanY,Measinfo,Kinetics,Measurement date,,,,,,,,,
121,3,1,"""=""""H2060758""""""",14.01,17.7,17.7,44.5,44.7,18.1,18,1,Jez US LUM 384 (cps)(1),0,0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0,12/22/2022 2:42:50 PM,,,,,,,,,
122,Background information,,,,,,,,,,,,,,,,,,,,,,,,,
123,Plate,Label,Result,Signal,Flashes/Time,Meastime,MeasInfo,,,,,,,,,,,,,,,,,,,
124,3,Jez US LUM 384 (cps),0,136,0.25,00:00:00.000,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),,,,,,,,,,,,,,,,,,,
125,Results for Jez US LUM 384 (cps)(1) - channel 0 (CPS),,,,,,,,,,,,,,,,,,,,,,,,,
126,,01,02,03,04,05,06,07,08,09,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,
127,A,0.04805556601287505,0.055453073824492716,0.06729285095809961,0.064318789293378,0.06401761849188721,0.06537288709859579,0.06514700899747769,0.05172608515604412,0.08570191619922449,0.06516583217257087,0.07837970108797952,0.05575424462598351,0.060158867597786395,0.07781500583518428,0.06535406392350261,0.07011632722207582,0.05842713548921432,0.04677559010653917,0.0668599179309566,0.05716598275797161,0.05355193314008207,0.060704739675488464,0.8544968565297595,0.8260738621390656,0.0
128,B,0.06234235590859466,0.06174001430561307,0.054229567443436356,0.05430486014380906,0.08735835560742386,0.08024319542220382,0.08886420961487784,0.07438918796822648,0.0713963031284117,0.08389489139027971,0.0844972329932613,0.0635093927643715,0.07369273048977902,0.0647705454956142,0.08758423370854196,0.06725520460791326,0.07145277265369122,0.06322704513797388,0.06557994202462071,0.06473289914542785,0.07320332793735647,0.06068591650039529,0.9357753265820878,0.8442570492790724,0.0
