,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
27,Plate,Repeat,Barcode,Measured height,Chamber temperature at start,Chamber temperature at end,Humidity at start,Humidity at end,Ambient temperature at start,Ambient temperature at end,Group,Label,ScanX,ScanY,Measinfo,Kinetics,Measurement date,,,,,,,,
28,1,1,H2060612,14.01,18.98,19.19,48.6,48.8,19.47,19.49,1,Jez US LUM 384 (cps)(1),0,0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0,1/12/23 15:06,,,,,,,,
29,,,,,,,,,,,,,,,,,,,,,,,,,
30,Background information,,,,,,,,,,,,,,,,,,,,,,,,
31,Plate,Label,Result,Signal,Flashes/Time,Meastime,MeasInfo,,,,,,,,,,,,,,,,,,
32,1,Jez US LUM 384 (cps),0,136,0.25,00:00.0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),,,,,,,,,,,,,,,,,,
33,,,,,,,,,,,,,,,,,,,,,,,,,
34,Results for Jez US LUM 384 (cps)(1) - channel 0 (CPS),,,,,,,,,,,,,,,,,,,,,,,,
35,,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
36,A,0.03316750063859331,0.04760913121511651,0.042018822604849466,0.03795919373310792,0.035763001064788726,0.033899564861366374,0.044481220445086136,0.04441466915210677,0.038890911834819096,0.036561616580541155,0.059055953607568074,0.049539118711518226,0.043283297171457485,0.04820809285193083,0.04720982345724029,0.055262529907744,0.05699286352520762,0.0535321962902804,0.0533325424113423,0.047941887680013354,0.04654431052744659,0.047875336387033986,3.55100229623509,2.644440583270117
37,B,0.0458787975976529,0.040355040280365226,0.04135330967505577,0.04315019458549875,0.03948987347163342,0.05193496525877553,0.047342926043199035,0.04867395190278642,0.03982262993653027,0.03802574502608729,0.03609575752968557,0.05832388938479501,0.03589610365074746,0.03789264244012855,0.03150371831410907,0.04048814286632396,0.05126945232898184,0.051069798450043724,0.03835850149098414,0.05559528637264086,0.06551142902656693,0.06331523635824772,3.6350565792680336,3.208462791270274
38,C,0.036561616580541155,0.04022193769440648,0.039356770885674686,0.04195227131187009,0.045213284667859205,0.041020553210158926,0.02345101186360535,0.04095400191717955,0.09911983198114856,0.051069798450043724,0.05073704198514688,0.05845699197075375,0.045412938546797316,0.04840774673086894,0.03696092433841738,0.04388225880827181,0.04820809285193083,0.05126945232898184,0.02910787176685177,0.05692631223222824,0.058789748435650595,0.07376378935600875,3.6857021132253336,2.6445736858560758
39,D,0.037692988561190445,0.04707672087128155,0.035763001064788726,0.03376646227540764,0.05280013206750733,0.06963760919128784,0.049605670004497594,0.04860740060980705,0.09306366432002593,0.06091938981099042,0.04082089933122081,0.046477759234467224,0.05739217128308383,0.04008883510844775,0.04002228381546838,2.194354188850641,0.15568843101361268,0.056859760939248875,0.045679143718714794,0.05592804283753771,0.04987187517641507,0.0673083139370099,3.4548356778799008,3.183173299938114
40,E,0.03443197520520133,0.04767568250809588,0.0474094773361784,0.04800843897299273,0.030838205384315375,0.05619424800945518,0.05865664584969186,0.0467439644063847,0.055195978614764635,0.03968952735057153,0.031170961849212225,0.0458787975976529,0.05413115792709473,0.03536369330691251,0.04168606613995262,0.06724176264403053,0.05020463164131192,0.0651121212686907,0.05832388938479501,0.02391687091446094,0.04361605363635433,0.0467439644063847,4.177449617049895,3.2599734920363064
41,F,0.05938871007246492,0.05532908120072338,0.04168606613995262,0.041819168725911356,0.06278282601441278,0.039955732522489004,0.047941887680013354,0.06245006954951592,0.052267721723672375,0.06431350575293827,0.04720982345724029,0.06923830143341161,0.0557283889585996,0.049139810953642005,0.061451800154825376,0.05126945232898184,0.03569644977180936,0.0443481178591274,0.045412938546797316,0.07296517384025632,0.039889181229509636,0.08933679191318124,4.106505938733887,3.6872327929638593
42,G,0.04527983596083857,0.0458787975976529,0.041619514846973245,0.03416577003328385,0.05672665835329014,0.05566183766562023,0.06724176264403053,0.059921120416299885,0.10916907722103336,0.05772492774798069,0.0535321962902804,0.04920636224662138,0.04268433553464316,0.050803593278126245,0.04987187517641507,0.048341195437889575,0.4872469726368319,0.04847429802384831,0.054663568270929684,0.046211554062549745,0.03043889762643916,0.0762927384892248,3.74726205923125,2.872312210431479
43,H,0.058523543263733116,0.05745872257606321,0.04235157906974631,0.04907325966066264,0.03250198770879961,0.04973877259045634,0.029307525645789877,0.0533325424113423,0.05579494025157897,0.0467439644063847,0.04221847648378757,0.03909056571375721,0.03463162908413944,0.044481220445086136,0.055262529907744,0.03716057821735549,0.061451800154825376,0.05546218378668212,0.05546218378668212,0.03616230882266494,0.0504708368132294,0.07775686693477092,3.461757012349755,3.52564625360995
44,I,0.052999785946445443,0.03855815536992224,0.035763001064788726,0.048341195437889575,0.048074990265972097,0.036295411408623676,0.045945348890632266,0.0528666833604867,0.0557283889585996,0.06890554496851477,0.05133600362196121,0.04754257992213714,0.04315019458549875,0.05579494025157897,0.06178455661972223,0.07363068677005001,0.04468087432402425,0.05892285102160933,0.05180186267281679,0.21545149210908657,0.049539118711518226,0.07203345573854515,3.3834926918060164,2.9401279779774563
45,J,0.04847429802384831,0.05346564499730103,0.07090208375789586,0.039423322178654054,0.034565077791160075,0.04681051569936407,0.052733580774527965,0.061451800154825376,0.024715486430213374,0.042018822604849466,0.04514673337487984,0.05486322214986779,0.0557283889585996,0.05692631223222824,0.05033773422727066,0.05759182516202195,0.05233427301665175,0.05652700447435203,0.06497901868273197,0.02864201271599618,0.05666010706031077,0.07922099538031706,3.707797142494484,3.477596220078845
46,K,0.1963387926565739,0.09931116694846424,0.04545037364909821,0.05592804283753771,0.0,0.04537966290030763,0.049335305376768904,0.03906976843470115,0.053399093704321665,0.05172283301240379,0.03714394039411064,0.05674745563234619,0.040850015521899284,0.09357111792899363,0.015864164463957223,0.005490481670797989,0.0688348342197242,0.05970898816992814,0.13338958840971268,0.053827517652876355,0.05810343822680085,0.04769647978715193,3.947781104978091,3.3603993931421754
47,L,0.061705526959309226,0.04516337119812468,0.041386585321545453,0.04052973742443607,0.04074186967080781,0.06237935880072534,0.039781035378418164,0.03528882310231072,0.03821292053759177,0.032901295466675834,0.03685693794313711,0.06466290004107995,0.04904830292579538,0.032938730568976726,0.03578795779965599,0.0621672265543536,0.07489100188084681,0.0322607392717494,0.04787117693122278,0.054002214796947196,0.05183097886349527,0.08323487023813529,3.9236229856265794,3.882361183979371
48,M,0.05739217128308383,0.06977071177724657,0.03729368080331422,0.06012077429523799,0.05433081180603284,0.053399093704321665,0.04607845147659101,0.056061145423496446,0.045412938546797316,0.035030936842015664,0.05087014457110561,0.06411385187400016,0.04408191268720992,0.06657624971423684,0.05033773422727066,0.07043622470704027,0.06378109540910332,0.05772492774798069,0.05666010706031077,0.046677413113405335,0.04727637475021966,0.05233427301665175,4.034563991023188,3.3761054982853063
49,N,0.04248468165570505,0.04295054070656063,0.034764731670098185,0.05220117043069301,0.03662816787352052,0.04973877259045634,0.04321674587847812,0.03962297605759216,0.04627810535552911,0.05033773422727066,0.04867395190278642,0.05819078679883627,0.06637659583529873,0.050071529055353184,0.0406212454522827,0.06205076179163971,0.05213461913771364,0.060653184639072946,0.05745872257606321,0.057991132919898165,0.053598747583259776,0.09299711302704657,4.305361202156244,4.092330513329282
50,O,0.04634465664850849,0.053598747583259776,0.0715010453947102,0.03802574502608729,0.04774223380107525,0.05166876008685806,0.05719251740414572,0.053399093704321665,0.03875780924886035,0.04720982345724029,0.057325619990104465,0.06850623721063856,0.045945348890632266,0.04248468165570505,0.04754257992213714,0.03968952735057153,0.059921120416299885,0.06877244238255603,0.05546218378668212,0.04095400191717955,0.08700749665890328,0.07210000703152451,4.436334146739643,3.7837987190769247
51,P,0.04228502777676694,0.04720982345724029,0.05499632473582653,0.06391419799506205,0.05473011956390905,0.05692631223222824,0.03496438554903629,0.05093669586408498,0.05912250490054744,0.054197709220074095,0.04221847648378757,0.04361605363635433,0.052999785946445443,0.06304903118633025,0.0697041604842672,0.058989402314588706,0.03955642476461279,0.05479667085688842,0.053265991118362915,0.05413115792709473,0.07203345573854515,0.05725906869712509,4.281069980218774,3.989774970848073
52,,,,,,,,,,,,,,,,,,,,,,,,,
53,Plate information ,,,,,,,,,,,,,,,,,,,,,,,,
54,Plate,Repeat,Barcode,Measured height,Chamber temperature at start,Chamber temperature at end,Humidity at start,Humidity at end,Ambient temperature at start,Ambient temperature at end,Formula,Measurement date,,,,,,,,,,,,,
55,2,1,H2060610,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Calc 1: Z' = 1 - ((3 * SD(High) + 3 * SD(Low)) / Abs(Avg(High) - Avg(Low))) where Label: Jez US LUM 384 (cps)(1) channel 1  High = Z_High  Low = Z_Low,1/12/23 15:09,,,,,,,,,,,,,
56,,,,,,,,,,,,,,,,,,,,,,,,,
57,Background information,,,,,,,,,,,,,,,,,,,,,,,,
58,Plate,Label,Result,Signal,Flashes/Time,Meastime,MeasInfo,,,,,,,,,,,,,,,,,,
59,2,Jez US LUM 384 (cps),0,52,0.25,00:00.0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),,,,,,,,,,,,,,,,,,
60,,,,,,,,,,,,,,,,,,,,,,,,,
61,Calculated results: Calc 1: Z' = 1 - ((3 * SD(High) + 3 * SD(Low)) / Abs(Avg(High) - Avg(Low))) where Label: Jez US LUM 384 (cps)(1) channel 1  High = Z_High  Low = Z_Low,,,,,,,,,,,,,,,,,,,,,,,,
62,,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
63,A,0.58830178986,0.58830178986,,,,,,,,,,,,,,,,,,,,,0.58830178986,0.58830178986
64,B,0.58830178986,0.58830178986,,,,,,,,,,,,,,,,,,,,,0.58830178986,0.58830178986
65,C,0.58830178986,0.58830178986,,,,,,,,,,,,,,,,,,,,,0.58830178986,0.58830178986
66,D,0.58830178986,0.58830178986,,,,,,,,,,,,,,,,,,,,,0.58830178986,0.58830178986
67,E,0.58830178986,0.58830178986,,,,,,,,,,,,,,,,,,,,,0.58830178986,0.58830178986
68,F,0.58830178986,0.58830178986,,,,,,,,,,,,,,,,,,,,,0.58830178986,0.58830178986
69,G,0.58830178986,0.58830178986,,,,,,,,,,,,,,,,,,,,,0.58830178986,0.58830178986
70,H,0.58830178986,0.58830178986,,,,,,,,,,,,,,,,,,,,,0.58830178986,0.58830178986
71,I,0.58830178986,0.58830178986,,,,,,,,,,,,,,,,,,,,,0.58830178986,0.58830178986
72,J,0.58830178986,0.58830178986,,,,,,,,,,,,,,,,,,,,,0.58830178986,0.58830178986
73,K,0.58830178986,0.58830178986,,,,,,,,,,,,,,,,,,,,,0.58830178986,0.58830178986
74,L,0.58830178986,0.58830178986,,,,,,,,,,,,,,,,,,,,,0.58830178986,0.58830178986
75,M,0.58830178986,0.58830178986,,,,,,,,,,,,,,,,,,,,,0.58830178986,0.58830178986
76,N,0.58830178986,0.58830178986,,,,,,,,,,,,,,,,,,,,,0.58830178986,0.58830178986
77,O,0.58830178986,0.58830178986,,,,,,,,,,,,,,,,,,,,,0.58830178986,0.58830178986
78,P,0.58830178986,0.58830178986,,,,,,,,,,,,,,,,,,,,,0.58830178986,0.58830178986
79,,,,,,,,,,,,,,,,,,,,,,,,,
80,Plate information ,,,,,,,,,,,,,,,,,,,,,,,,
81,Plate,Repeat,Barcode,Measured height,Chamber temperature at start,Chamber temperature at end,Humidity at start,Humidity at end,Ambient temperature at start,Ambient temperature at end,Group,Label,ScanX,ScanY,Measinfo,Kinetics,Measurement date,,,,,,,,
82,2,1,H2060610,14.01,19.19,19.1,48.8,48.6,19.49,19.59,1,Jez US LUM 384 (cps)(1),0,0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0,1/12/23 15:09,,,,,,,,
83,,,,,,,,,,,,,,,,,,,,,,,,,
84,Background information,,,,,,,,,,,,,,,,,,,,,,,,
85,Plate,Label,Result,Signal,Flashes/Time,Meastime,MeasInfo,,,,,,,,,,,,,,,,,,
86,2,Jez US LUM 384 (cps),0,52,0.25,00:00.0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),,,,,,,,,,,,,,,,,,
87,,,,,,,,,,,,,,,,,,,,,,,,,
88,Results for Jez US LUM 384 (cps)(1) - channel 0 (CPS),,,,,,,,,,,,,,,,,,,,,,,,
89,,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
90,A,0.03437976687705808,0.0379410176292633,0.03944770063981166,0.04061195569341721,0.046022317413113606,0.04609080300450217,0.04677565891838778,0.04752900042366196,0.04478957676811948,0.043419864940348246,0.03842041676898323,0.0747862657963096,0.06903347611967041,0.04629625977866785,0.05259693418641555,0.05026842407920444,0.03677676257565774,0.04191318192979989,0.05745941117500344,0.049446596982541696,0.044241692037011,0.05102176558447862,3.945660376669217,2.6758005411425025
91,B,0.052528448595026984,0.057253954400837755,0.03979012859675447,0.06067823397026585,0.04595383182172504,0.03807798881204042,0.050336909670593004,0.03643433461871493,0.04711808687533059,0.05540484343334658,0.028969405157361686,0.08601790278403375,0.03670827698426918,0.05129570795003287,0.040680441284805774,0.04622777418727929,0.033215511823452525,0.05293936214335835,0.06992378880772171,0.03753010408093193,0.046638687735610654,0.05971943569082598,3.633023651980432,3.304087356541169
92,C,0.036502820210103495,0.02903789074875025,0.03842041676898323,0.034174310102892395,0.041776210747022764,0.03965315741397735,0.04567988945617079,0.03458522365122377,0.05478847311084953,0.0379410176292633,0.045816860638947916,0.055199386659180893,0.04595383182172504,0.05061085203614726,0.05787032472333481,0.053281790100301166,0.057048497626672065,0.058212752680277625,0.04807688515477046,0.05047388085337013,0.04431017762839956,0.055610300207512266,3.5013258597402275,2.7418891368324645
93,D,0.0425980378436855,0.045611403864782234,0.05280239096058123,0.06245885934636846,0.04691263010116491,0.0436938073059025,0.043830778488679625,0.05595272816445508,0.04252955225229694,0.058897608594163244,0.05492544429362665,0.06533525418468805,0.010820723439392782,0.05841820945444331,0.04499503354228517,0.0488987122514332,0.055199386659180893,0.052870876551969787,0.04657020214422209,0.04211863870396557,0.051227222358644305,0.08464819095626253,3.1783478107517693,3.451399863617966
94,E,0.04972053934809594,0.049241140208376014,0.03677676257565774,0.038488902360371786,0.03670827698426918,0.04698111569255347,0.046364745370056415,0.055610300207512266,0.05074782321892437,0.05478847311084953,0.04061195569341721,0.09053795181567884,0.05602121375584364,0.06458191267941388,0.038283445586206104,0.08088148342989161,0.05403513160557535,0.05410361719696391,0.05793881031472337,0.05602121375584364,0.04657020214422209,0.06129460429276291,4.265214146088248,3.305251611594775
95,F,0.044173206445622434,0.061842489023871405,0.02849000601764175,0.04184469633841133,0.05047388085337013,0.05013145289642732,0.04670717332699922,0.07170441418382432,0.05369270364863254,0.04335137934895969,0.046638687735610654,0.05054236644475869,0.03910527268286885,0.06910196171105897,0.054377559562518156,0.06663648042107073,0.04129681160730283,0.057390925583614874,0.0411598404245257,0.05670606966972926,0.0,0.06985530321633314,4.142282509545779,3.7169869870228087
96,G,0.06985530321633314,0.04930962579976457,0.05629515612139789,0.04574837504755935,0.05191207827252993,0.04958356816531882,0.034653709242612324,0.03568099311344076,0.05019993848781588,0.04670717332699922,0.04547443268200511,0.06889650493689328,0.05019993848781588,0.051569650315587114,0.03499613719955513,0.048556284294490396,0.059445493325271735,0.06389705676552826,0.0595139789166603,0.05067933762753581,0.056363641712786454,0.06334917203441977,3.290047810306514,2.8303725209064865
97,H,0.04163923956424564,0.06499282622774526,0.03616039225316069,0.042871980209239755,0.04273500902646263,0.04814537074615902,0.04691263010116491,0.043214408166182564,0.06389705676552826,0.05643212730417502,0.049789024939484505,0.04622777418727929,0.03896830150009172,0.06862256257133903,0.06129460429276291,0.04389926408006818,0.05992489246499167,0.41036566360026294,0.05670606966972926,0.04554291827339367,0.04807688515477046,0.06951287525939033,3.938811817530361,3.464001212433461
98,I,0.07149895740965864,0.056158184938620764,0.07108804386132726,0.047255058058107716,0.053418761283078285,0.04574837504755935,0.03622887784454924,0.0316403432215156,0.0474605148322734,0.04930962579976457,0.03383188214594958,0.08807247052569062,0.042392581069519826,0.0425980378436855,0.07245775568909849,0.030270631393744363,0.05300784773474691,0.05554181461612371,0.05115873676725574,0.05540484343334658,0.05245996300363842,0.06964984644216746,3.4170885823322963,3.036171723029115
99,J,0.05985640687360311,0.054719987519460965,0.05684304085250639,0.06060974837887729,0.03520159397372082,0.02958577547985874,0.053076333326135476,0.053418761283078285,0.046159288595890725,0.08697670106347362,0.03273611268373259,0.052186020638084175,0.046638687735610654,0.03732464730676624,0.05300784773474691,0.052186020638084175,0.054377559562518156,0.05937700773388317,0.04567988945617079,0.04437866321978812,0.0566375840783407,0.0656091965502423,3.6739095500394034,3.5336510588756287
100,K,0.15888657202146364,0.0880211063321492,0.0020545677416568572,0.08343685205857733,0.06765948394243738,0.05845673259959937,0.05342304163254007,0.07272741770519096,0.051659537654284604,0.22734648131325483,0.03950762553227665,0.06114907241106221,0.05387247832602751,0.043193006418873636,0.04918977601483459,0.056693228621343905,0.039665998462362705,0.045054958434750166,0.044314457977861335,0.045598562816396876,0.07067284996353411,0.061825367626024266,3.520981224468745,3.4822868653342076
101,L,0.030690105640999304,0.03687521061327881,0.03687521061327881,0.06836574160363192,0.05576439278813654,0.030976889054938908,0.0248517089751244,0.06541658082446197,0.049224018810528875,0.041108476230984285,0.009459572310545113,0.03800094252172829,0.048132529697773666,0.031777314404292725,0.056470650449331077,0.05573014999244225,0.04579117854217721,0.056149624239697195,0.05008864940180947,0.04880454456327393,0.02802772827576896,0.0776626606346292,3.8169759504501095,3.6465837990753673
102,M,0.0523229918208613,0.04773445719782765,0.05451453074529528,0.03965315741397735,0.04670717332699922,0.052391477412249865,0.07369049633409261,0.04554291827339367,0.07266321246326418,0.053761189240021094,0.07492323697908673,0.026640895050150583,0.048693255477267515,0.054583016336683846,0.0580757814975005,0.04431017762839956,0.06156854665831715,0.05533635784195802,0.062184916980814214,0.04691263010116491,0.05985640687360311,0.053076333326135476,3.910938181835216,3.5581004150013453
103,N,0.08656578751514225,0.07033470235605307,0.05259693418641555,0.0695813608507789,0.06636253805551649,0.031023972899018544,0.054377559562518156,0.05074782321892437,0.05067933762753581,0.05115873676725574,0.06444494149663675,0.03917375827425741,0.053076333326135476,0.046364745370056415,0.06588313891579656,0.0569800120352835,0.04739202924088484,0.062321888163591334,0.05814426708888906,0.04533746149922798,0.05211753504669561,0.04876174106865608,4.250900657488037,4.448207646278484
104,O,0.0379410176292633,0.047255058058107716,0.051227222358644305,0.04026952773647441,0.04013255655369728,0.0580757814975005,0.04280349461785119,0.044241692037011,0.07067713031299588,0.04335137934895969,0.04951508257393026,0.06738982192634492,0.06013034923915735,0.04081741246758289,0.047939913971993334,0.06060974837887729,0.07300564042020699,0.06150006106692859,0.10149564643784874,0.036297363435937806,0.07170441418382432,0.09861925159952914,4.205494710397421,3.7184936700333577
105,P,0.06102066192720866,0.0693759040766132,0.0627328017119227,0.04622777418727929,0.04910416902559889,0.05115873676725574,0.04841931311171327,0.057596382357780564,0.04554291827339367,0.059787921282214544,0.05211753504669561,0.05430907397112959,0.042871980209239755,0.05280239096058123,0.05732243999222632,0.03855738795176035,0.05465150192807241,0.0667049660124593,0.049241140208376014,0.058212752680277625,0.04930962579976457,0.08512759009598245,4.316646825221057,4.351437505646446
106,,,,,,,,,,,,,,,,,,,,,,,,,
107,Plate information ,,,,,,,,,,,,,,,,,,,,,,,,
108,Plate,Repeat,Barcode,Measured height,Chamber temperature at start,Chamber temperature at end,Humidity at start,Humidity at end,Ambient temperature at start,Ambient temperature at end,Formula,Measurement date,,,,,,,,,,,,,
109,3,1,H2060624,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Calc 1: Z' = 1 - ((3 * SD(High) + 3 * SD(Low)) / Abs(Avg(High) - Avg(Low))) where Label: Jez US LUM 384 (cps)(1) channel 1  High = Z_High  Low = Z_Low,1/12/23 15:12,,,,,,,,,,,,,
110,,,,,,,,,,,,,,,,,,,,,,,,,
111,Background information,,,,,,,,,,,,,,,,,,,,,,,,
112,Plate,Label,Result,Signal,Flashes/Time,Meastime,MeasInfo,,,,,,,,,,,,,,,,,,
113,3,Jez US LUM 384 (cps),0,44,0.25,00:00.0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),,,,,,,,,,,,,,,,,,
114,,,,,,,,,,,,,,,,,,,,,,,,,
115,Calculated results: Calc 1: Z' = 1 - ((3 * SD(High) + 3 * SD(Low)) / Abs(Avg(High) - Avg(Low))) where Label: Jez US LUM 384 (cps)(1) channel 1  High = Z_High  Low = Z_Low,,,,,,,,,,,,,,,,,,,,,,,,
116,,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
117,A,0.64754548223,0.64754548223,,,,,,,,,,,,,,,,,,,,,0.64754548223,0.64754548223
118,B,0.64754548223,0.64754548223,,,,,,,,,,,,,,,,,,,,,0.64754548223,0.64754548223
119,C,0.64754548223,0.64754548223,,,,,,,,,,,,,,,,,,,,,0.64754548223,0.64754548223
120,D,0.64754548223,0.64754548223,,,,,,,,,,,,,,,,,,,,,0.64754548223,0.64754548223
121,E,0.64754548223,0.64754548223,,,,,,,,,,,,,,,,,,,,,0.64754548223,0.64754548223
122,F,0.64754548223,0.64754548223,,,,,,,,,,,,,,,,,,,,,0.64754548223,0.64754548223
123,G,0.64754548223,0.64754548223,,,,,,,,,,,,,,,,,,,,,0.64754548223,0.64754548223
124,H,0.64754548223,0.64754548223,,,,,,,,,,,,,,,,,,,,,0.64754548223,0.64754548223
125,I,0.64754548223,0.64754548223,,,,,,,,,,,,,,,,,,,,,0.64754548223,0.64754548223
126,J,0.64754548223,0.64754548223,,,,,,,,,,,,,,,,,,,,,0.64754548223,0.64754548223
127,K,0.64754548223,0.64754548223,,,,,,,,,,,,,,,,,,,,,0.64754548223,0.64754548223
128,L,0.64754548223,0.64754548223,,,,,,,,,,,,,,,,,,,,,0.64754548223,0.64754548223
129,M,0.64754548223,0.64754548223,,,,,,,,,,,,,,,,,,,,,0.64754548223,0.64754548223
130,N,0.64754548223,0.64754548223,,,,,,,,,,,,,,,,,,,,,0.64754548223,0.64754548223
131,O,0.64754548223,0.64754548223,,,,,,,,,,,,,,,,,,,,,0.64754548223,0.64754548223
132,P,0.64754548223,0.64754548223,,,,,,,,,,,,,,,,,,,,,0.64754548223,0.64754548223
133,,,,,,,,,,,,,,,,,,,,,,,,,
134,Plate information ,,,,,,,,,,,,,,,,,,,,,,,,
135,Plate,Repeat,Barcode,Measured height,Chamber temperature at start,Chamber temperature at end,Humidity at start,Humidity at end,Ambient temperature at start,Ambient temperature at end,Group,Label,ScanX,ScanY,Measinfo,Kinetics,Measurement date,,,,,,,,
136,3,1,H2060624,14.01,19.1,19.29,48.6,48.5,19.59,19.59,1,Jez US LUM 384 (cps)(1),0,0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0,1/12/23 15:12,,,,,,,,
137,,,,,,,,,,,,,,,,,,,,,,,,,
138,Background information,,,,,,,,,,,,,,,,,,,,,,,,
139,Plate,Label,Result,Signal,Flashes/Time,Meastime,MeasInfo,,,,,,,,,,,,,,,,,,
140,3,Jez US LUM 384 (cps),0,44,0.25,00:00.0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),,,,,,,,,,,,,,,,,,
141,,,,,,,,,,,,,,,,,,,,,,,,,
142,Results for Jez US LUM 384 (cps)(1) - channel 0 (CPS),,,,,,,,,,,,,,,,,,,,,,,,
143,,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
144,A,0.07202713410329331,0.06974857944322356,0.07518770992209972,0.100398814709323,0.10069282176223522,0.09290163486006126,0.08952055375157068,0.07923030689964282,0.08253788624490535,0.08341990740364202,0.09077008372644764,0.07599622931760834,0.08430192856237868,0.09407766307171017,0.07864229279381837,0.09642971949500796,0.11509916735493424,0.09885527768153382,0.08364041269332619,0.07827478397767808,0.08591896735339592,0.10076632352546327,3.6155471393278824,3.593129101543325
145,B,0.08305239858750174,0.09054957843676346,0.07915680513641477,0.08591896735339592,0.0968707300743763,0.07482020110595944,0.0767312469498889,0.079450812189327,0.11215909682581199,0.0945186736510785,0.09179910841164043,0.09172560664841237,0.06989558296967968,0.08378741621978229,0.08349340916687006,0.07393817994722278,0.0718801305768372,0.07871579455704643,0.06894006004771495,0.09584170538918352,0.05798829732673458,0.10135433763128772,3.5595387957481037,3.4211349755896734
