,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
28,1,1,H2060512,14.01,17.31,17.52,22.3,22.3,17.8,17.82,1,Jez US LUM 384 (cps)(1),0,0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0,2023-02-15 15:02:00,,,,,,,,
29,,,,,,,,,,,,,,,,,,,,,,,,,
30,Background information,,,,,,,,,,,,,,,,,,,,,,,,
31,Plate,Label,Result,Signal,Flashes/Time,Meastime,MeasInfo,,,,,,,,,,,,,,,,,,
32,1,Jez US LUM 384 (cps),0,252,0.25,00:00:00,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),,,,,,,,,,,,,,,,,,
33,,,,,,,,,,,,,,,,,,,,,,,,,
34,Results for Jez US LUM 384 (cps)(1) - channel 0 (CPS),,,,,,,,,,,,,,,,,,,,,,,,
35,,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
36,A,-0.3378971881686401,-0.16568762269163625,-0.24634273563656206,-0.224786264008639,-0.3366861504367343,-0.2303570375754056,-0.290424509077933,-0.18191552829917387,-0.38585428235210956,-0.24077196206979545,-0.2184888678027288,-0.12330130207493348,-0.17779800001069418,-0.1916038301544202,-0.28921347134602715,-0.2686258299036287,-0.2632972638832432,-0.35267184849789074,-0.34007705608607053,-0.2226063960912085,-0.3572737918791328,-0.14534218879561886,3.5306417426312278,3.1869492343163626
37,B,-0.2226063960912085,-0.0717110946957467,-0.2262395092869259,-0.26426609406876783,-0.20104992446328543,-0.27807192421249394,-0.3371705655294966,-0.33692835798311543,-0.3374127730758778,-0.19015058487613326,-0.1782824151034565,-0.2821894525009736,-0.13298960393017978,-0.32699784858148795,-0.39626920684649936,-0.38440103707382256,-0.2318102828536926,-0.27928296194439967,-0.32336473538577054,-0.238592094152365,-0.22333301873035197,-0.26014856578028817,3.2775348566629163,3.2528296869320377
38,C,-0.24246741489446352,-0.2732277732848707,-0.2771030940269692,-0.35800041451827624,-0.30350371658251557,-0.3388660183541647,-0.22914599984349981,-0.3231225278393894,-0.4108016596293689,-0.28606477324307217,-0.3088322826029011,-0.34443679192093135,-0.29672190528384307,-0.2955108675519373,-0.21364471687510567,-0.2579686978628577,-0.3531562635906531,-0.44785941422568615,-0.34104588627159516,-0.36114911262123134,-0.37374390503305155,-0.3761659804968632,3.0442889894978604,3.0932149138668543
39,D,-0.11700390586902332,-0.31561409390157347,-0.26983686763553444,-0.19596356598928102,-0.5016294895223034,-0.32409135802491407,-0.2976907354693678,-0.310285527881188,-0.31488747126243,-0.32263811274662707,-0.35848482961103856,-0.32336473538577054,-0.35339847113703426,-0.32651343348872564,-0.33184199950911114,-0.3434679617354068,-0.2926043769953634,-0.33983484853968937,-0.41370815018594276,-0.3679309239199038,-0.2787985468516374,-0.30834786751013876,3.248954366189939,3.0430779517659543
40,E,-0.2664459619861983,-0.3378971881686401,2.6368958964847518,-0.2531245469352345,3.183316121120645,-0.19644798108204342,-0.4047464709698399,-0.36744650882714147,-0.30035501847956053,-0.22187977345206505,-0.28872905625326484,-0.1344428492084668,-0.3388660183541647,-0.21485575460701142,-0.3613913201676125,-0.18215773584555503,-0.3131920184377619,-0.3623601503531371,-0.38924518800144575,-0.11821494360092909,-0.2896978864387895,-0.37907247105343705,3.0438045744050983,3.0847376497435137
41,F,-0.14485777370285655,-0.20613628293728975,-0.16665645287716088,-0.2877602260677402,-0.24270962244084468,-0.3543673013225589,-0.3429835466426444,-0.3749549427649574,-0.5154353196660294,-0.39094064082611385,-0.3250601882104387,-0.43042047088624275,-0.37229065975476466,-0.400386735134979,-0.45996979154474416,-0.2618440186049562,-0.3170673391798604,-0.3933627162899254,-0.34007705608607053,-0.3451634145600749,-0.31294981089138074,-0.19402590561823183,2.8570625561452245,3.1360856495763194
42,G,-0.23350573567836067,-0.20129213200966659,-0.2783141317588751,-0.22987262248264329,-0.34492120701369366,-0.2276927545652129,-0.30519916940718367,-0.26426609406876783,-0.31125435806671264,-0.2562732450381896,-0.1957213584428999,-0.372775074847527,-0.34443679192093135,-0.27492322610953884,-0.1523662076406725,-0.34758549002388645,-0.2686258299036287,-0.28509594305754743,-0.24488949035827515,-0.24295182998722592,-0.37834584841429364,-0.2262395092869259,2.790455480890406,2.8740170843919057
43,H,-0.1920882452471825,-0.3008394335723228,-0.2763764713878258,-0.3645400182705676,-0.33547511270482855,-0.28000958458354314,0.2787632249177901,-0.15042854726962326,-0.21534016969977374,-0.30592579204632714,-0.4270295652369065,-0.37907247105343705,-0.28097841476906776,-0.2834004902328794,-0.43090488597900506,-0.4059575087017457,-0.49145677257429476,-0.3710796220228588,-0.30471475431442135,-0.28364269777926054,-0.3412880938179763,-0.33765498062225896,2.973806593500943,2.957820895439787
44,I,-0.17997786792812456,-0.1681096981554478,-0.23277911303921722,-0.3577582069718951,-0.4086217917119384,-0.30834786751013876,-0.29890177320127354,-0.38730752763039644,-0.2531245469352345,-0.28364269777926054,-0.3005972260259417,-0.38270558424915446,-0.24634273563656206,-0.33159979196273,-0.3635711880850429,-0.21364471687510567,-0.2814628298618301,-0.23665443378131576,-0.3022926788506098,-0.3877919427231588,-0.25142909411056646,-0.24319403753360708,2.9999650085101086,2.9345689709871956
45,J,-0.17658696227878834,-0.27492322610953884,-0.3577582069718951,-0.2763764713878258,-0.29187775435621993,-0.27104790536744033,-0.3829477917955356,-0.34637445229198066,-0.40813737661917615,-0.2991439807476547,-0.2972063203766054,-0.3136764335305242,-0.3672043012807603,-0.4374444897312963,-0.5280301120778497,-0.32578681084958216,-0.3008394335723228,-0.3582426220646574,-0.3461322447455995,-0.27346998083125185,-0.3977224521247863,-0.3742283201258139,3.137538894854606,3.0464688574152907
46,K,-0.37737701822876896,-0.23205249040007375,-0.3049569618608025,-0.26208622615133736,-0.711623432234768,-0.2984173581085112,-0.18409539621660426,-0.3749549427649574,-0.35582054660084583,-0.3618757352603748,-0.21582458479253613,-0.38052571633172405,-0.36914196165180957,5.90984647073335,-0.25142909411056646,-0.2826738675937359,-0.1930570754327072,-0.37083741447647767,-0.3788302635070559,-0.3739861125794327,-0.28461152796478517,-0.48564379146114695,3.3104750829707537,2.986643593459144
47,L,-0.2574842827700954,-0.3781036408679125,-0.2940576222736504,-0.21049601877215057,-0.20758952821557666,-0.24028754697703314,-0.3781036408679125,-0.365266640909711,-0.36623547109523563,-0.40087115022774134,-0.3555783390544647,-0.36018028243570666,-0.29623749019108075,-0.33353745233377924,-0.27589205629506347,-0.3531562635906531,-0.39457375402183126,-0.3180361693653851,-0.3623601503531371,-0.24973364128589828,-0.3223959052002459,-0.4192789237527094,3.0006916311492517,2.8943625182879233
48,M,-0.21073822631853173,-0.366719886187998,-0.3824633767027733,-0.1511551699087667,-0.40305101814517175,-0.2160667923389173,-0.2216375659056839,-0.3381393957150213,-0.30980111278842565,-0.3139186410769054,-0.4154036030106109,-0.4086217917119384,-0.36914196165180957,-0.447617206679305,-0.3366861504367343,-0.32360694293215175,-0.3378971881686401,-0.4175834709280414,-0.34395237682816904,-0.3325686221482546,-0.3417725089107386,-0.3022926788506098,2.839139197713019,2.9159189899158466
49,N,-0.43163150861814853,-0.35848482961103856,-0.351460810765985,-0.44519513121549337,-0.36768871637352263,-0.25699986767733307,-0.3604224899820878,-0.36018028243570666,-0.2475537733684679,-0.34492120701369366,-0.3853698672593472,-0.401839980413266,-0.3848854521665849,-0.28243166004735476,-0.3824633767027733,-0.284369320418404,-0.3330530372410169,-0.3005972260259417,-0.3081056599637576,-0.41467698037146733,-0.32966213159168073,-0.20104992446328543,3.1540090080085252,3.053492876260344
50,O,-0.32360694293215175,-0.15793698120743918,-0.372775074847527,-0.15599932083638987,-0.33547511270482855,-0.7099279794101,-0.2763764713878258,-0.4144347728250863,-0.44785941422568615,-0.27855633930525625,-0.3027770939433721,-0.38004130123896174,-0.3337796598801604,-0.16568762269163625,-0.3081056599637576,-0.45706330098817016,-0.32966213159168073,-0.2618440186049562,-0.3776192257751501,-0.38391662198106025,-0.2964796977374619,-0.25917973559476354,2.942319612471392,2.8110431223328045
51,P,-0.45657888589540785,-0.3807679238781052,-0.40401984833069643,-0.30762124487099524,-0.2972063203766054,-0.4432574708444441,-0.3127076033449996,-0.45948537645198173,-0.334748490065685,-0.3446789994673125,-0.4224276218556644,-0.4074107539800327,-0.2175200376172042,-0.3022926788506098,-0.4168568482888978,-0.43332696144281657,-0.29284658454174456,-0.3446789994673125,-0.36211794280675597,-0.3216692825611025,-0.27928296194439967,-0.21824666025634767,2.742740594253318,2.733052292398071
52,,,,,,,,,,,,,,,,,,,,,,,,,
53,,,,,,,,,,,,,,,,,,,,,,,,,
54,Basic assay information ,,,,,,,,,,,,,,,,,,,,,,,,
55,Assay ID: ,,,,458,,,,,,,,,,,,,,,,,,,,
56,Assay Started: ,,,,2023-02-15 14:59:00,,,,,,,,,,,,,,,,,,,,
57,Assay Finished: ,,,,2023-02-15 15:02:00,,,,,,,,,,,,,,,,,,,,
58,Assay Exported: ,,,,2023-02-15 15:02:00,,,,,,,,,,,,,,,,,,,,
59,Protocol ID: ,,,,100135,,,,,,,,,,,,,,,,,,,,
60,Protocol Name: ,,,,Klein lab BTG,,,,,,,,,,,,,,,,,,,,
61,Serial#: ,,,,1051054,,,,,,,,,,,,,,,,,,,,
62,,,,,,,,,,,,,,,,,,,,,,,,,
63,,,,,,,,,,,,,,,,,,,,,,,,,
64,,,,,,,,,,,,,,,,,,,,,,,,,
65,Protocol information,,,,,,,,,,,,,,,,,,,,,,,,
66,Protocol:,,,,,,,,,,,,,,,,,,,,,,,,
67,Protocol name,,,,Klein lab BTG,,,,,,,,,,,,,,,,,,,,
68,Number of assay repeats,,,,1,,,,,,,,,,,,,,,,,,,,
69,Start assay repeat each,,,,,,,,,,,,,,,,,,,,,,,,
70,Number of plate repeats,,,,1,,,,,,,,,,,,,,,,,,,,
71,Start plate repeat each,,,,,,,,,,,,,,,,,,,,,,,,
72,Is label meas. height used,,,,Yes,,,,,,,,,,,,,,,,,,,,
73,Height of measurement,,,,Defined in label,,,,,,,,,,,,,,,,,,,,
74,Is gripper height used,,,,No,,,,,,,,,,,,,,,,,,,,
75,Mode of measurement,,,,By Rows  bi-directional,,,,,,,,,,,,,,,,,,,,
76,Rotated plate,,,,No,,,,,,,,,,,,,,,,,,,,
77,Soft move,,,,No,,,,,,,,,,,,,,,,,,,,
78,Protocol notes,,,, ,,,,,,,,,,,,,,,,,,,,
79,,,,,,,,,,,,,,,,,,,,,,,,,
80,Plate type:,,,,,,,,,,,,,,,,,,,,,,,,
81,Name of the plate type,,,,384 Nunc Maxisorp 460372,,,,,,,,,,,,,,,,,,,,
82,Number of rows,,,,16,,,,,,,,,,,,,,,,,,,,
83,Number of columns,,,,24,,,,,,,,,,,,,,,,,,,,
84,Number of the wells in the plate,,,,384,,,,,,,,,,,,,,,,,,,,
85,Height of the plate,,,,14.4 mm,,,,,,,,,,,,,,,,,,,,
86,,,,,,,,,,,,,,,,,,,,,,,,,
87,Coordinates of corners:,,,,,,,,,,,,,,,,,,,,,,,,
88,384 Nunc Maxisorp 460372 + Jez US LUM 384 (cps),,,,,,,,,,,,,,,,,,,,,,,,
89,11.88 mm x------------------------------------------------------ x 115.3 mm,,,,,,,,,,,,,,,,,,,,,,,,
90,9.09 mm                                                            9.11 mm,,,,,,,,,,,,,,,,,,,,,,,,
91,,,,,,,,,,,,,,,,,,,,,,,,,
92,11.83 mm x------------------------------------------------------ x 115.43 mm,,,,,,,,,,,,,,,,,,,,,,,,
93,76.51 mm                                                           76.32 mm,,,,,,,,,,,,,,,,,,,,,,,,
94,,,,,,,,,,,,,,,,,,,,,,,,,
95,Platemap:,,,,,,,,,,,,,,,,,,,,,,,,
96,Plate,,,,1,,,,,,,,,,,,,,,,,,,,
97,Group,,,,1,,,,,,,,,,,,,,,,,,,,
98,,,,,,,,,,,,,,,,,,,,,,,,,
99,,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
100,A,ZL,ZL,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,ZH,ZH
101,B,ZL,ZL,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,ZH,ZH
102,C,ZL,ZL,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,ZH,ZH
103,D,ZL,ZL,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,ZH,ZH
104,E,ZL,ZL,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,ZH,ZH
105,F,ZL,ZL,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,ZH,ZH
106,G,ZL,ZL,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,ZH,ZH
107,H,ZL,ZL,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,ZH,ZH
108,I,ZL,ZL,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,ZH,ZH
109,J,ZL,ZL,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,ZH,ZH
110,K,ZL,ZL,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,ZH,ZH
111,L,ZL,ZL,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,ZH,ZH
112,M,ZL,ZL,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,ZH,ZH
113,N,ZL,ZL,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,ZH,ZH
114,O,ZL,ZL,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,ZH,ZH
115,P,ZL,ZL,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,ZH,ZH
116,,,,,,,,,,,,,,,,,,,,,,,,,
117,ZL - Z_Low,,,,,,,,,,,,,,,,,,,,,,,,
118,- - Undefined,,,,,,,,,,,,,,,,,,,,,,,,
119,ZH - Z_High,,,,,,,,,,,,,,,,,,,,,,,,
120,,,,,,,,,,,,,,,,,,,,,,,,,
121,Calculations:,,,,,,,,,,,,,,,,,,,,,,,,
122,Plate,,,,1,,,,,,,,,,,,,,,,,,,,
123,Formula index,,,,Calc 1,,,,,,,,,,,,,,,,,,,,
124,Formula name,,,,Z',,,,,,,,,,,,,,,,,,,,
125,Formula,,,,1 - ((3 * SD(High) + 3 * SD(Low)) / Abs(Avg(High) - Avg(Low))) where Label: Jez US LUM 384 (cps)(1) channel 1  High = Z_High  Low = Z_Low,,,,,,,,,,,,,,,,,,,,
126,,,,,,,,,,,,,,,,,,,,,,,,,
127,Auto export parameters:,,,,,,,,,,,,,,,,,,,,,,,,
128,Export format,,,,Plate2,,,,,,,,,,,,,,,,,,,,
129,Include basic assay information,,,,Yes,,,,,,,,,,,,,,,,,,,,
130,Place assay information at,,,,End of file,,,,,,,,,,,,,,,,,,,,
131,Include basic plate information,,,,Yes,,,,,,,,,,,,,,,,,,,,
132,Place plate information at,,,,Beginning of plate,,,,,,,,,,,,,,,,,,,,
133,Include protocol information,,,,Yes,,,,,,,,,,,,,,,,,,,,
134,Protocol info level,,,,Large,,,,,,,,,,,,,,,,,,,,
135,Include error and warning information,,,,Yes,,,,,,,,,,,,,,,,,,,,
136,Include background information,,,,Yes,,,,,,,,,,,,,,,,,,,,
137,Add plate number to the file name,,,,Yes,,,,,,,,,,,,,,,,,,,,
138,Each plate to separate file,,,,No,,,,,,,,,,,,,,,,,,,,
139,Field separator to use,,,,System,,,,,,,,,,,,,,,,,,,,
140,File name format,,,,<DefaultDataFolder>\<Date>\<ProtocolName>_<AssayID>.csv,,,,,,,,,,,,,,,,,,,,
141,,,,,,,,,,,,,,,,,,,,,,,,,
142,Operations:,,,,,,,,,,,,,,,,,,,,,,,,
143,Plate 1,,,,,,,,,,,,,,,,,,,,,,,,
144,Group 1,,,,,,,,,,,,,,,,,,,,,,,,
145,Measurement,,,,,,,,,,,,,,,,,,,,,,,,
146,Label,,,,Jez US LUM 384 (cps)(1),,,,,,,,,,,,,,,,,,,,
147,,,,,,,,,,,,,,,,,,,,,,,,,
148,Labels:,,,,,,,,,,,,,,,,,,,,,,,,
149,Jez US LUM 384 (cps),,,,7000006,,,,,,,,,,,,,,,,,,,,
150,Measurement height,,,,0 mm,,,,,,,,,,,,,,,,,,,,
151,Measurement time,,,,0.25 s,,,,,,,,,,,,,,,,,,,,
152,CT,,,,0,,,,,,,,,,,,,,,,,,,,
153,Aperture,,,,384 Plate US Luminescence aperture,,,,,,,,,,,,,,,,,,,,
154,Last edited,,,,2022-04-16 20:29:00,,,,,,,,,,,,,,,,,,,,
155,Last edited by,,,,EnVision,,,,,,,,,,,,,,,,,,,,
156,Factory preset,,,,No,,,,,,,,,,,,,,,,,,,,
157,,,,,,,,,,,,,,,,,,,,,,,,,
158,Aperture:,,,,,,,,,,,,,,,,,,,,,,,,
159,384 Plate US Luminescence aperture,,,,9,,,,,,,,,,,,,,,,,,,,
160,Height,,,,4.2 mm,,,,,,,,,,,,,,,,,,,,
161,Diameter,,,,3.7 mm,,,,,,,,,,,,,,,,,,,,
162,Description,,,,Can also be used in 96 plate,,,,,,,,,,,,,,,,,,,,
163,Last edited,,,,2022-03-09 17:22:00,,,,,,,,,,,,,,,,,,,,
164,Last edited by,,,,Installation,,,,,,,,,,,,,,,,,,,,
165,Factory preset,,,,Yes,,,,,,,,,,,,,,,,,,,,
166,,,,,,,,,,,,,,,,,,,,,,,,,
167,Instrument:,,,,,,,,,,,,,,,,,,,,,,,,
168,Serial number,,,,1051054,,,,,,,,,,,,,,,,,,,,
169,Nickname,,,,EnVision#Alpha_680nm,,,,,,,,,,,,,,,,,,,,
170,,,,,,,,,,,,,,,,,,,,,,,,,
171,Normalization:,,,,,,,,,,,,,,,,,,,,,,,,
172,,,,,,,,,,,,,,,,,,,,,,,,,
173,,,,,,,,,,,,,,,,,,,,,,,,,
174,,,,,,,,,,,,,,,,,,,,,,,,,
175,Assay notifications:,,,,,,,,,,,,,,,,,,,,,,,,
176,WARNING: Warning while loading plate. Stacker out of plates. Plate 1 Plate Repeat 1 Well P01,,,,,,,,,,,,,,,,,,,,,,,,
177,,,,,,,,,,,,,,,,,,,,,,,,,
178,,,,,,,,,,,,,,,,,,,,,,,,,
179,,,,,,,,,,,,,,,,,,,,,,,,,
180,Exported with EnVision Workstation version 1.14.3049.1193,,,,,,,,,,,,,,,,,,,,,,,,
