,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
36,A,0.31165348738824256,0.036834278142470964,0.03094996517685968,0.10962540890225472,-0.6379002752476239,0.16236628807551157,0.24169554435264184,-0.018739788754969417,0.48011918821852156,0.3057691744226313,0.2881162355257974,2.8377280891134835e-06,-0.5202140159353982,-0.11637579648066773,0.12052228476449788,0.0854343444880754,0.33170373897477,0.26218167097365874,-0.024406164203335464,-0.018521851237724176,-2.8815670152834847,-0.03029047716894675,1.0236553562272088,1.4274935756819391
37,B,0.35393336573374573,0.223606730421318,-2.8737212646626697,-0.028764914548233128,0.028116777452676146,0.37986793028588445,-0.19156423993014504,0.5106304406328022,-0.3962075686230712,0.19048022780009913,0.039231590832164015,0.33715217690589133,0.7359778334639899,-0.06254522972118672,-0.4136425700026603,-2.9127320802495005,0.39599530656200416,0.3140508000779361,-2.9109885801115416,-2.901835204387257,0.30337186173293773,-2.8216341980411475,1.198005370023099,0.6121893236689081
38,C,0.37921411773414976,0.1492900370408201,0.28223192256018614,0.23602916890427528,0.28768036049130746,0.32494767594017926,-0.05426360406588187,-2.734677128660447,0.15495641248918615,0.23777266904223412,0.38640605580323045,0.27177092173243245,0.1837241647655084,0.6028180104273791,0.255425607939068,0.233413918697337,0.08107559414317772,0.5618457571853449,0.29334673593967403,0.14231603648898417,0.47859362559780744,0.17740397676540715,1.5813574628568121,0.8514847176037673
39,D,0.5496412562196323,0.14275191152347413,0.2576049831115168,0.24104173180090713,0.378996180216905,0.3397674271128296,-2.4293466670003947,0.4605048116664836,0.24387491952509016,0.28484717276712446,-0.62068321138528,0.411250932769145,0.026373277314717284,0.271335046697943,-0.14318211110178586,0.4465568105628127,0.728567957877665,0.8111662769134678,0.019835151797371296,0.3005386740087547,0.0736657185568523,0.40776393249322673,0.8272936531895875,0.9911826661577241
40,E,0.445467122976588,0.25063098255968086,0.354151303250991,-0.07082685537649157,0.3545871782854804,0.2530282952493744,-0.13555429799821572,0.4400186850454667,0.6647122653249198,0.39316211883782115,-0.17805211386096362,0.337805989457626,0.261527858421924,0.3306140513885458,0.4694402498735232,0.2562973580080474,0.7067742061531788,0.6756091411871629,0.06080740503940557,-0.05775060434179959,1.1895058068505495,0.471619625045972,1.648264280650985,0.722029832360319
41,F,0.6557768271178808,0.30162836159497886,0.2342856687663164,0.3975208691827183,-2.50802211072579,0.274604109456616,-2.847786700110531,0.3330113640782389,-1.7495995507136681,0.3179736753883433,0.23101660600764343,0.3990464318034324,0.8355752788448924,0.27765523469804376,0.6751732661526735,0.5609740071163655,0.7477464593952124,0.7821805871199008,0.35153605304405217,0.45244112352842397,0.7196325196706255,0.018309589176657672,1.625816716374764,0.8575869680866234
42,G,0.6581741398075743,0.3861881182859857,0.21924798007642085,0.5162968160811687,-2.9016172668700118,0.08935721979848257,0.48186268835648044,-0.14841261151566246,0.30664092449161073,0.4027513695965949,0.1765322266964277,0.4389289974592426,0.6217785744276819,0.4432877478041397,0.6913006424287932,0.6982746429806286,-2.870016326869507,0.02266833952155483,-0.0056635377202774425,-1.9997918205107703,0.3585100535958881,-0.32842900075991877,1.3775858842328659,1.016899293192618
43,H,0.5703453203578944,0.36156117883731587,0.27438617193937126,0.09371597014337973,0.620470949324213,-0.44393588489969615,-0.20769161620626528,0.49406718932219246,0.6801858290493054,-0.06755779261781857,0.28768036049130746,-2.697409813211576,0.7967824007753068,-0.12988792254984916,0.3534974906992563,0.5465901309782045,0.3482669902853797,0.6923903300150174,0.19069816531734385,0.1087536588332753,0.3807396803548639,0.5278475044951461,1.289321189748696,0.671468328359511
44,I,0.5101945655983122,0.3689710544236413,0.43827518490750783,0.4892725639428058,-2.8617347012142025,-2.5134705486569118,0.429993559252203,0.8667403438109076,-2.8846181405249127,0.3595997411821123,0.44808237318352634,1.2490027490583966,0.1399187237992906,0.5853830090477901,0.40863568256220617,0.19723629083468983,-0.20878130379248944,-2.882656702869709,0.32211448821599575,0.05012846669440716,-0.6557711516617027,-0.34608193965675266,1.0654993595382225,0.7956927131890827
45,J,0.5073613778741292,0.5500771312541223,0.3574203660096635,-2.8617347012142025,-2.62766980769322,0.7287858953949097,-0.8124682265607589,0.38597018076874046,0.33933155207834015,-2.6634115605213773,0.025283589728493122,0.43304468449363126,0.39032893111363814,-0.024842039237825433,-2.8573759508693053,-2.876336514869608,-2.826864698455024,-1.8699010602328323,-0.5936589592469166,0.11812497207480431,0.5073613778741292,0.064948217867058,0.7035051433945058,0.6928262050495073
46,K,0.6936979551184868,0.401443744493126,0.23406773124907168,-2.7381641289363654,-0.07300623054893988,-0.3565429404845063,0.4313011843556719,0.4655173745631154,-0.24452305662064663,0.366791679251193,-0.22207549234442617,0.429993559252203,0.515207128494944,0.9050973468460036,-0.29312312296625104,0.4452491854593433,0.52218112904678,0.4166993707002663,0.005233338141965699,-0.016124538548030615,0.36766342932017243,0.33475486421619777,0.6335472003589044,0.7263885827052161
47,L,0.6570844522213496,0.4417621851834256,0.15364878738571727,0.8105124643617331,-0.0551353541348613,0.5407058180125933,0.3168839878021192,0.6089202609102352,0.48011918821852156,0.5073613778741292,0.36395849152700943,-2.9391025198361285,0.8802524698800891,-0.15386104944678428,-1.1685781297388644,0.3511001780095627,0.5978054475307473,0.3046794868364071,-2.845389387420837,0.038359840763184584,0.10766397124705114,0.15408466242020671,1.109086862987195,0.9624149138814023
48,M,0.47488868780464444,0.5289371920813707,0.04773115400471411,0.5256681293226977,0.18721116504142613,0.08761371966052371,-2.45288391886284,-0.9820236149772621,0.2663224838013111,-0.7686627855945416,0.08913928228123784,0.3375880519403813,0.11965053469551844,-0.17107811330912817,-2.4262955417589667,0.31274317497446674,0.48578556366688763,-1.0086119920811352,-0.0034841625478286104,0.25891260821498574,0.35872799111313286,0.1048307835228681,1.3329086931976686,0.639213575807271
49,N,0.5304627547020848,0.49472100187392715,0.5614098821508549,0.3613432413200712,0.2881162355257974,0.24038791924917244,0.6666737029801239,0.5082331279431086,0.467914687252809,0.2654507337323317,-0.14841261151566246,0.19069816531734385,0.4461209355283227,-0.539174579935701,0.46747881221831955,-2.914039705352969,0.2613099209046793,-2.906629829766644,-0.45374307317571516,-2.9133858928012346,0.2691556715254942,-0.42127038310623044,1.536244396787126,1.1476618035395358
50,O,0.515207128494944,0.40296930711384016,0.47336312518393087,0.2294910433869293,0.271335046697943,0.0636405927635891,0.3807396803548639,0.3595997411821123,-0.015034850961806453,0.23864441911121356,0.17086585124806117,-0.026585539375784294,0.33933155207834015,-0.13228523523954272,0.25498973290457805,-0.12966998503260443,0.3436903024232373,-0.040533540479455704,-2.757560567971158,-0.23929255620677004,0.2434390444906007,-0.09153091951475317,0.7322728956708274,1.1132276758148474
51,P,0.5779731334614646,0.7507975846366407,0.5149891909776994,-2.876336514869608,0.2569511705597821,0.5753578832545263,-2.8994378916975636,-0.3881438804850116,0.029860277590635007,-0.5398283924874356,-0.29966124848359704,-2.9216675184565393,0.32276830076773044,-0.21815261703401845,0.20922285428315715,-2.8639140763866506,0.21968385511091032,0.04925671662542773,-0.17761623882647415,-0.39272056834715346,-0.35610706545001636,-0.19374361510259389,0.5616278196681002,0.6224323869794166
52,,,,,,,,,,,,,,,,,,,,,,,,,
53,Plate information ,,,,,,,,,,,,,,,,,,,,,,,,
54,Plate,Repeat,Barcode,Measured height,Chamber temperature at start,Chamber temperature at end,Humidity at start,Humidity at end,Ambient temperature at start,Ambient temperature at end,Formula,Measurement date,,,,,,,,,,,,,
55,2,1,5036,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Calc 1: Z' = 1 - ((3 * SD(High) + 3 * SD(Low)) / Abs(Avg(High) - Avg(Low))) where Label: Jez US LUM 384 (cps)(1) channel 1  High = Z_High  Low = Z_Low,3/7/23 17:32,,,,,,,,,,,,,
56,,,,,,,,,,,,,,,,,,,,,,,,,
57,Background information,,,,,,,,,,,,,,,,,,,,,,,,
58,Plate,Label,Result,Signal,Flashes/Time,Meastime,MeasInfo,,,,,,,,,,,,,,,,,,
59,2,Jez US LUM 384 (cps),0,376,0.1,00:00.0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),,,,,,,,,,,,,,,,,,
60,,,,,,,,,,,,,,,,,,,,,,,,,
61,Calculated results: Calc 1: Z' = 1 - ((3 * SD(High) + 3 * SD(Low)) / Abs(Avg(High) - Avg(Low))) where Label: Jez US LUM 384 (cps)(1) channel 1  High = Z_High  Low = Z_Low,,,,,,,,,,,,,,,,,,,,,,,,
62,,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
63,A,-12.45912758,-12.45912758,,,,,,,,,,,,,,,,,,,,,-12.45912758,-12.45912758
64,B,-12.45912758,-12.45912758,,,,,,,,,,,,,,,,,,,,,-12.45912758,-12.45912758
65,C,-12.45912758,-12.45912758,,,,,,,,,,,,,,,,,,,,,-12.45912758,-12.45912758
66,D,-12.45912758,-12.45912758,,,,,,,,,,,,,,,,,,,,,-12.45912758,-12.45912758
67,E,-12.45912758,-12.45912758,,,,,,,,,,,,,,,,,,,,,-12.45912758,-12.45912758
68,F,-12.45912758,-12.45912758,,,,,,,,,,,,,,,,,,,,,-12.45912758,-12.45912758
69,G,-12.45912758,-12.45912758,,,,,,,,,,,,,,,,,,,,,-12.45912758,-12.45912758
70,H,-12.45912758,-12.45912758,,,,,,,,,,,,,,,,,,,,,-12.45912758,-12.45912758
71,I,-12.45912758,-12.45912758,,,,,,,,,,,,,,,,,,,,,-12.45912758,-12.45912758
72,J,-12.45912758,-12.45912758,,,,,,,,,,,,,,,,,,,,,-12.45912758,-12.45912758
73,K,-12.45912758,-12.45912758,,,,,,,,,,,,,,,,,,,,,-12.45912758,-12.45912758
74,L,-12.45912758,-12.45912758,,,,,,,,,,,,,,,,,,,,,-12.45912758,-12.45912758
75,M,-12.45912758,-12.45912758,,,,,,,,,,,,,,,,,,,,,-12.45912758,-12.45912758
76,N,-12.45912758,-12.45912758,,,,,,,,,,,,,,,,,,,,,-12.45912758,-12.45912758
77,O,-12.45912758,-12.45912758,,,,,,,,,,,,,,,,,,,,,-12.45912758,-12.45912758
78,P,-12.45912758,-12.45912758,,,,,,,,,,,,,,,,,,,,,-12.45912758,-12.45912758
79,,,,,,,,,,,,,,,,,,,,,,,,,
80,Plate information ,,,,,,,,,,,,,,,,,,,,,,,,
81,Plate,Repeat,Barcode,Measured height,Chamber temperature at start,Chamber temperature at end,Humidity at start,Humidity at end,Ambient temperature at start,Ambient temperature at end,Group,Label,ScanX,ScanY,Measinfo,Kinetics,Measurement date,,,,,,,,
82,2,1,5036,14.01,17.82,17.82,34,34.1,18.31,18.31,1,Jez US LUM 384 (cps)(1),0,0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0,3/7/23 17:32,,,,,,,,
83,,,,,,,,,,,,,,,,,,,,,,,,,
84,Background information,,,,,,,,,,,,,,,,,,,,,,,,
85,Plate,Label,Result,Signal,Flashes/Time,Meastime,MeasInfo,,,,,,,,,,,,,,,,,,
86,2,Jez US LUM 384 (cps),0,376,0.1,00:00.0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),,,,,,,,,,,,,,,,,,
87,,,,,,,,,,,,,,,,,,,,,,,,,
88,Results for Jez US LUM 384 (cps)(1) - channel 0 (CPS),,,,,,,,,,,,,,,,,,,,,,,,
89,,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
90,A,0.6843970450358393,0.5432656707445692,-0.4605070625708736,0.36772144080419555,0.42726728091612853,0.31977543967510635,0.38492786862874756,0.496479653513765,-0.26002317881738457,0.3396884965956555,0.19488383995981817,0.4255273050687019,-2.3284678001082018,0.4812065321863536,0.529925855914299,0.15795768586443107,0.7514827804866212,-0.03498630255020908,-1.9723527433348877,0.37178138444819087,0.6602307138215809,0.20474370309523574,1.0064859074594774,1.0621651345771286
91,B,0.7323430461649282,0.5020862423554728,0.3938210785155946,0.45820018487037933,-2.320347912820211,0.31552216538139705,-2.3130013481310763,0.573038590800536,0.5948849542182257,0.31281553628539993,0.1598909923615721,0.32035543162424884,-0.9132874442012214,0.1960438238581027,0.39942766735730245,0.054912449566832625,0.6698972463072841,-0.18365757218032763,-0.4951132488696916,-1.2361496292237155,-2.330594437255056,-2.3317544211533408,0.8346149598636705,0.7864756280848673
92,C,0.7509027885374787,0.6557841088781572,0.013539690528022197,0.5411390335977146,0.5399790496994304,0.50575952470004,0.6470842296410242,0.44969363628296033,-0.08795890057186366,0.5600854372696932,0.44099375704582733,0.4392537811984007,-2.3251811790630628,-2.1187040451684376,-2.33600769544705,-0.3895547141258105,0.4587801768195214,-2.3447075746841834,0.45723353162180924,0.44292706354296796,-2.3566940749664558,-2.3507008248253194,-2.0127588491251283,0.9817395842960764
93,D,0.8241751047791109,0.5693653084559687,0.44814699108524775,0.6366443745564646,0.2722160998454456,0.31880878642653626,-0.3651950522618376,0.7050834245552445,0.22813671171063807,0.6030048415062167,0.39846101410873236,0.48139986283606767,0.4332605310572644,-2.2540354999682854,0.7176499167866592,0.5322458237108676,0.3209354235733909,0.2283300423603521,-1.9290466777989368,0.37178138444819087,-2.1299172228518533,-2.3673272607007294,-1.500819288682275,1.1628904030781584
94,E,0.7209365378317985,0.7808690392431594,0.670090576956998,0.43094056326069574,0.5968182607153664,0.6836237224369832,0.6507575119855914,0.5156193878354577,0.3887944816230288,-2.4622526097103368,0.38492786862874756,0.48468648388120683,0.4220473533738487,-2.3476075344298946,0.5975915833142228,0.35747491636934997,0.5096261376943217,0.40696756269615136,0.47038001580236555,0.3667547875556251,-0.03711293969706372,0.5102061296434638,1.2319094450260808,1.060231828079988
95,F,0.575745219896533,0.6760838270981344,0.3974943608601618,0.5531255338799869,0.9415268091555502,0.31281553628539993,0.5807718167890988,0.4808198708869252,-0.40888777909721713,0.6010715350090761,0.321902076821961,0.04698589292855611,-0.47481353064971443,0.6267845114210471,0.5538988564788433,0.5044062101520416,0.513879411988031,0.6256245275227625,0.3157154960311111,0.5007329278074742,0.521612637976594,0.2805293177831506,1.2421559694609265,1.085558143192531
96,G,0.4986062906606197,0.7462628529443414,0.20938363868837348,0.1736174684912709,-1.5924580166467435,-2.3356210341476222,0.5693653084559687,-2.3806670755310004,-1.1302044331804062,-0.11367187698383466,0.49338636311833983,-2.349347510277321,-2.334654380899052,0.6030048415062167,-0.010819971335950244,0.4870064516777755,0.6582974073244403,0.2557829946197497,0.5511922273828462,0.4537535799269556,-2.110777488530161,0.38222123953275045,0.9801929390983639,0.9751663422057981
97,H,0.5185193475811688,0.7362096591592098,0.6813037546404141,-2.340840961689902,0.7470361755431975,0.15873100846328755,0.50575952470004,-2.349540840927035,0.28961585831971165,0.6482442135393087,-1.7598823592991268,-2.3710005430452967,-1.924793403505227,0.4620667978646606,0.609578083596495,0.3791279491373253,0.5272192268183018,0.6320044389633268,0.8622612427727822,0.13398468529988666,0.04737255422798415,0.244763147586048,0.9046006550601631,0.7480028287917679
98,I,0.5092394763948933,0.6407043182004598,0.5929516477210851,0.49261304051948335,0.37371469094533144,0.3294419721608099,0.24669645408318863,0.5332124769594377,0.32538202851681464,0.2944491245625634,-0.3578484875727032,0.5073061698977527,-2.3590140427630244,-0.7008170601654602,0.10169846679763729,0.21750352597636444,0.2797559951842945,0.6894236419284051,-2.1179307225695814,-0.1492447165312232,0.3826079008321785,0.2834292775288617,1.1466506285021765,0.8620679121230681
99,J,0.496286322864051,0.6217579145284813,0.6675772785107154,0.4914530566211992,-2.325761171012205,-2.298888210701949,-2.309521396436223,-2.357660728215026,-2.3139680013796466,-2.3218945580179233,-2.3137746707299325,-2.315127985277931,-2.3014015091482323,0.11387829772962352,-1.8841939670652728,-0.6172982194889829,-1.477812941366301,0.4850731451806349,0.12393149151475509,-0.007340019641097038,-0.37718155254410984,0.4638067737120872,0.9697530840138043,0.9481000512458285
100,K,0.5622120744165483,0.6173113095850575,-1.9000470803418261,-0.3073891879973313,-0.9326205091726283,0.08874531326679458,0.5223859605754501,0.4614868059155185,0.5007329278074742,-2.3418076149384723,0.3143621814831125,0.42649395831727205,-2.3294344533567717,0.49957294390919016,0.7717824987065983,0.5832851152353815,0.7760357730003077,0.45085362018124486,0.4634201124126591,0.2867158985740009,0.3507083436293576,0.3673347795047671,1.034132190368589,1.0055192542109068
101,L,0.4937730244177679,0.6236912210256219,0.29232248741570876,-2.337941001944191,0.9740063583075136,0.3398818272453695,0.3704280699001923,0.6047448173536433,0.4647734269606577,0.5196793314794529,-1.8807140153704194,0.47308664489836266,-0.2406901138459775,0.5252859203211612,0.08081875662851806,0.08855198261708055,0.22813671171063807,0.5339857995582942,0.4425404022435399,0.37564799744247207,0.3429751176407947,0.38937447357217086,1.1526438786433129,0.8767610415013374
102,M,0.60126486565879,0.5656920261114015,0.6037781641050727,0.6629373429175777,0.3236420526693876,0.35399496467449637,0.5950782848679397,0.6035848334553587,0.357861577668778,0.5078861618468952,0.5100127989937497,0.5322458237108676,0.22523675196492693,0.42243401467327674,0.4721199916497922,0.35206165817735574,-2.324214525814492,-2.3543741071698867,0.3064356248448356,0.19082389631582292,-0.41952096483149076,-0.6269647519746863,1.0658384169216963,0.7742957971528811
103,N,0.4783065724406425,0.6420576327484584,0.6173113095850575,0.6256245275227625,0.006386456488601764,-0.03595295579877918,-0.4355674087577587,0.43693381340183207,0.3976876915098759,0.4038742723007262,-1.992459130905151,0.3824145701824645,0.28613590662485844,0.06167902230682502,0.28884253572085555,0.304502318347695,-2.3333010663510536,0.17864406538383668,0.2250434213152129,0.10807837823820164,0.2683494868511644,0.21963016312321906,0.9183271311898619,0.9254803652292827
104,O,0.24688978473290266,0.4268806196167005,0.23741658289691314,0.4769532578926439,0.5886983734273754,0.685943690233552,0.2799493258340085,-2.3584340508138824,0.41141416763957467,0.3990410060578744,0.20861031608951697,-2.275688532736261,0.40368094165101215,0.4750199513955033,0.3646281504087704,-2.35166747807389,0.278982672585438,0.21769685662607843,0.30759560874312014,-0.2598298481676705,0.15447773416957786,-2.3673272607007294,0.694836900120399,0.7052767552049586
105,P,0.5258659122703032,0.4377071360006881,0.4456336926389651,-2.1705166592918075,0.6260111888221905,-0.6996570762671759,-1.1166712877004215,0.11078500733419876,0.09976516030049666,0.5388190658011459,0.3758413280921861,0.12973141100617738,0.5156193878354577,0.573618582749678,0.45936016876866387,0.05800573996225779,0.35457495662363886,0.2412831958911948,0.03248609420000081,-0.16625781370606119,-0.2836095180825009,-0.10961193333983939,0.582125131337097,0.5765185424953891
106,,,,,,,,,,,,,,,,,,,,,,,,,
107,Plate information ,,,,,,,,,,,,,,,,,,,,,,,,
108,Plate,Repeat,Barcode,Measured height,Chamber temperature at start,Chamber temperature at end,Humidity at start,Humidity at end,Ambient temperature at start,Ambient temperature at end,Formula,Measurement date,,,,,,,,,,,,,
109,3,1,5037,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Calc 1: Z' = 1 - ((3 * SD(High) + 3 * SD(Low)) / Abs(Avg(High) - Avg(Low))) where Label: Jez US LUM 384 (cps)(1) channel 1  High = Z_High  Low = Z_Low,3/7/23 17:34,,,,,,,,,,,,,
110,,,,,,,,,,,,,,,,,,,,,,,,,
111,Background information,,,,,,,,,,,,,,,,,,,,,,,,
112,Plate,Label,Result,Signal,Flashes/Time,Meastime,MeasInfo,,,,,,,,,,,,,,,,,,
113,3,Jez US LUM 384 (cps),0,356,0.1,00:00.0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),,,,,,,,,,,,,,,,,,
114,,,,,,,,,,,,,,,,,,,,,,,,,
115,Calculated results: Calc 1: Z' = 1 - ((3 * SD(High) + 3 * SD(Low)) / Abs(Avg(High) - Avg(Low))) where Label: Jez US LUM 384 (cps)(1) channel 1  High = Z_High  Low = Z_Low,,,,,,,,,,,,,,,,,,,,,,,,
116,,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
117,A,-3.714991288,-3.714991288,,,,,,,,,,,,,,,,,,,,,-3.714991288,-3.714991288
118,B,-3.714991288,-3.714991288,,,,,,,,,,,,,,,,,,,,,-3.714991288,-3.714991288
119,C,-3.714991288,-3.714991288,,,,,,,,,,,,,,,,,,,,,-3.714991288,-3.714991288
120,D,-3.714991288,-3.714991288,,,,,,,,,,,,,,,,,,,,,-3.714991288,-3.714991288
121,E,-3.714991288,-3.714991288,,,,,,,,,,,,,,,,,,,,,-3.714991288,-3.714991288
122,F,-3.714991288,-3.714991288,,,,,,,,,,,,,,,,,,,,,-3.714991288,-3.714991288
123,G,-3.714991288,-3.714991288,,,,,,,,,,,,,,,,,,,,,-3.714991288,-3.714991288
124,H,-3.714991288,-3.714991288,,,,,,,,,,,,,,,,,,,,,-3.714991288,-3.714991288
125,I,-3.714991288,-3.714991288,,,,,,,,,,,,,,,,,,,,,-3.714991288,-3.714991288
126,J,-3.714991288,-3.714991288,,,,,,,,,,,,,,,,,,,,,-3.714991288,-3.714991288
127,K,-3.714991288,-3.714991288,,,,,,,,,,,,,,,,,,,,,-3.714991288,-3.714991288
128,L,-3.714991288,-3.714991288,,,,,,,,,,,,,,,,,,,,,-3.714991288,-3.714991288
129,M,-3.714991288,-3.714991288,,,,,,,,,,,,,,,,,,,,,-3.714991288,-3.714991288
130,N,-3.714991288,-3.714991288,,,,,,,,,,,,,,,,,,,,,-3.714991288,-3.714991288
131,O,-3.714991288,-3.714991288,,,,,,,,,,,,,,,,,,,,,-3.714991288,-3.714991288
132,P,-3.714991288,-3.714991288,,,,,,,,,,,,,,,,,,,,,-3.714991288,-3.714991288
133,,,,,,,,,,,,,,,,,,,,,,,,,
134,Plate information ,,,,,,,,,,,,,,,,,,,,,,,,
135,Plate,Repeat,Barcode,Measured height,Chamber temperature at start,Chamber temperature at end,Humidity at start,Humidity at end,Ambient temperature at start,Ambient temperature at end,Group,Label,ScanX,ScanY,Measinfo,Kinetics,Measurement date,,,,,,,,
136,3,1,5037,14.01,17.82,17.92,34.1,34.4,18.31,18.21,1,Jez US LUM 384 (cps)(1),0,0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0,3/7/23 17:34,,,,,,,,
137,,,,,,,,,,,,,,,,,,,,,,,,,
138,Background information,,,,,,,,,,,,,,,,,,,,,,,,
139,Plate,Label,Result,Signal,Flashes/Time,Meastime,MeasInfo,,,,,,,,,,,,,,,,,,
140,3,Jez US LUM 384 (cps),0,356,0.1,00:00.0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),,,,,,,,,,,,,,,,,,
141,,,,,,,,,,,,,,,,,,,,,,,,,
142,Results for Jez US LUM 384 (cps)(1) - channel 0 (CPS),,,,,,,,,,,,,,,,,,,,,,,,
143,,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
144,A,-2.534535192075986,0.06288507300677976,-0.24619354780311872,-0.46871297181914007,0.8041153165196071,0.2858340712004381,0.18166233312343977,0.7633057696440821,0.41706898246857427,0.11250089052386533,0.06116677629623121,0.014557978022605117,0.26349621396330825,0.10219111026057469,0.2405139954597229,0.7862879881476674,0.4576637422552808,0.27208769751605033,0.47312841265021643,-2.5515033720926517,0.743330570383957,0.6855528434917656,0.9780928584626354,0.9329875698107393
