,Unnamed: 0.1,Unnamed: 0,Unnamed: 1,Unnamed,Unnamed: 3,0,Unnamed.1,Unnamed: 6,1,Unnamed.2,Unnamed: 9,2,Unnamed.3,Unnamed: 12,3,Unnamed.4,Unnamed: 15,4,Unnamed.5,Unnamed: 18,5,Unnamed.6,Unnamed: 21,6,Unnamed.7,Unnamed: 24,7,Unnamed.8,Unnamed: 27,8,Unnamed.9,Unnamed: 30,9,Unnamed.10,Unnamed: 33,10,Unnamed.11,Unnamed: 36,11,Unnamed.12,Unnamed: 39,12,Unnamed.13,Unnamed: 42,13,Unnamed.14,Unnamed: 45,14,Unnamed.15,Unnamed: 48,15,Unnamed.16,Unnamed: 51,16,Unnamed.17,Unnamed: 54,17,Unnamed.18,Unnamed: 57,18,Unnamed.19,Unnamed: 60,19,Unnamed.20,Unnamed: 63,20,Unnamed.21,Unnamed: 66,21,Unnamed.22,Unnamed: 69,22,Unnamed.23,Unnamed: 72,23,Unnamed.24,Unnamed: 75,24
10,10,F,0.28572884624725964,-0.2108143369255479,-0.21774284645819172,-0.22467135599083554,-0.24199262982244507,-0.2789446806632122,-0.22698085916838404,-0.23968312664489771,-0.3470750244008769,-0.20504057898167857,-0.09995818440324683,-0.23390936870102774,-0.22351660440206222,-0.19580256627148676,-0.2523853941214113,-0.33437275692436325,-0.17732654085110316,-0.19464781468271236,-0.3643962982324861,-0.18887405673884242,-0.2466116361775414,-0.2558496488877332,-0.5145140047731025,4.873556908446247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,11,G,-0.16116001860826712,-0.23737362346734922,-0.22467135599083554,-0.2339093687010273,-0.36093204346616414,-0.2339093687010273,-0.335527508513137,-0.18771930515006868,-0.37709856570899974,-0.23968312664489771,-0.21081433692554855,-0.22236185281328782,-0.2292903623459315,-0.381717572064096,-0.21658809486941782,-0.16693377655213762,-0.35284878234474687,-0.15192200589807583,-0.07917265580531573,-0.20042157262658233,-0.23506412028980145,-0.31012297356010965,-0.5272162722496162,4.224586515555275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,12,H,-0.18887405673884242,-0.24776638776631496,-0.22698085916838348,-0.24776638776631496,-0.2096595853367739,-0.3874913300079655,-0.2373736234673496,-0.3470750244008769,-0.251230642532637,-0.3551582855222943,-0.251230642532637,-0.23506412028980145,-0.23968312664489771,-0.21427859169187038,-0.2627781584203769,-0.25354014571018507,-0.2373736234673496,-0.22698085916838404,-0.19464781468271236,-0.21543334328064412,-0.22351660440206222,-0.2315998655234796,-0.5202877627169724,4.528286183402829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,13,I,-0.22351660440206156,-0.2096595853367739,-0.27548042589689026,-0.14499349636543152,-0.13691023524401372,-0.22005234963573966,-0.21889759804696596,-0.32744424739171957,-0.21081433692554855,-0.22582610757960964,-0.22698085916838404,-0.26046865524282875,-0.22351660440206222,-0.21774284645819225,-0.17501703767355506,-0.19233831150516495,-0.2881826933734042,-0.19926682103780863,-0.14499349636543213,-0.46485968645582165,-0.19580256627148676,-0.10919619711343864,-0.5133592531843288,4.855080883025863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,14,J,-0.18887405673884242,-0.21196908851432184,-0.24430213299999304,-0.2142785916918698,-0.22698085916838348,-0.2304451139347054,-0.26046865524282875,-0.22467135599083593,-0.2200523496357397,-0.2627781584203769,-0.28240893542953427,-0.25354014571018507,-0.1576957638419458,-0.39788409430693156,0.18295595484637614,-0.22698085916838404,-0.2373736234673496,-0.25815915206528134,-0.08032740739408953,-0.5110497500067807,-0.20965958533677415,-0.2881826933734042,-0.5283710238383899,4.434751304712138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,15,K,-0.20388582739290406,-0.22351660440206156,-0.22351660440206156,-0.18887405673884242,-0.2731709227193423,-0.2096595853367739,-0.22236185281328782,-0.4059673554283496,-0.251230642532637,-0.270861419541795,-0.31936098627030146,-0.18425505038374684,-0.21889759804696596,-0.22813561075715774,-0.20157632421535676,-0.2558496488877332,-0.24892113935508953,-0.20735008215922604,-0.27548042589689054,-0.20504057898167857,-0.25007589094386323,-0.16693377655213762,-0.5133592531843288,6.263877821330108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,16,L,-0.20504057898167802,-0.21774284645819172,-0.24892113935508892,-0.22813561075715746,-0.14152924159910962,-0.21312384010309582,-0.3170514830927534,-0.20965958533677415,-0.24199262982244518,-0.22698085916838404,-0.2200523496357397,-0.2477663877663151,-0.18771930515006868,-0.17848129243987687,-0.18656455356129498,-0.22120710122451406,-0.03760159860945229,0.10789710157606791,-0.18540980197252055,-0.20504057898167857,-0.2558496488877332,-0.2292903623459315,-0.5260615206608426,4.326204655367384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,17,M,-0.19695731786026024,-0.22005234963573966,-0.30781347038256146,-0.2385283750561232,-0.22005234963573966,-0.3586225402886162,-0.16808852814091135,-0.21427859169187038,-0.17732654085110316,-0.20273107580413047,-0.20504057898167857,-0.21543334328064412,-0.2304451139347059,-0.30203971243869226,-0.20850483374800044,-0.2315998655234796,-0.24083787823367142,-0.2523853941214113,-0.22467135599083593,-0.23390936870102774,-0.22120710122451406,-0.3332180053355888,-0.5202877627169724,5.612597925261587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,18,N,-0.2142785916918698,-0.21312384010309582,-0.17155278290723286,-0.3008849608499176,-0.2292903623459314,-0.23275461711225331,-0.24892113935508953,-0.20388582739290417,-0.23852837505612332,0.14253964923928697,-0.16924327972968506,-0.22236185281328782,-0.16231477019704138,-0.27778992907443867,-0.17732654085110316,-0.11843420982363044,-0.18079079561742498,-0.4071221070171233,-0.20850483374800044,-0.36901530458758236,-0.20619533057045233,-0.19580256627148676,-0.5237520174832944,4.437060807889686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,19,O,-0.24083787823367114,-0.20273107580413008,-0.11266045187976036,-0.22698085916838348,-0.33437275692436275,-0.23737362346734922,-0.19695731786026047,-0.24083787823367142,-0.23506412028980145,-0.18540980197252055,-0.23621887187857585,-0.2570044004765069,-0.2292903623459315,-0.16693377655213762,-0.21543334328064412,-0.19233831150516495,-0.4429194062691162,-0.19580256627148676,-0.17501703767355506,-0.22236185281328782,-0.19695731786026047,-0.1703980313184595,-0.5272162722496162,4.267312324339912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,20,P,-0.08263691057163712,-0.10688669393589048,-0.11266045187976036,-0.19811206944903417,-0.028363585899260486,-0.2616234068316026,-0.1715527829072332,-0.1553862606643977,-0.16116001860826767,-0.20042157262658233,-0.4048126038395752,-0.1634695217858151,-0.12767222253382224,-0.13806498683278778,-0.16462427337458949,-0.20735008215922604,-0.16231477019704138,-0.19926682103780863,-0.1565410122531714,-0.1703980313184595,-0.1461482479542059,-0.23968312664489771,-0.5225972658945206,5.006353341155253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,23,Serial#,,,,,,1040181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,27,Protocol,information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,28,Protocol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,29,Protocol,name,,,,test,384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,30,Gripper,height,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,31,Rotated,plate,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,32,Soft,move,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,33,Protocol,notes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,35,Plate,type,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,36,Number,of,rows,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,37,Number,of,columns,,,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,39,384,Greiner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,42,Platemap,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,43,Plate,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,44,Group,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,46,,1,2,3,4,5,6,7.0,8.0,9.0,10.0,11.0,12.0,13.0,14.0,15.0,16.0,17.0,18.0,19.0,20.0,21.0,22.0,23.0,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,48,UNK,-,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,50,Calculations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,51,No,calculations.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,53,Export,format,,,,Plate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,54,Include,protocol,information,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,55,Protocol,info,level,,,,Large,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,56,Include,background,information,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,58,Operations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,59,Plate,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,60,Group,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,61,Measurement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,63,Labels,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,64,Measurement,height,,,,0,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,65,Measurement,time,,,,0.1,s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,66,CT,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,67,Last,edited,by,,,,EnVision,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,68,Factory,preset,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,70,Aperture,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,71,Height,,,,4.2,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,72,Diameter,,,,3.7,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,73,Last,edited,by,,,,Installation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,74,Factory,preset,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,76,Instrument,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,77,Serial,number,,,,1040181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,78,Nickname,,,,EnVision,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,80,Normalization,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,84,Assay,notifications,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
