,Unnamed: 0.1,Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Plate,information
11,11,E,-0.2146792348020801,0.0858518298763193,-0.3120680291213228,0.009773058035929344,-0.08283591815721558,-0.13860046296169004,-0.1750465761731858,-0.06730150924739778,-0.16170291723782934,-0.15981090589624897,-0.1960578600191574,-0.2610833024429462,-0.15443361050438903,0.0011096376823770612,-0.20282926903112922,-0.05236457760334211,-0.16658231490822087,-0.08423003177732755,-0.18858939419712953,-0.0987686452442083,-0.19844776908220632,-0.0685960433232159,-0.9202998856672683,1.7230391176091109,,,,,,,,,,,
12,12,F,-0.10484299744612423,-0.10822870195211018,-0.06999015694332775,-0.10563963380047393,-0.12117404271029174,-0.18550242832402475,-0.09538294073822234,-0.36604014212851055,-0.035137316440531266,-0.27801182497287596,-0.7972195689202498,-0.28030215449163115,-0.32302177899363027,-0.12426100858339661,-0.1317294744054244,-0.2310102800662475,-0.15463276959297637,-0.21268764391620598,-0.14138869020191375,-0.20780824624581445,-0.05584986165362179,-0.18619948513408063,-0.9006827154414085,4.19002274794134,,,,,,,,,,,
13,13,G,-0.22722625738308674,-0.09179807714364904,-0.16259913313647278,-0.07238006600637664,-0.10822870195211018,-0.1488571560239415,-0.1237631108619281,-0.005761350873888573,-0.08582330448602674,-0.050970463983230255,-0.14746304240382965,-0.07785694094253043,-0.10404636109177463,-0.12147278134317292,-0.09617957709257205,-0.14865799693535417,-0.25769759793696034,-0.07895231592976121,-0.13362148574700478,-0.04718644130006951,-0.22742541647167422,-0.05475448666639101,-0.9021764086058142,4.185641247992416,,,,,,,,,,,
14,14,H,-0.1035484633703061,-0.16140417860494827,-0.8827583974685419,-0.1543340309600953,-0.10424552018036208,-0.07656240686671231,-0.1257547017478022,-0.32142850628493097,-0.17385162164166132,-0.35219858547168564,-0.04101250955385985,-0.157122258200319,-0.007155464494000423,-0.1626987126807664,-0.1794280761221087,-0.19157678052594068,-0.10583879288906127,-0.1891868714628918,-0.3949182099736847,-0.13043494032960629,-0.10444467926894943,-0.14726388331524232,-0.9080516017191428,3.2280843500641567,,,,,,,,,,,
15,15,I,-0.24853627986193952,-0.06919352058897815,-0.12495806539345249,-0.17096381485714388,-0.6896736610830494,-0.18460621242538142,-0.24375646173584173,-0.09767327025697752,-0.2000410417909055,-0.19018266690582883,-0.10225392929448798,-0.05584986165362179,-0.11290894053391437,-0.11261020190103319,0.004196603555481834,-0.1139047359768513,-0.1019551906616068,-0.13232695167118666,-0.1296383039752567,-0.07745862276535563,-0.12675049719073925,-0.19555996229768888,-0.9127318403009468,3.056309636157517,,,,,,,,,,,
16,16,J,-0.05236457760334211,-0.20362590538547892,-0.04489611178131433,-0.2630748933288203,-0.157122258200319,-0.8869407383288774,-0.07984853182840454,-0.01751173710054563,-0.1281446108108511,-0.20342674629689145,0.008677683048698566,-0.19924440543655592,-0.0709859523862648,-0.20103683723384255,-0.12904082670949443,-0.11977992909017988,-0.21318554163767453,-0.19406626913328331,-0.05754271390661471,-0.18759359875419246,-0.023884827935342738,-0.33238225615723843,-0.8917205564549753,5.289380916943834,,,,,,,,,,,
17,17,K,-0.11858497455865549,-0.16449114447805316,-0.18241546245091986,-0.12675049719073925,-0.1452722924293682,-0.10454425881324315,-0.20392464401836,-0.16498904219952168,-0.11778833820430579,-0.13621055389864112,-0.1341193834684733,-0.034539839174769126,-0.22164980290263936,0.0010100581380833344,-0.1019551906616068,-0.31864027904470726,-0.04220746408538425,-0.10046149749720133,-0.2262304619401497,-0.24266108674861095,-0.17534531480606688,-0.16578567855387127,-0.8850487269872971,5.612914856354079,,,,,,,,,,,
18,18,L,0.002802489935369984,-0.23927538224262498,-0.12266773587469731,-0.2530173593551561,-0.2250355074086253,-0.13790340615163404,-0.09418798620669795,-0.18719528057701768,-0.0685960433232159,-0.17833270113487804,-0.917013760705576,-0.19785029181644406,-0.05794103208378962,-0.12884166762090699,-0.13113199713966214,-0.27930635904869405,-0.22374097333280718,-0.1888881328300107,-0.12675049719073925,-0.1531390764285708,-0.1444756560750185,-0.0048651349752452475,-0.8741945566592834,6.755590127124336,,,,,,,,,,,
19,19,M,-0.06053010023542586,-0.21577460978931076,-0.22244643925698895,-0.1099215542051032,-0.27004546142937963,-0.1726566671101369,-0.17902975794493392,-0.18132008746368908,-0.09966486114285163,-0.18470579196967504,-0.14268322427773186,-0.18829065556424845,-0.2063145530814089,-0.18480537151396878,-0.21408175753631783,-0.4341525504254042,-0.14746304240382965,-0.22473676877574422,-0.20362590538547892,-0.048182236743006555,-0.25241988208939403,-0.05943472524819509,-0.8922184541764437,5.1297549074410265,,,,,,,,,,,
20,20,N,-0.07835483866399896,-0.20024020087949296,-0.1487575764796479,-0.3028071315020083,-0.1139047359768513,-0.20701160989146486,-0.15064958782122828,-0.6805123430080285,-0.8151438868931167,-0.4048761644030552,-0.1802247124764584,-0.23140859824342241,-0.0979720088898587,-0.17783480341340951,-0.011935282620098226,-0.18261462153950733,-0.2250355074086253,-0.1619020763264168,0.022220501072642382,-0.29912268836314126,-0.05963388433678254,-0.059135986615314017,-0.9058608517446812,4.022729113527917,,,,,,,,,,,
21,21,O,-0.16279829222506012,-0.20731034852434593,-0.27751392725140744,-0.23698505272386983,-0.15781931501037497,-0.18480537151396878,-0.07865357729688002,-0.16369450812370345,-0.30669073372946276,-0.21019815530886338,-0.19376753050040213,-0.21567503024501705,-0.08891027035913161,-0.06600697517157965,-0.1721587693886684,-0.040813350465272395,-0.2732320068467781,-0.2178657802194786,-0.20740992806863967,-0.2143804961691989,-0.2639711092274636,-0.3900388123032933,-0.8983923859226535,5.143496884553557,,,,,,,,,,,
22,22,P,-0.16359492857940972,-0.15453319004868263,-0.13710676979728445,-0.22005653019394006,-0.14845883784676672,-0.17803396250199685,-0.19715323500638807,-0.1603088036177175,-0.12416142903910289,-0.20173389404389855,-0.18709570103272394,-0.20462170082841596,-0.10215434975019425,-0.11251062235673946,-0.21368343935914305,-0.1959582804748637,-0.0757657705123626,-0.0725792250949641,-0.09080228170071199,-0.1165933836727814,-0.1706650762242628,-0.845316488814109,-0.8919197155435625,5.379500404529637,,,,,,,,,,,
23,23,Basic,assay,information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,24,Assay,ID,,,,,,2670,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,25,Assay,Started,,,,,,7/7/2023,6,16,56,PM,,,,,,,,,,,,,,,,,,,,,,,,
26,26,Assay,Finished,,,,,,7/7/2023,6,18,43,PM,,,,,,,,,,,,,,,,,,,,,,,,
27,27,Assay,Exported,,,,,,7/7/2023,6,18,43,PM,,,,,,,,,,,,,,,,,,,,,,,,
28,28,Protocol,ID,,,,,,100188,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,29,Protocol,Name,,,,,,test,384,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,30,Serial#,,,,,,"""=""""1040181""""""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,31,Protocol,information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,32,Protocol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,33,Protocol,name,,,,test,384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,34,Number,of,assay,repeats,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,35,Start,assay,repeat,each,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,36,Number,of,plate,repeats,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,37,Start,plate,repeat,each,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,38,Is,label,meas.,height,used,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,39,Height,of,measurement,,,,6.5,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,40,Is,gripper,height,used,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,41,Gripper,height,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,42,Mode,of,measurement,,,,By,Rows,,bi-directional,,,,,,,,,,,,,,,,,,,,,,,,,,
43,43,Rotated,plate,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,44,Soft,move,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,45,Protocol,notes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,46,Plate,type,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,47,Name,of,the,plate,type,,,,384,Greiner,,,,,,,,,,,,,,,,,,,,,,,,,,
48,48,Number,of,rows,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,49,Number,of,columns,,,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,50,Number,of,the,wells,in,the,plate,,,,384,,,,,,,,,,,,,,,,,,,,,,,,,
51,51,Height,of,the,plate,,,,10.12,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,52,Coordinates,of,corners,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,53,384,Greiner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,54,12,mm,x---------------------------------------------------------,x,115.5,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,55,12,mm,x---------------------------------------------------------,x,115.5,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,56,Platemap,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,57,Plate,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,58,Group,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,59,,01,02,03,04,05,06,07,08,09,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,,,,,,,,,,,
60,60,A,UNK1,,,UNK17,,UNK33,,UNK49,,UNK65,,UNK81,,UNK97,,UNK113,UNK129,UNK145,UNK161,UNK177,UNK193,UNK209,UNK225,UNK241,UNK257,UNK273,UNK289,UNK305,UNK321,UNK337,UNK353,UNK369,,,
61,61,B,UNK2,,,UNK18,,UNK34,,UNK50,,UNK66,,UNK82,,UNK98,,UNK114,UNK130,UNK146,UNK162,UNK178,UNK194,UNK210,UNK226,UNK242,UNK258,UNK274,UNK290,UNK306,UNK322,UNK338,UNK354,UNK370,,,
62,62,C,UNK3,,,UNK19,,UNK35,,UNK51,,UNK67,,UNK83,,UNK99,,UNK115,UNK131,UNK147,UNK163,UNK179,UNK195,UNK211,UNK227,UNK243,UNK259,UNK275,UNK291,UNK307,UNK323,UNK339,UNK355,UNK371,,,
63,63,D,UNK4,,,UNK20,,UNK36,,UNK52,,UNK68,,UNK84,,UNK100,UNK116,UNK132,UNK148,UNK164,UNK180,UNK196,UNK212,UNK228,UNK244,UNK260,UNK276,UNK292,UNK308,UNK324,UNK340,UNK356,UNK372,,,,
64,64,E,UNK5,,,UNK21,,UNK37,,UNK53,,UNK69,,UNK85,,UNK101,UNK117,UNK133,UNK149,UNK165,UNK181,UNK197,UNK213,UNK229,UNK245,UNK261,UNK277,UNK293,UNK309,UNK325,UNK341,UNK357,UNK373,,,,
65,65,F,UNK6,,,UNK22,,UNK38,,UNK54,,UNK70,,UNK86,,UNK102,UNK118,UNK134,UNK150,UNK166,UNK182,UNK198,UNK214,UNK230,UNK246,UNK262,UNK278,UNK294,UNK310,UNK326,UNK342,UNK358,UNK374,,,,
66,66,G,UNK7,,,UNK23,,UNK39,,UNK55,,UNK71,,UNK87,,UNK103,UNK119,UNK135,UNK151,UNK167,UNK183,UNK199,UNK215,UNK231,UNK247,UNK263,UNK279,UNK295,UNK311,UNK327,UNK343,UNK359,UNK375,,,,
67,67,H,UNK8,,,UNK24,,UNK40,,UNK56,,UNK72,,UNK88,,UNK104,UNK120,UNK136,UNK152,UNK168,UNK184,UNK200,UNK216,UNK232,UNK248,UNK264,UNK280,UNK296,UNK312,UNK328,UNK344,UNK360,UNK376,,,,
68,68,I,UNK9,,,UNK25,,UNK41,,UNK57,,UNK73,,UNK89,,UNK105,UNK121,UNK137,UNK153,UNK169,UNK185,UNK201,UNK217,UNK233,UNK249,UNK265,UNK281,UNK297,UNK313,UNK329,UNK345,UNK361,UNK377,,,,
69,69,J,UNK10,,UNK26,,UNK42,,UNK58,,UNK74,,UNK90,,UNK106,UNK122,UNK138,UNK154,UNK170,UNK186,UNK202,UNK218,UNK234,UNK250,UNK266,UNK282,UNK298,UNK314,UNK330,UNK346,UNK362,UNK378,,,,,
70,70,K,UNK11,,UNK27,,UNK43,,UNK59,,UNK75,,UNK91,,UNK107,UNK123,UNK139,UNK155,UNK171,UNK187,UNK203,UNK219,UNK235,UNK251,UNK267,UNK283,UNK299,UNK315,UNK331,UNK347,UNK363,UNK379,,,,,
71,71,L,UNK12,,UNK28,,UNK44,,UNK60,,UNK76,,UNK92,,UNK108,UNK124,UNK140,UNK156,UNK172,UNK188,UNK204,UNK220,UNK236,UNK252,UNK268,UNK284,UNK300,UNK316,UNK332,UNK348,UNK364,UNK380,,,,,
72,72,M,UNK13,,UNK29,,UNK45,,UNK61,,UNK77,,UNK93,,UNK109,UNK125,UNK141,UNK157,UNK173,UNK189,UNK205,UNK221,UNK237,UNK253,UNK269,UNK285,UNK301,UNK317,UNK333,UNK349,UNK365,UNK381,,,,,
73,73,N,UNK14,,UNK30,,UNK46,,UNK62,,UNK78,,UNK94,,UNK110,UNK126,UNK142,UNK158,UNK174,UNK190,UNK206,UNK222,UNK238,UNK254,UNK270,UNK286,UNK302,UNK318,UNK334,UNK350,UNK366,UNK382,,,,,
74,74,O,UNK15,,UNK31,,UNK47,,UNK63,,UNK79,,UNK95,,UNK111,UNK127,UNK143,UNK159,UNK175,UNK191,UNK207,UNK223,UNK239,UNK255,UNK271,UNK287,UNK303,UNK319,UNK335,UNK351,UNK367,UNK383,,,,,
75,75,P,UNK16,,UNK32,,UNK48,,UNK64,,UNK80,,UNK96,,UNK112,UNK128,UNK144,UNK160,UNK176,UNK192,UNK208,UNK224,UNK240,UNK256,UNK272,UNK288,UNK304,UNK320,UNK336,UNK352,UNK368,UNK384,,,,,
76,76,UNK,-,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,77,Calculations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,78,No,calculations.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,79,Auto,export,parameters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,80,Export,format,,,,Plate2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,81,Include,basic,assay,information,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,82,Place,assay,information,at,,,,End,of,file,,,,,,,,,,,,,,,,,,,,,,,,,,
83,83,Include,basic,plate,information,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,84,Place,plate,information,at,,,,Beginning,of,plate,,,,,,,,,,,,,,,,,,,,,,,,,,
85,85,Include,protocol,information,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,86,Protocol,info,level,,,,Large,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,87,Include,error,and,warning,information,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,88,Include,background,information,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,89,Add,plate,number,to,the,file,name,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,
90,90,Each,plate,to,separate,file,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,91,Field,separator,to,use,,,,System,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,92,File,name,format,,,,C,\Users\HTSF,User\Desktop\PMM2,Screen\16.csv,,,,,,,,,,,,,,,,,,,,,,,,,,
93,93,Operations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,94,Plate,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,95,Group,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,96,Measurement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,97,Label,,,,Pingping,US,LUM,384,(cps)(1),,,,,,,,,,,,,,,,,,,,,,,,,,,
98,98,Labels,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,99,Pingping,US,LUM,384,(cps),,,,7000023,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,100,Measurement,height,,,,0,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,101,Measurement,time,,,,0.1,s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,102,CT,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,103,Aperture,,,,384,Plate,US,Luminescence,aperture,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,104,Last,edited,,,,5/17/2023,12,23,27,PM,,,,,,,,,,,,,,,,,,,,,,,,,,
105,105,Last,edited,by,,,,EnVision,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,106,Factory,preset,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,107,Aperture,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,108,384,Plate,US,Luminescence,aperture,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,109,Height,,,,4.2,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,110,Diameter,,,,3.7,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,111,Description,,,,Can,also,be,used,in,96,plate,,,,,,,,,,,,,,,,,,,,,,,,,
112,112,Last,edited,,,,1/28/2020,2,54,35,PM,,,,,,,,,,,,,,,,,,,,,,,,,,
113,113,Last,edited,by,,,,Installation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,114,Factory,preset,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,115,Instrument,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,116,Serial,number,,,,1040181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,117,Nickname,,,,EnVision,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,118,Normalization,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,119,Assay,notifications,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,120,WARNING,,Warning,while,loading,plate.,Stacker,out,of,plates.,Plate,1,Plate,Repeat,1,Well,P01,,,,,,,,,,,,,,,,,,,
121,121,Exported,with,EnVision,Workstation,version,1.14.3049.528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
