Plate information 
Plate,Repeat,Barcode,Measured height,Chamber temperature at start,Chamber temperature at end,Humidity at start,Humidity at end,Ambient temperature at start,Ambient temperature at end,Formula,Measurement date,
1,1,"=""H2061404""",N/A,N/A,N/A,N/A,N/A,N/A,N/A,Calc 1: Z' = 1 - ((3 * SD(High) + 3 * SD(Low)) / Abs(Avg(High) - Avg(Low))) where Label: Jez US LUM 384 (cps)(1) channel 1  High = Z_High  Low = Z_Low,3/22/2023 3:46:34 PM,

Background information
Plate,Label,Result,Signal,Flashes/Time,Meastime,MeasInfo,
1,Jez US LUM 384 (cps),0,8,0.1,00:00:00.000,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),

Calculated results: Calc 1: Z' = 1 - ((3 * SD(High) + 3 * SD(Low)) / Abs(Avg(High) - Avg(Low))) where Label: Jez US LUM 384 (cps)(1) channel 1  High = Z_High  Low = Z_Low
,01,02,03,04,05,06,07,08,09,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,
D,4720,4640,4840,4760,4920,4720,4440,4840,4880,5040,4720,5200,4840,4640,4760,4760,5040,5120,4680,4280,4880,4640,28480,31160,
E,4880,4800,4880,5560,5320,5240,5360,4960,5680,5280,5320,5440,5360,5320,5360,5320,4960,5040,5240,4920,4880,4360,33480,34400,
F,5080,5120,5080,5240,5320,5160,5760,5400,5120,5520,5760,5560,5840,5480,5240,5360,5000,5720,5360,5120,4800,4560,34160,32920,
G,4520,4320,4880,5040,5120,5120,4840,5680,4920,5120,5080,4880,5040,5200,5240,4840,4760,5000,4960,4960,4880,4880,31880,31360,
H,5000,4960,5200,4680,5400,5280,5200,5720,4880,4800,5080,5560,5480,5280,5200,5240,4880,4760,4600,4680,5000,4480,32800,33120,
I,4640,4520,4640,5600,5200,5120,5200,4800,5160,4880,4920,5320,5320,5200,4840,5040,4840,4560,4680,4640,5040,4800,33240,32640,
J,5080,4360,4640,4520,5000,4840,4800,5320,4720,4960,4800,4720,5000,5000,5200,4680,5080,4680,4560,4720,4440,4440,34520,31360,
K,4960,4840,5200,5120,4560,5000,5000,5080,5160,5040,5240,5560,5160,4880,4880,5520,5280,5080,4960,4880,4880,4920,33560,32600,
L,4600,4840,4960,12320,4720,4840,4880,9080,5040,5000,4920,4920,5240,5280,5080,4840,4760,4560,5600,4240,4720,4800,35280,34800,
M,4920,4960,5080,5040,4840,5400,5360,5000,5240,4720,5240,4960,5120,5160,5080,5040,5000,5040,4600,4800,5200,5040,33200,33120,
N,4720,4680,5120,4800,4520,4640,5000,5040,4720,5360,4800,4920,5600,5240,5040,5200,4840,5280,4880,4760,4960,4640,33800,32320,
O,4560,4520,5000,4960,5080,5040,5280,5320,5120,5280,5120,5240,5240,5320,4760,5120,5160,5040,4640,4760,4560,4920,33600,34120,
P,4520,4840,4440,4880,5080,5320,4720,4920,5040,5400,5200,5400,4880,4840,5360,4680,4880,4680,5080,5080,4360,4840,34640,34160,

Plate information 
Plate,Repeat,Barcode,Measured height,Chamber temperature at start,Chamber temperature at end,Humidity at start,Humidity at end,Ambient temperature at start,Ambient temperature at end,Formula,Measurement date,
2,1,"=""H2061406""",N/A,N/A,N/A,N/A,N/A,N/A,N/A,Calc 1: Z' = 1 - ((3 * SD(High) + 3 * SD(Low)) / Abs(Avg(High) - Avg(Low))) where Label: Jez US LUM 384 (cps)(1) channel 1  High = Z_High  Low = Z_Low,3/22/2023 3:48:10 PM,

Background information
Plate,Label,Result,Signal,Flashes/Time,Meastime,MeasInfo,
2,Jez US LUM 384 (cps),0,4,0.1,00:00:00.000,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),

Calculated results: Calc 1: Z' = 1 - ((3 * SD(High) + 3 * SD(Low)) / Abs(Avg(High) - Avg(Low))) where Label: Jez US LUM 384 (cps)(1) channel 1  High = Z_High  Low = Z_Low
,01,02,03,04,05,06,07,08,09,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,
A,0.50382763972,0.50382763972,,,,,,,,,,,,,,,,,,,,,0.50382763972,0.50382763972,
B,0.50382763972,0.50382763972,,,,,,,,,,,,,,,,,,,,,0.50382763972,0.50382763972,
C,0.50382763972,0.50382763972,,,,,,,,,,,,,,,,,,,,,0.50382763972,0.50382763972,
D,0.50382763972,0.50382763972,,,,,,,,,,,,,,,,,,,,,0.50382763972,0.50382763972,
E,0.50382763972,0.50382763972,,,,,,,,,,,,,,,,,,,,,0.50382763972,0.50382763972,
F,0.50382763972,0.50382763972,,,,,,,,,,,,,,,,,,,,,0.50382763972,0.50382763972,
G,0.50382763972,0.50382763972,,,,,,,,,,,,,,,,,,,,,0.50382763972,0.50382763972,
H,0.50382763972,0.50382763972,,,,,,,,,,,,,,,,,,,,,0.50382763972,0.50382763972,
I,0.50382763972,0.50382763972,,,,,,,,,,,,,,,,,,,,,0.50382763972,0.50382763972,
J,0.50382763972,0.50382763972,,,,,,,,,,,,,,,,,,,,,0.50382763972,0.50382763972,
K,0.50382763972,0.50382763972,,,,,,,,,,,,,,,,,,,,,0.50382763972,0.50382763972,
L,0.50382763972,0.50382763972,,,,,,,,,,,,,,,,,,,,,0.50382763972,0.50382763972,
M,0.50382763972,0.50382763972,,,,,,,,,,,,,,,,,,,,,0.50382763972,0.50382763972,
N,0.50382763972,0.50382763972,,,,,,,,,,,,,,,,,,,,,0.50382763972,0.50382763972,
O,0.50382763972,0.50382763972,,,,,,,,,,,,,,,,,,,,,0.50382763972,0.50382763972,
P,0.50382763972,0.50382763972,,,,,,,,,,,,,,,,,,,,,0.50382763972,0.50382763972,

Plate information 
Plate,Repeat,Barcode,Measured height,Chamber temperature at start,Chamber temperature at end,Humidity at start,Humidity at end,Ambient temperature at start,Ambient temperature at end,Group,Label,ScanX,ScanY,Measinfo,Kinetics,Measurement date,
2,1,"=""H2061406""",14.01,17.92,17.92,48.6,48.3,18.21,18.21,1,Jez US LUM 384 (cps)(1),0,0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0,3/22/2023 3:48:10 PM,

Background information
Plate,Label,Result,Signal,Flashes/Time,Meastime,MeasInfo,
2,Jez US LUM 384 (cps),0,4,0.1,00:00:00.000,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),

Results for Jez US LUM 384 (cps)(1) - channel 0 (CPS)
,01,02,03,04,05,06,07,08,09,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,
A,4200,4560,4240,4240,4760,4360,4480,4400,4720,4320,4600,4160,4640,4600,4800,4880,4320,4560,4080,4360,4760,4800,27400,27040,
B,4640,4720,18280,4840,4840,4720,4480,4720,4680,4200,4640,4520,4680,4720,4720,4680,4240,4600,4560,4600,4280,4680,26360,25520,
C,4560,4320,4640,4640,4560,3920,4520,4280,4760,4600,4760,4640,4920,4640,4400,4520,4520,4400,4160,4360,4640,4480,24120,24640,
D,4760,4360,4880,5080,4520,4560,4840,4440,4880,4560,4840,4560,4720,4680,4760,4600,4360,4640,4360,4040,5880,4560,24360,25520,
E,4680,5280,4960,4840,5280,5160,5480,5120,5040,4920,5400,4960,5200,5040,5400,4880,4720,5280,4480,4840,5360,4560,28360,30240,
F,5200,4400,4960,4760,5200,5240,4960,5160,4960,5160,5200,5360,5640,5160,5240,5080,4800,5080,4880,5120,5160,4520,29320,30200,
G,4360,4640,5000,4840,5000,4920,4520,5600,4720,4840,4960,4840,4920,4680,4600,4520,4600,4920,4280,4640,26000,4560,28680,26960,
H,4560,4840,4720,4800,4840,4920,4920,4920,4560,5080,5280,4840,5160,4520,4680,7000,4720,4960,5040,4840,4920,4800,28160,27560,
I,4680,12800,4760,4560,4240,5040,5120,5000,4800,4760,5640,4560,4400,4560,4680,5120,4760,4840,4320,4680,4200,4320,26800,25400,
J,4800,4440,4240,4680,4400,4960,4600,4760,4560,4560,4600,5360,4680,4760,4160,5040,4480,4120,5080,4360,4160,4920,26360,26680,
K,4920,4840,5120,4880,5280,4840,5040,5600,5000,4480,4840,4920,5120,4880,4840,4720,4440,5200,4720,4800,4640,4680,29680,26360,
L,4840,4440,5200,4720,4560,5280,4480,5120,5120,5320,5200,4960,4840,5040,4240,5120,4440,4440,5120,4320,4480,4400,30960,27400,
M,4920,4880,5000,4520,4760,4920,4960,5240,4600,4880,5120,4920,5080,4720,5200,5000,4880,5080,4480,4800,4880,4880,30240,28960,
N,5320,4520,4920,5160,4520,5040,4760,4800,5160,4880,5200,4960,4960,4720,4760,4440,4880,4800,4840,4880,4520,4240,28560,29920,
O,4800,4280,5280,4680,4640,4560,4640,5560,4840,5080,4840,5440,4960,4760,4720,4880,4960,5200,4360,4480,4320,4360,30480,31240,
P,5080,4000,4960,4440,4080,4520,5080,4680,4640,4600,4720,4680,4920,5120,4440,4560,4760,4680,4680,4640,4800,4360,31720,34040,

Plate information 
Plate,Repeat,Barcode,Measured height,Chamber temperature at start,Chamber temperature at end,Humidity at start,Humidity at end,Ambient temperature at start,Ambient temperature at end,Formula,Measurement date,
3,1,"=""H2061408""",N/A,N/A,N/A,N/A,N/A,N/A,N/A,Calc 1: Z' = 1 - ((3 * SD(High) + 3 * SD(Low)) / Abs(Avg(High) - Avg(Low))) where Label: Jez US LUM 384 (cps)(1) channel 1  High = Z_High  Low = Z_Low,3/22/2023 3:49:46 PM,

Background information
Plate,Label,Result,Signal,Flashes/Time,Meastime,MeasInfo,
3,Jez US LUM 384 (cps),0,4,0.1,00:00:00.000,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),

Calculated results: Calc 1: Z' = 1 - ((3 * SD(High) + 3 * SD(Low)) / Abs(Avg(High) - Avg(Low))) where Label: Jez US LUM 384 (cps)(1) channel 1  High = Z_High  Low = Z_Low
,01,02,03,04,05,06,07,08,09,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,
A,0.66199253275,0.66199253275,,,,,,,,,,,,,,,,,,,,,0.66199253275,0.66199253275,
B,0.66199253275,0.66199253275,,,,,,,,,,,,,,,,,,,,,0.66199253275,0.66199253275,
C,0.66199253275,0.66199253275,,,,,,,,,,,,,,,,,,,,,0.66199253275,0.66199253275,
D,0.66199253275,0.66199253275,,,,,,,,,,,,,,,,,,,,,0.66199253275,0.66199253275,
E,0.66199253275,0.66199253275,,,,,,,,,,,,,,,,,,,,,0.66199253275,0.66199253275,
F,0.66199253275,0.66199253275,,,,,,,,,,,,,,,,,,,,,0.66199253275,0.66199253275,
G,0.66199253275,0.66199253275,,,,,,,,,,,,,,,,,,,,,0.66199253275,0.66199253275,
H,0.66199253275,0.66199253275,,,,,,,,,,,,,,,,,,,,,0.66199253275,0.66199253275,
I,0.66199253275,0.66199253275,,,,,,,,,,,,,,,,,,,,,0.66199253275,0.66199253275,
J,0.66199253275,0.66199253275,,,,,,,,,,,,,,,,,,,,,0.66199253275,0.66199253275,
K,0.66199253275,0.66199253275,,,,,,,,,,,,,,,,,,,,,0.66199253275,0.66199253275,
L,0.66199253275,0.66199253275,,,,,,,,,,,,,,,,,,,,,0.66199253275,0.66199253275,
M,0.66199253275,0.66199253275,,,,,,,,,,,,,,,,,,,,,0.66199253275,0.66199253275,
N,0.66199253275,0.66199253275,,,,,,,,,,,,,,,,,,,,,0.66199253275,0.66199253275,
O,0.66199253275,0.66199253275,,,,,,,,,,,,,,,,,,,,,0.66199253275,0.66199253275,
P,0.66199253275,0.66199253275,,,,,,,,,,,,,,,,,,,,,0.66199253275,0.66199253275,

Plate information 
Plate,Repeat,Barcode,Measured height,Chamber temperature at start,Chamber temperature at end,Humidity at start,Humidity at end,Ambient temperature at start,Ambient temperature at end,Group,Label,ScanX,ScanY,Measinfo,Kinetics,Measurement date,
3,1,"=""H2061408""",14.01,17.92,17.82,48.3,48,18.11,18.11,1,Jez US LUM 384 (cps)(1),0,0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0,3/22/2023 3:49:46 PM,

Background information
Plate,Label,Result,Signal,Flashes/Time,Meastime,MeasInfo,
3,Jez US LUM 384 (cps),0,4,0.1,00:00:00.000,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),

Results for Jez US LUM 384 (cps)(1) - channel 0 (CPS)
,01,02,03,04,05,06,07,08,09,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,
A,4240,4320,3840,3960,4600,4200,4320,4320,4040,4320,4000,4680,4120,4280,4520,4640,4160,4000,4040,4000,3880,4240,22280,25960,
B,3880,4440,4000,4440,3720,4120,4480,4120,4680,4440,4280,3520,4080,4280,4120,4000,4400,4040,4520,3960,4160,4080,20880,23160,
C,4280,3960,4040,4360,4040,4160,4000,4640,4400,4080,3760,5080,3720,4520,4280,4400,4200,4280,3920,4240,4120,4120,22560,22760,
D,4120,4240,4240,4600,3920,3720,4080,4560,4760,4280,4280,4440,3960,3960,3880,4200,4080,4200,3600,4320,4120,4200,20280,24360,
E,4880,4520,4240,4360,4920,4760,4440,5040,4480,4560,4520,4720,4880,4440,4560,4600,4400,4520,4480,4800,4520,4600,24000,24960,
F,4720,4440,5000,4880,4640,4600,4520,4560,4280,4560,4360,4520,5320,4920,4520,4600,4880,4280,4840,4480,4440,4440,25720,26680,
G,4440,4040,4080,4240,4400,4560,4720,4280,4240,4400,4720,4400,3840,4720,4520,4000,4400,4520,3880,4240,4080,4240,25520,25440,
H,4720,4720,4240,5000,4280,4360,4240,4120,4640,4320,4120,4240,4480,4880,4480,4520,4320,4560,4520,4440,4240,4280,23640,24680,
I,4520,4160,4240,3640,4160,4480,4640,4040,4360,4440,4000,6800,4440,4240,4160,3960,4000,4200,4600,4480,4000,4360,25480,25200,
J,4280,4800,3960,4320,4040,4280,4480,4600,4400,4280,4560,4400,4840,4400,4320,4400,4400,4400,4040,4280,4120,4400,24840,24320,
K,4240,4520,4240,4160,4400,4280,4280,4480,4280,5880,4360,4760,4720,4440,4640,4480,4720,4640,4280,4040,4320,4840,26560,24440,
L,4800,4760,4560,4560,4480,4720,4600,4520,4720,4240,4440,4400,5680,4720,4160,4440,4920,4320,4440,4200,4160,4480,26800,26720,
M,4040,4360,4480,4160,4200,4320,4400,4680,4360,4920,4120,4400,4600,4960,4520,4240,4640,4200,4600,4360,4000,4440,28200,25080,
N,4280,4480,4080,4520,4680,4280,4160,4320,4680,4600,4840,4640,4720,4280,4360,4440,4440,4040,4240,4080,4440,4400,25240,27200,
O,4160,4640,4600,4400,4560,4560,4600,4800,4800,4720,4440,4640,4640,4760,4440,4360,4520,4640,4040,4480,4480,4680,28600,27360,
P,4160,4400,4600,4320,4360,4680,4400,4440,4720,4640,4760,4640,4680,4680,4560,4480,4520,4080,4360,4400,4400,4400,27840,28720,

Plate information 
Plate,Repeat,Barcode,Measured height,Chamber temperature at start,Chamber temperature at end,Humidity at start,Humidity at end,Ambient temperature at start,Ambient temperature at end,Formula,Measurement date,
4,1,"=""H2061362""",N/A,N/A,N/A,N/A,N/A,N/A,N/A,Calc 1: Z' = 1 - ((3 * SD(High) + 3 * SD(Low)) / Abs(Avg(High) - Avg(Low))) where Label: Jez US LUM 384 (cps)(1) channel 1  High = Z_High  Low = Z_Low,3/22/2023 3:51:22 PM,

Background information
Plate,Label,Result,Signal,Flashes/Time,Meastime,MeasInfo,
4,Jez US LUM 384 (cps),0,4,0.1,00:00:00.000,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),

Calculated results: Calc 1: Z' = 1 - ((3 * SD(High) + 3 * SD(Low)) / Abs(Avg(High) - Avg(Low))) where Label: Jez US LUM 384 (cps)(1) channel 1  High = Z_High  Low = Z_Low
,01,02,03,04,05,06,07,08,09,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,
A,0.75012185485,0.75012185485,,,,,,,,,,,,,,,,,,,,,0.75012185485,0.75012185485,
B,0.75012185485,0.75012185485,,,,,,,,,,,,,,,,,,,,,0.75012185485,0.75012185485,
C,0.75012185485,0.75012185485,,,,,,,,,,,,,,,,,,,,,0.75012185485,0.75012185485,
D,0.75012185485,0.75012185485,,,,,,,,,,,,,,,,,,,,,0.75012185485,0.75012185485,
E,0.75012185485,0.75012185485,,,,,,,,,,,,,,,,,,,,,0.75012185485,0.75012185485,
F,0.75012185485,0.75012185485,,,,,,,,,,,,,,,,,,,,,0.75012185485,0.75012185485,
G,0.75012185485,0.75012185485,,,,,,,,,,,,,,,,,,,,,0.75012185485,0.75012185485,
H,0.75012185485,0.75012185485,,,,,,,,,,,,,,,,,,,,,0.75012185485,0.75012185485,
I,0.75012185485,0.75012185485,,,,,,,,,,,,,,,,,,,,,0.75012185485,0.75012185485,
J,0.75012185485,0.75012185485,,,,,,,,,,,,,,,,,,,,,0.75012185485,0.75012185485,
K,0.75012185485,0.75012185485,,,,,,,,,,,,,,,,,,,,,0.75012185485,0.75012185485,
L,0.75012185485,0.75012185485,,,,,,,,,,,,,,,,,,,,,0.75012185485,0.75012185485,
M,0.75012185485,0.75012185485,,,,,,,,,,,,,,,,,,,,,0.75012185485,0.75012185485,
N,0.75012185485,0.75012185485,,,,,,,,,,,,,,,,,,,,,0.75012185485,0.75012185485,
O,0.75012185485,0.75012185485,,,,,,,,,,,,,,,,,,,,,0.75012185485,0.75012185485,
P,0.75012185485,0.75012185485,,,,,,,,,,,,,,,,,,,,,0.75012185485,0.75012185485,

Plate information 
Plate,Repeat,Barcode,Measured height,Chamber temperature at start,Chamber temperature at end,Humidity at start,Humidity at end,Ambient temperature at start,Ambient temperature at end,Group,Label,ScanX,ScanY,Measinfo,Kinetics,Measurement date,
4,1,"=""H2061362""",14.01,17.61,17.62,48,47.7,18.1,18.21,1,Jez US LUM 384 (cps)(1),0,0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0,3/22/2023 3:51:22 PM,

Background information
Plate,Label,Result,Signal,Flashes/Time,Meastime,MeasInfo,
4,Jez US LUM 384 (cps),0,4,0.1,00:00:00.000,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),

Results for Jez US LUM 384 (cps)(1) - channel 0 (CPS)
,01,02,03,04,05,06,07,08,09,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,
A,4440,4640,5080,4520,4800,4880,5080,4720,4720,4480,5120,4560,5400,4360,5120,4600,4960,4960,4440,4760,4720,4680,30040,29120,
B,5080,4280,4960,4840,5240,9280,5240,4560,5080,4880,5360,4920,5000,5120,4800,4760,4560,4560,4760,4680,4760,4960,25520,28520,
C,4280,4600,5080,4320,4920,5560,4520,5280,4720,5080,5360,4440,5040,8440,4760,4840,4560,4640,5040,4560,3800,4520,26880,26480,
D,5160,4640,4840,4960,4880,4600,5160,5000,5320,4400,5040,4880,5000,5000,5200,4840,4880,4880,5080,4840,4760,4560,24840,27640,
E,5280,5320,5440,5280,5160,5600,5440,4480,5360,5640,5680,16480,5560,5320,5240,5200,5240,5640,5200,5240,5560,5120,27280,28960,
F,5240,5160,5280,5480,5440,5840,5320,5680,5600,5800,5960,5760,5440,5720,5480,5760,5120,5400,4800,5320,5000,5320,29840,31120,
G,4920,4880,5200,5240,5000,5040,5320,4840,4840,5000,5240,5280,5240,5320,5680,5320,4880,4920,4800,5120,4880,4240,27800,30600,
H,5480,5160,4640,5400,5200,5440,5040,5440,5280,4960,5360,5080,5240,5120,4960,5120,4680,4920,5160,4760,4760,5080,27160,30440,
I,4320,4840,6000,5200,5080,4720,5440,5120,5000,5240,5120,5200,5440,5080,5320,5200,4640,5480,4520,4760,4640,4880,28480,27840,
J,4600,4480,4560,4520,5040,5440,5160,4960,5080,5080,5200,5120,5160,5400,4640,4880,5200,4880,4640,4760,4800,5080,27240,29680,
K,4920,4680,4960,5320,4920,5320,5120,5280,5240,5080,5120,5160,5520,5520,5480,5120,5520,4520,5320,4960,5000,4640,29240,29200,
L,4680,4640,5120,4560,4960,5240,5480,5160,5120,5760,5440,5080,5120,5320,4800,4840,5000,4520,5160,4640,4640,5120,29720,30480,
M,4760,5080,5560,5240,4920,5640,5320,5440,5160,4880,5560,5480,5440,5480,5320,5080,4960,5040,4520,5040,4880,4720,29480,29040,
N,4800,4640,5120,4760,5200,5080,5360,5040,5160,5480,5440,4920,5400,4720,5280,5680,5240,5000,4840,4880,5400,4760,32040,28520,
O,4680,5360,4840,4960,5080,5000,5240,5640,5320,5240,5560,5600,5040,5320,4840,5200,5080,5920,4920,5280,4920,5160,29400,30360,
P,4840,4960,4880,5080,5080,5240,5160,5320,5240,5040,5120,5400,5160,5200,4880,5560,5160,5240,4760,5160,5240,4800,28840,31640,

Plate information 
Plate,Repeat,Barcode,Measured height,Chamber temperature at start,Chamber temperature at end,Humidity at start,Humidity at end,Ambient temperature at start,Ambient temperature at end,Formula,Measurement date,
5,1,"=""H2061364""",N/A,N/A,N/A,N/A,N/A,N/A,N/A,Calc 1: Z' = 1 - ((3 * SD(High) + 3 * SD(Low)) / Abs(Avg(High) - Avg(Low))) where Label: Jez US LUM 384 (cps)(1) channel 1  High = Z_High  Low = Z_Low,3/22/2023 3:52:59 PM,

Background information
Plate,Label,Result,Signal,Flashes/Time,Meastime,MeasInfo,
5,Jez US LUM 384 (cps),0,4,0.1,00:00:00.000,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),

Calculated results: Calc 1: Z' = 1 - ((3 * SD(High) + 3 * SD(Low)) / Abs(Avg(High) - Avg(Low))) where Label: Jez US LUM 384 (cps)(1) channel 1  High = Z_High  Low = Z_Low
,01,02,03,04,05,06,07,08,09,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,
A,0.65863615544,0.65863615544,,,,,,,,,,,,,,,,,,,,,0.65863615544,0.65863615544,
B,0.65863615544,0.65863615544,,,,,,,,,,,,,,,,,,,,,0.65863615544,0.65863615544,
C,0.65863615544,0.65863615544,,,,,,,,,,,,,,,,,,,,,0.65863615544,0.65863615544,
D,0.65863615544,0.65863615544,,,,,,,,,,,,,,,,,,,,,0.65863615544,0.65863615544,
E,0.65863615544,0.65863615544,,,,,,,,,,,,,,,,,,,,,0.65863615544,0.65863615544,
F,0.65863615544,0.65863615544,,,,,,,,,,,,,,,,,,,,,0.65863615544,0.65863615544,
G,0.65863615544,0.65863615544,,,,,,,,,,,,,,,,,,,,,0.65863615544,0.65863615544,
H,0.65863615544,0.65863615544,,,,,,,,,,,,,,,,,,,,,0.65863615544,0.65863615544,
I,0.65863615544,0.65863615544,,,,,,,,,,,,,,,,,,,,,0.65863615544,0.65863615544,
J,0.65863615544,0.65863615544,,,,,,,,,,,,,,,,,,,,,0.65863615544,0.65863615544,
K,0.65863615544,0.65863615544,,,,,,,,,,,,,,,,,,,,,0.65863615544,0.65863615544,
L,0.65863615544,0.65863615544,,,,,,,,,,,,,,,,,,,,,0.65863615544,0.65863615544,
M,0.65863615544,0.65863615544,,,,,,,,,,,,,,,,,,,,,0.65863615544,0.65863615544,
N,0.65863615544,0.65863615544,,,,,,,,,,,,,,,,,,,,,0.65863615544,0.65863615544,
O,0.65863615544,0.65863615544,,,,,,,,,,,,,,,,,,,,,0.65863615544,0.65863615544,
P,0.65863615544,0.65863615544,,,,,,,,,,,,,,,,,,,,,0.65863615544,0.65863615544,

Plate information 
Plate,Repeat,Barcode,Measured height,Chamber temperature at start,Chamber temperature at end,Humidity at start,Humidity at end,Ambient temperature at start,Ambient temperature at end,Group,Label,ScanX,ScanY,Measinfo,Kinetics,Measurement date,
5,1,"=""H2061364""",14.01,17.7,17.82,47.7,47.5,18.1,18.21,1,Jez US LUM 384 (cps)(1),0,0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0,3/22/2023 3:52:59 PM,

Background information
Plate,Label,Result,Signal,Flashes/Time,Meastime,MeasInfo,
5,Jez US LUM 384 (cps),0,4,0.1,00:00:00.000,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),

Results for Jez US LUM 384 (cps)(1) - channel 0 (CPS)
,01,02,03,04,05,06,07,08,09,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,
