Plate information 
Plate,Repeat,Barcode,Measured height,Chamber temperature at start,Chamber temperature at end,Humidity at start,Humidity at end,Ambient temperature at start,Ambient temperature at end,Formula,Measurement date,
1,1,"=""H2060764""",N/A,N/A,N/A,N/A,N/A,N/A,N/A,Calc 1: Z' = 1 - ((3 * SD(High) + 3 * SD(Low)) / Abs(Avg(High) - Avg(Low))) where Label: Jez US LUM 384 (cps)(1) channel 1  High = Z_High  Low = Z_Low,12/22/2022 3:45:42 PM,

Background information
Plate,Label,Result,Signal,Flashes/Time,Meastime,MeasInfo,
1,Jez US LUM 384 (cps),0,96,0.25,00:00:00.000,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),

Calculated results: Calc 1: Z' = 1 - ((3 * SD(High) + 3 * SD(Low)) / Abs(Avg(High) - Avg(Low))) where Label: Jez US LUM 384 (cps)(1) channel 1  High = Z_High  Low = Z_Low
,01,02,03,04,05,06,07,08,09,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,
J,35648,42560,43376,55936,51792,53120,54480,53360,51008,56032,56480,56800,50448,57056,56272,47008,48688,58800,55360,53824,52096,50992,488288,462016,
K,33216,44848,36976,60048,50944,50176,50000,55728,47424,46112,51712,54304,57312,55728,51552,57280,61440,59840,53296,64288,58464,64640,470656,412848,
L,41248,49424,50736,46800,52992,49056,46704,34000,41408,50096,51536,38832,43120,54192,50864,13248,58272,54128,56656,50976,58320,69280,481888,447648,
M,40528,44608,43584,48208,60848,40080,51344,46592,45632,42832,38336,46000,46912,52656,41696,39120,51856,45504,52800,57504,52384,69616,527904,448016,
N,39248,45152,40848,54032,43856,46864,54864,31952,44736,40592,40576,50752,36512,49696,38240,41296,50480,47520,51664,54752,64752,61328,522288,482896,
O,38480,45168,41440,50800,44400,48320,38896,40624,47520,42912,34912,51424,44688,44064,58032,56896,23568,49504,44128,55024,61504,75728,519568,453984,
P,40224,41920,38112,41616,27904,39296,35712,37328,37008,36832,36528,38032,33056,35168,35280,33104,34480,29552,29648,28896,33360,33728,476624,480400,

Plate information 
Plate,Repeat,Barcode,Measured height,Chamber temperature at start,Chamber temperature at end,Humidity at start,Humidity at end,Ambient temperature at start,Ambient temperature at end,Formula,Measurement date,
2,1,"=""H2060766""",N/A,N/A,N/A,N/A,N/A,N/A,N/A,Calc 1: Z' = 1 - ((3 * SD(High) + 3 * SD(Low)) / Abs(Avg(High) - Avg(Low))) where Label: Jez US LUM 384 (cps)(1) channel 1  High = Z_High  Low = Z_Low,12/22/2022 3:48:17 PM,

Background information
Plate,Label,Result,Signal,Flashes/Time,Meastime,MeasInfo,
2,Jez US LUM 384 (cps),0,80,0.25,00:00:00.000,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),

Calculated results: Calc 1: Z' = 1 - ((3 * SD(High) + 3 * SD(Low)) / Abs(Avg(High) - Avg(Low))) where Label: Jez US LUM 384 (cps)(1) channel 1  High = Z_High  Low = Z_Low
,01,02,03,04,05,06,07,08,09,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,
A,0.67955104039,0.67955104039,,,,,,,,,,,,,,,,,,,,,0.67955104039,0.67955104039,
B,0.67955104039,0.67955104039,,,,,,,,,,,,,,,,,,,,,0.67955104039,0.67955104039,
C,0.67955104039,0.67955104039,,,,,,,,,,,,,,,,,,,,,0.67955104039,0.67955104039,
D,0.67955104039,0.67955104039,,,,,,,,,,,,,,,,,,,,,0.67955104039,0.67955104039,
E,0.67955104039,0.67955104039,,,,,,,,,,,,,,,,,,,,,0.67955104039,0.67955104039,
F,0.67955104039,0.67955104039,,,,,,,,,,,,,,,,,,,,,0.67955104039,0.67955104039,
G,0.67955104039,0.67955104039,,,,,,,,,,,,,,,,,,,,,0.67955104039,0.67955104039,
H,0.67955104039,0.67955104039,,,,,,,,,,,,,,,,,,,,,0.67955104039,0.67955104039,
I,0.67955104039,0.67955104039,,,,,,,,,,,,,,,,,,,,,0.67955104039,0.67955104039,
J,0.67955104039,0.67955104039,,,,,,,,,,,,,,,,,,,,,0.67955104039,0.67955104039,
K,0.67955104039,0.67955104039,,,,,,,,,,,,,,,,,,,,,0.67955104039,0.67955104039,
L,0.67955104039,0.67955104039,,,,,,,,,,,,,,,,,,,,,0.67955104039,0.67955104039,
M,0.67955104039,0.67955104039,,,,,,,,,,,,,,,,,,,,,0.67955104039,0.67955104039,
N,0.67955104039,0.67955104039,,,,,,,,,,,,,,,,,,,,,0.67955104039,0.67955104039,
O,0.67955104039,0.67955104039,,,,,,,,,,,,,,,,,,,,,0.67955104039,0.67955104039,
P,0.67955104039,0.67955104039,,,,,,,,,,,,,,,,,,,,,0.67955104039,0.67955104039,

Plate information 
Plate,Repeat,Barcode,Measured height,Chamber temperature at start,Chamber temperature at end,Humidity at start,Humidity at end,Ambient temperature at start,Ambient temperature at end,Group,Label,ScanX,ScanY,Measinfo,Kinetics,Measurement date,
2,1,"=""H2060766""",14.01,17.62,17.61,44.8,45.1,18.02,17.9,1,Jez US LUM 384 (cps)(1),0,0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0,12/22/2022 3:48:17 PM,

Background information
Plate,Label,Result,Signal,Flashes/Time,Meastime,MeasInfo,
2,Jez US LUM 384 (cps),0,80,0.25,00:00:00.000,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),

Results for Jez US LUM 384 (cps)(1) - channel 0 (CPS)
,01,02,03,04,05,06,07,08,09,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,
A,22608,29616,30576,28656,25760,24816,31632,30720,32000,27024,31776,30880,32160,26688,30704,46912,27680,32592,32624,27152,28688,28800,475392,522512,
B,28048,26112,24368,30320,29840,32208,26688,24432,32528,21600,34016,29632,33952,26272,29632,31504,29984,24816,32416,23344,38464,30512,526064,492480,
C,27120,29712,23488,28160,29040,28736,31216,38384,26656,40064,18928,25568,21824,29504,29264,34992,35584,29648,25952,21792,26000,33776,443424,468896,
D,29216,32256,28416,35008,25504,38384,32224,36704,32768,30320,38496,34896,29856,28880,35696,31232,29744,31040,29904,49280,34592,63312,524800,457104,
E,33264,40608,46544,32016,34048,40448,33184,39104,36512,36880,35664,35792,37344,35040,33136,43984,38784,30272,30816,33696,30784,37184,550512,512208,
F,38608,35792,34320,30464,50464,35072,21280,33504,49376,35312,41840,17296,32880,35712,41104,35792,33504,44976,36048,35536,38592,42384,540048,484240,
G,30992,35200,34016,55328,36816,33232,40272,39888,37040,34928,44064,33808,35632,33296,44016,66480,37200,52416,45104,32464,36272,40272,515488,481136,
H,31664,38032,38656,28832,41136,35488,39712,56912,41680,38752,29232,40496,29296,36736,41024,41056,40512,39184,42720,14512,51840,38384,561536,449920,
I,37184,33664,39328,27696,36896,52128,42256,44656,45184,43056,40304,40672,39696,46096,45456,40992,41136,38848,38064,37920,40976,43248,467120,428864,
J,38160,37936,39856,41824,45744,34864,34976,35072,40208,39040,47984,37248,35728,42032,51248,38800,39024,48960,56800,24992,47424,49040,502912,416048,
K,38608,48816,41984,45520,36480,50560,56800,51952,42832,45136,9376,38928,40512,42528,46000,53632,56880,56192,38736,44384,47744,48816,426688,408608,
L,33712,35616,47168,41040,45552,43200,42928,41248,42592,52800,49024,43680,40752,41744,49152,39408,43920,45040,48304,44992,55392,53504,485904,402128,
M,34128,37184,39776,45776,42688,48176,46384,38256,45072,43008,44064,47280,46144,48896,44256,44064,47376,42576,62048,53328,51632,50288,493488,430992,
N,40336,49360,27840,42848,37712,42432,55632,47104,40256,45968,38832,40592,44880,39072,44768,45424,43904,56864,52064,50496,49728,51088,504144,440336,
O,39760,41424,47504,48912,36592,38592,43296,49744,43200,43472,45984,41536,43440,10224,42960,39744,27392,50464,52352,52912,54752,49712,477376,461696,
P,35456,39888,44048,42096,39728,39200,39072,39968,42000,44624,41088,47664,41936,41200,37920,40208,36480,34448,33488,36240,35472,30848,489856,468864,

Plate information 
Plate,Repeat,Barcode,Measured height,Chamber temperature at start,Chamber temperature at end,Humidity at start,Humidity at end,Ambient temperature at start,Ambient temperature at end,Formula,Measurement date,
3,1,"=""H2060768""",N/A,N/A,N/A,N/A,N/A,N/A,N/A,Calc 1: Z' = 1 - ((3 * SD(High) + 3 * SD(Low)) / Abs(Avg(High) - Avg(Low))) where Label: Jez US LUM 384 (cps)(1) channel 1  High = Z_High  Low = Z_Low,12/22/2022 3:50:52 PM,

Background information
Plate,Label,Result,Signal,Flashes/Time,Meastime,MeasInfo,
3,Jez US LUM 384 (cps),0,96,0.25,00:00:00.000,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),

Calculated results: Calc 1: Z' = 1 - ((3 * SD(High) + 3 * SD(Low)) / Abs(Avg(High) - Avg(Low))) where Label: Jez US LUM 384 (cps)(1) channel 1  High = Z_High  Low = Z_Low
,01,02,03,04,05,06,07,08,09,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,
A,0.62076053477,0.62076053477,,,,,,,,,,,,,,,,,,,,,0.62076053477,0.62076053477,
B,0.62076053477,0.62076053477,,,,,,,,,,,,,,,,,,,,,0.62076053477,0.62076053477,
C,0.62076053477,0.62076053477,,,,,,,,,,,,,,,,,,,,,0.62076053477,0.62076053477,
D,0.62076053477,0.62076053477,,,,,,,,,,,,,,,,,,,,,0.62076053477,0.62076053477,
E,0.62076053477,0.62076053477,,,,,,,,,,,,,,,,,,,,,0.62076053477,0.62076053477,
F,0.62076053477,0.62076053477,,,,,,,,,,,,,,,,,,,,,0.62076053477,0.62076053477,
G,0.62076053477,0.62076053477,,,,,,,,,,,,,,,,,,,,,0.62076053477,0.62076053477,
H,0.62076053477,0.62076053477,,,,,,,,,,,,,,,,,,,,,0.62076053477,0.62076053477,
I,0.62076053477,0.62076053477,,,,,,,,,,,,,,,,,,,,,0.62076053477,0.62076053477,
J,0.62076053477,0.62076053477,,,,,,,,,,,,,,,,,,,,,0.62076053477,0.62076053477,
K,0.62076053477,0.62076053477,,,,,,,,,,,,,,,,,,,,,0.62076053477,0.62076053477,
L,0.62076053477,0.62076053477,,,,,,,,,,,,,,,,,,,,,0.62076053477,0.62076053477,
M,0.62076053477,0.62076053477,,,,,,,,,,,,,,,,,,,,,0.62076053477,0.62076053477,
N,0.62076053477,0.62076053477,,,,,,,,,,,,,,,,,,,,,0.62076053477,0.62076053477,
O,0.62076053477,0.62076053477,,,,,,,,,,,,,,,,,,,,,0.62076053477,0.62076053477,
P,0.62076053477,0.62076053477,,,,,,,,,,,,,,,,,,,,,0.62076053477,0.62076053477,

Plate information 
Plate,Repeat,Barcode,Measured height,Chamber temperature at start,Chamber temperature at end,Humidity at start,Humidity at end,Ambient temperature at start,Ambient temperature at end,Group,Label,ScanX,ScanY,Measinfo,Kinetics,Measurement date,
3,1,"=""H2060768""",14.01,17.61,17.51,45.1,45.3,17.9,17.9,1,Jez US LUM 384 (cps)(1),0,0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0,12/22/2022 3:50:52 PM,

Background information
Plate,Label,Result,Signal,Flashes/Time,Meastime,MeasInfo,
3,Jez US LUM 384 (cps),0,96,0.25,00:00:00.000,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),

Results for Jez US LUM 384 (cps)(1) - channel 0 (CPS)
,01,02,03,04,05,06,07,08,09,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,
A,27696,26688,30512,34880,30896,34512,33296,33536,32000,35360,36864,33104,37760,39344,40640,37040,37856,34832,40432,41840,40208,42800,466752,477552,
B,23600,32576,38928,32672,35712,36640,34416,34784,36256,32000,40784,37456,22224,39248,34592,36640,43952,47872,34768,48464,44368,50000,489888,471312,
C,40320,25328,20208,34688,37856,66416,32416,50736,43296,33248,9600,55136,37200,42224,34192,38064,41232,32000,26864,39296,37936,56288,523168,434528,
D,32912,31440,20368,41424,27712,34816,33440,32416,13632,61936,45632,39904,46000,44720,47984,46896,36448,43312,59408,40016,45792,50208,537520,439056,
E,34608,31520,41392,35744,34272,42112,33936,57600,41856,43040,50096,48576,46368,60928,61312,60656,48992,50880,47760,40320,60688,50576,591616,502464,
F,30000,32016,27168,48064,31312,45552,43344,36576,46416,44288,43904,59024,46544,40496,64432,46256,45616,58096,29184,71136,73600,50816,581024,466160,
G,29264,32512,17440,44816,41168,39120,45824,57936,36128,47776,42944,45168,55520,53248,55520,51488,69120,45920,49984,56544,59440,50688,562720,472720,
H,38848,35520,44176,35904,40720,35872,51152,44752,49584,51760,54048,41376,59552,45408,39408,50592,55808,49664,63376,62016,59584,39920,560144,458800,
I,43744,37424,38432,34304,49824,42944,43088,36704,52352,48976,50624,52704,40576,69440,51072,66320,50208,66368,56640,62352,70800,51152,529648,428752,
J,34128,51376,36432,52976,66832,46160,42448,51936,81568,61424,51424,54400,56576,25104,55472,60016,53104,52320,59056,54048,54704,59408,527072,439248,
K,42064,43648,48576,48288,52128,40912,40816,60048,45584,52752,64016,58288,64224,49648,61984,55440,66624,55952,68608,61008,55856,57984,520048,431616,
L,38032,49664,42432,48240,61600,54544,26976,49696,54320,49696,54176,43456,33488,56544,50624,55472,66448,60576,66768,71904,68880,41824,525680,427456,
M,38000,47664,48768,37552,54016,41712,44256,34688,43968,48080,54096,49936,58336,52768,47472,42960,62848,71168,64800,71280,105856,73008,553344,462144,
N,45888,42400,54624,50784,47568,28752,40720,48048,40176,43408,46064,47584,55056,63808,47536,56992,61232,63264,58720,66544,68448,65776,581504,448352,
O,39600,42528,49744,50272,49264,42064,40208,36176,47600,54128,44032,51776,54880,54144,58736,51968,58688,61264,64816,68736,73792,60720,526128,452400,
P,37168,41152,33168,40464,39280,40000,39984,44512,39920,37952,32752,36432,39840,36096,32928,32816,31600,32112,30816,37808,30336,29488,482448,436112,

Plate information 
Plate,Repeat,Barcode,Measured height,Chamber temperature at start,Chamber temperature at end,Humidity at start,Humidity at end,Ambient temperature at start,Ambient temperature at end,Formula,Measurement date,
4,1,"=""H2060722""",N/A,N/A,N/A,N/A,N/A,N/A,N/A,Calc 1: Z' = 1 - ((3 * SD(High) + 3 * SD(Low)) / Abs(Avg(High) - Avg(Low))) where Label: Jez US LUM 384 (cps)(1) channel 1  High = Z_High  Low = Z_Low,12/22/2022 3:53:27 PM,

Background information
Plate,Label,Result,Signal,Flashes/Time,Meastime,MeasInfo,
4,Jez US LUM 384 (cps),0,68,0.25,00:00:00.000,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),

Calculated results: Calc 1: Z' = 1 - ((3 * SD(High) + 3 * SD(Low)) / Abs(Avg(High) - Avg(Low))) where Label: Jez US LUM 384 (cps)(1) channel 1  High = Z_High  Low = Z_Low
,01,02,03,04,05,06,07,08,09,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,
A,0.78413783743,0.78413783743,,,,,,,,,,,,,,,,,,,,,0.78413783743,0.78413783743,
B,0.78413783743,0.78413783743,,,,,,,,,,,,,,,,,,,,,0.78413783743,0.78413783743,
C,0.78413783743,0.78413783743,,,,,,,,,,,,,,,,,,,,,0.78413783743,0.78413783743,
D,0.78413783743,0.78413783743,,,,,,,,,,,,,,,,,,,,,0.78413783743,0.78413783743,
E,0.78413783743,0.78413783743,,,,,,,,,,,,,,,,,,,,,0.78413783743,0.78413783743,
F,0.78413783743,0.78413783743,,,,,,,,,,,,,,,,,,,,,0.78413783743,0.78413783743,
G,0.78413783743,0.78413783743,,,,,,,,,,,,,,,,,,,,,0.78413783743,0.78413783743,
H,0.78413783743,0.78413783743,,,,,,,,,,,,,,,,,,,,,0.78413783743,0.78413783743,
I,0.78413783743,0.78413783743,,,,,,,,,,,,,,,,,,,,,0.78413783743,0.78413783743,
J,0.78413783743,0.78413783743,,,,,,,,,,,,,,,,,,,,,0.78413783743,0.78413783743,
K,0.78413783743,0.78413783743,,,,,,,,,,,,,,,,,,,,,0.78413783743,0.78413783743,
L,0.78413783743,0.78413783743,,,,,,,,,,,,,,,,,,,,,0.78413783743,0.78413783743,
M,0.78413783743,0.78413783743,,,,,,,,,,,,,,,,,,,,,0.78413783743,0.78413783743,
N,0.78413783743,0.78413783743,,,,,,,,,,,,,,,,,,,,,0.78413783743,0.78413783743,
O,0.78413783743,0.78413783743,,,,,,,,,,,,,,,,,,,,,0.78413783743,0.78413783743,
P,0.78413783743,0.78413783743,,,,,,,,,,,,,,,,,,,,,0.78413783743,0.78413783743,

Plate information 
Plate,Repeat,Barcode,Measured height,Chamber temperature at start,Chamber temperature at end,Humidity at start,Humidity at end,Ambient temperature at start,Ambient temperature at end,Group,Label,ScanX,ScanY,Measinfo,Kinetics,Measurement date,
4,1,"=""H2060722""",14.01,17.41,17.72,45.3,45.5,18,17.92,1,Jez US LUM 384 (cps)(1),0,0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0,12/22/2022 3:53:27 PM,

Background information
Plate,Label,Result,Signal,Flashes/Time,Meastime,MeasInfo,
4,Jez US LUM 384 (cps),0,68,0.25,00:00:00.000,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),

Results for Jez US LUM 384 (cps)(1) - channel 0 (CPS)
,01,02,03,04,05,06,07,08,09,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,
A,28160,23648,34752,29136,32560,29872,35408,27280,34528,31360,36320,34128,40208,36032,39568,34592,38912,33184,38704,34944,39728,42992,513440,541344,
B,32288,31344,30080,35952,27792,22160,35488,34288,30000,35888,34416,38144,38848,27888,32912,35616,43584,35776,37920,40576,39184,40160,544432,522176,
C,35888,30736,26368,30784,25920,48176,21632,33968,36528,30880,40944,28560,35984,38992,36160,44096,41968,36384,33056,39984,36672,38464,486656,532784,
D,28272,30544,30160,33696,30784,33280,35600,31920,34672,33088,34864,36080,33984,51616,40544,38192,37632,40688,38832,42608,49312,53664,505648,489616,
E,34400,35184,32768,34128,28800,54448,18496,37184,32480,39712,54848,40160,34112,46368,37424,50720,41392,40144,43872,43616,46080,41712,552736,533584,
F,38640,30608,46880,32064,34480,28112,33696,35920,55056,30032,42256,44864,45904,37120,46800,47664,34528,45440,46752,56592,45456,51680,563472,538432,
G,34496,34624,46096,32128,31104,38224,35216,35216,50704,32272,36240,39232,33488,39568,29776,38896,45728,59280,41568,43648,44816,52480,551536,528368,
H,29056,31600,38576,8304,36416,40704,36304,42928,37520,35120,50160,48704,36368,41616,47792,36896,46288,65152,50064,60816,43392,54768,552928,522048,
I,37648,32992,36192,36544,34672,28048,34864,45936,39440,38064,42240,67408,43728,49552,47600,37552,36560,34400,46560,51952,46688,60928,515712,502176,
J,36688,40384,38384,37824,39056,29600,35776,36000,38288,24240,73680,35120,36880,44304,47936,60176,39920,56688,50320,52928,45296,62080,518416,494944,
K,35296,33456,38864,48496,22480,38496,43584,32048,35552,43456,54640,59808,53632,51552,45760,40736,40544,49072,53024,71360,49600,56064,467920,499120,
L,33568,36032,26448,31472,35248,36864,46000,59152,39648,56256,54544,8400,47552,36576,45088,44032,51504,53440,45184,79840,52304,65840,511296,509200,
M,41904,34704,33584,42592,12832,38064,44240,47088,44544,24528,22912,50656,49280,50400,48272,51488,55104,58224,76112,70112,40048,73808,527456,527008,
N,40464,33968,39232,33792,35792,36896,40512,33328,42624,35440,25600,44880,43072,39104,46368,45696,51200,52000,68240,65232,55920,52272,594352,594064,
O,30704,32608,27616,47216,43584,42064,39952,40240,34064,42432,36192,48496,45584,60192,49520,62832,52768,62800,58192,76000,63040,61872,581232,543600,
P,34192,37376,33360,46496,38336,39136,34320,37040,51792,35776,39696,44512,40864,48320,38016,47728,52016,43776,49904,56496,52768,60240,591088,568512,

Plate information 
Plate,Repeat,Barcode,Measured height,Chamber temperature at start,Chamber temperature at end,Humidity at start,Humidity at end,Ambient temperature at start,Ambient temperature at end,Formula,Measurement date,
5,1,"=""H2060724""",N/A,N/A,N/A,N/A,N/A,N/A,N/A,Calc 1: Z' = 1 - ((3 * SD(High) + 3 * SD(Low)) / Abs(Avg(High) - Avg(Low))) where Label: Jez US LUM 384 (cps)(1) channel 1  High = Z_High  Low = Z_Low,12/22/2022 3:56:02 PM,

Background information
Plate,Label,Result,Signal,Flashes/Time,Meastime,MeasInfo,
5,Jez US LUM 384 (cps),0,64,0.25,00:00:00.000,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),

Calculated results: Calc 1: Z' = 1 - ((3 * SD(High) + 3 * SD(Low)) / Abs(Avg(High) - Avg(Low))) where Label: Jez US LUM 384 (cps)(1) channel 1  High = Z_High  Low = Z_Low
,01,02,03,04,05,06,07,08,09,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,
A,0.7770099461,0.7770099461,,,,,,,,,,,,,,,,,,,,,0.7770099461,0.7770099461,
B,0.7770099461,0.7770099461,,,,,,,,,,,,,,,,,,,,,0.7770099461,0.7770099461,
C,0.7770099461,0.7770099461,,,,,,,,,,,,,,,,,,,,,0.7770099461,0.7770099461,
D,0.7770099461,0.7770099461,,,,,,,,,,,,,,,,,,,,,0.7770099461,0.7770099461,
E,0.7770099461,0.7770099461,,,,,,,,,,,,,,,,,,,,,0.7770099461,0.7770099461,
F,0.7770099461,0.7770099461,,,,,,,,,,,,,,,,,,,,,0.7770099461,0.7770099461,
G,0.7770099461,0.7770099461,,,,,,,,,,,,,,,,,,,,,0.7770099461,0.7770099461,
H,0.7770099461,0.7770099461,,,,,,,,,,,,,,,,,,,,,0.7770099461,0.7770099461,
I,0.7770099461,0.7770099461,,,,,,,,,,,,,,,,,,,,,0.7770099461,0.7770099461,
J,0.7770099461,0.7770099461,,,,,,,,,,,,,,,,,,,,,0.7770099461,0.7770099461,
K,0.7770099461,0.7770099461,,,,,,,,,,,,,,,,,,,,,0.7770099461,0.7770099461,
L,0.7770099461,0.7770099461,,,,,,,,,,,,,,,,,,,,,0.7770099461,0.7770099461,
M,0.7770099461,0.7770099461,,,,,,,,,,,,,,,,,,,,,0.7770099461,0.7770099461,
N,0.7770099461,0.7770099461,,,,,,,,,,,,,,,,,,,,,0.7770099461,0.7770099461,
O,0.7770099461,0.7770099461,,,,,,,,,,,,,,,,,,,,,0.7770099461,0.7770099461,
P,0.7770099461,0.7770099461,,,,,,,,,,,,,,,,,,,,,0.7770099461,0.7770099461,

Plate information 
Plate,Repeat,Barcode,Measured height,Chamber temperature at start,Chamber temperature at end,Humidity at start,Humidity at end,Ambient temperature at start,Ambient temperature at end,Group,Label,ScanX,ScanY,Measinfo,Kinetics,Measurement date,
5,1,"=""H2060724""",14.01,17.62,17.43,45.5,45.1,17.92,17.92,1,Jez US LUM 384 (cps)(1),0,0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0,12/22/2022 3:56:02 PM,

Background information
Plate,Label,Result,Signal,Flashes/Time,Meastime,MeasInfo,
5,Jez US LUM 384 (cps),0,64,0.25,00:00:00.000,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),

Results for Jez US LUM 384 (cps)(1) - channel 0 (CPS)
,01,02,03,04,05,06,07,08,09,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,
