,Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Plate,information
10,D,-0.06925088485855987,-0.06832068597002396,-0.06755961415213094,-0.06712834012199156,-0.06954685723218493,-0.06432928710285167,-0.06443921969876955,-0.07060390142370301,-0.06305237771949783,-0.06913249590910985,-0.07667556325978289,-0.07133114782746745,-0.06843061856594183,-0.06916632132323842,-0.06227439319454052,-0.1163189486184771,-0.08321232454013072,-0.06922551579796343,-0.06578377991038056,-0.062181373305686925,-0.06137801972013319,-0.08252735990402701,-0.12706697395783295,0.5905138177193672,,,,,,,,,,,
11,E,-0.07369892681646796,-0.0703924925853994,-0.07422322073546093,-0.07194846163531401,-0.07097598097911738,-0.06283251252766207,-0.06814310254584892,-0.069200146737367,-0.1029917354518171,-0.07411328813954306,-0.07449382404848956,-0.0659613633345556,-0.06940309922213847,-0.07718294447171158,-0.06747505061680949,-0.06873504729309904,-0.07273490251380348,-0.07111973898916384,-0.08206226045975903,-0.07825690137029394,-0.06330606832546216,-0.07278564063499633,-0.12862294300774757,0.39640667874251845,,,,,,,,,,,
12,F,-0.07376657764472512,-0.07457838758381101,-0.07147490583751392,-0.0822990383586591,-0.06821075337410608,-0.07381731576591799,-0.06961450806044209,-0.08167326819728038,-0.07670938867391147,-0.10460689897645672,-0.06744122520268091,-0.07127195335274245,-0.06504807715308397,-0.07113665169622813,-0.06746659426327735,-0.08142803394484818,-0.06980054783814928,-0.07201611246357117,-0.06835451138415254,-0.07833300855208325,-0.07095906827205309,-0.07995662843025501,-0.12723610102847588,0.5713432642619951,,,,,,,,,,,
13,G,-0.07205839423123189,-0.0688957180102098,-0.061107416407104556,-0.07128040970627458,-0.07391033565477158,-0.07533945940170403,-0.07982978312727285,-0.07691234115868294,-0.07539865387642905,-0.07010497656530648,-0.07631194005790067,-0.07367355775587153,-0.0738004030588537,-0.06605438322340919,-0.06870967823250261,-0.07350443068522865,-0.07153410031223893,-0.06491277549656965,-0.06774565392983813,-0.07591449144188986,-0.07121275887801744,-0.10398958516861016,-0.12859757394715116,0.5169858237573692,,,,,,,,,,,
14,H,-0.07208376329182833,-0.06947075005039563,-0.06248580203284414,-0.07884884611754407,-0.0655639147185448,-0.06520874787019472,-0.0662827047687771,-0.09471296534384747,-0.06382190589092299,-0.08119971239948029,-0.0688788053031455,-0.06216446059862264,-0.07043477435306011,-0.07136497324159603,-0.06914940861617414,-0.06864202740424545,-0.07127195335274245,-0.07897569142052625,-0.07464603841206817,-0.07908562401644412,-0.06973289700989212,-0.07720831353230799,-0.12994213415876216,0.32723370684957503,,,,,,,,,,,
15,I,-0.07781717098662241,-0.06415170367867663,-0.0753901975228969,-0.07298013676623567,-0.06845598762653828,-0.0719061798676533,-0.07243893014017841,-0.07431624062431452,-0.07567771354298983,-0.06970752794929569,-0.07073920308021733,-0.06562310919326982,-0.08104749803590168,-0.06370351694147297,-0.09631121616142281,-0.07356362515995364,-0.12737140268499017,-0.07495046713922537,-0.0713396041809996,-0.06399103296156589,-0.1022729454015848,-0.07930548920827989,-0.12856374853302258,0.5052906868224132,,,,,,,,,,,
16,J,-0.07006269479764575,-0.07385114118004657,-0.07246429920077484,-0.06977517877755283,-0.07460375664440745,-0.07057007600957443,-0.07257423179669273,-0.08074306930874448,-0.10130046474538816,-0.07445999863436098,-0.07212604505948905,-0.07200765611003902,-0.07403718095775375,-0.0753901975228969,-0.0689718251919991,-0.06892108707080623,-0.07437543509903954,-0.07309006936215355,-0.0677625666369024,-0.06757652685919523,-0.06654485172827357,-0.07560160636120052,-0.12793797837164386,0.5695082355455198,,,,,,,,,,,
17,K,-0.07032484175714224,-0.06936081745447775,-0.07011343291883862,-0.07722522623937231,-0.0768108649162972,-0.06668860973832004,-0.07320845831160358,-0.07168631467581753,-0.07430778427078238,-0.06618122852639136,-0.1287582446642619,-0.06237586943692625,-0.07814696877437606,-0.06629116112230923,-0.08835378748767468,-0.06941155557567062,-0.06370351694147297,-0.07371583952353225,-0.06711988376845941,-0.07978750135961213,-0.07169477102934968,-0.06440539428464097,-0.12787878389691887,0.5962556817676934,,,,,,,,,,,
18,L,-0.07280255334206064,-0.08189313338911615,-0.10557092327912122,-0.07687851574455436,-0.07784254004721884,-0.07722522623937231,-0.07354671245288937,-0.08010038644030149,-0.07382577211945014,-0.07977904500607999,-0.07641341630028639,-0.05917091144824342,-0.07443462957376455,0.11952875139303772,-0.05775024405484312,-0.07838374667327612,-0.0729293986450428,-0.0704516870601244,-0.06503116444601968,-0.0762442892296435,-0.06728055448557016,-0.07441771686670026,-0.12780267671512954,0.6031645226034555,,,,,,,,,,,
19,M,-0.07846831020859756,-0.07120430252448529,-0.07403718095775375,-0.07774106380483313,-0.0730055058268321,-0.0728363787561892,-0.0706208141307673,-0.07700536104753652,-0.08775338638689241,-0.06750887603093807,-0.07473905830092176,-0.07392724836183587,0.11571493595004047,19.412597858738714,0.0906587604342958,-0.06448150146643028,-0.075863753320697,-0.07381731576591799,-0.07701381740106868,-0.07280255334206064,-0.07665019419918645,-0.07087450473673165,-0.1287244192501333,0.5062039730038848,,,,,,,,,,,
20,N,-0.07183852903939614,-0.07995662843025501,-0.07226980306953552,-0.07706455552226156,-0.06862511469718116,-0.08293326487356995,-0.06968215888869925,-0.0803540770462658,-0.07137342959512818,-0.08215528034861264,-0.07027410363594937,-0.07853596103685472,-0.023518924956721504,0.13025140767179716,-0.06908175778791698,-0.07785945275428316,-0.08081917649053379,-0.07473905830092176,-0.02893944757082624,-0.07842602844093684,-0.07244738649371055,-0.07057853236310659,-0.12808173638169032,0.5638086532648543,,,,,,,,,,,
21,O,-0.07274335886733561,-0.07430778427078238,-0.06794860641460959,-0.06678162962717363,-0.06835451138415254,-0.0637288860020694,-0.0655470020114805,-0.06988511137347071,-0.07468832017972889,-0.07447691134142527,-0.06759343956625952,-0.07691234115868294,-0.12654268003884,-0.07236282295838911,-0.07946615992539063,-0.07152564395870678,-0.08032025163213723,-0.07177933456467112,-0.07151718760517464,-0.06733129260676303,-0.07247275555430699,-0.06906484508085269,-0.1309907219967481,0.24019245994320998,,,,,,,,,,,
22,P,-0.08519956762018473,-0.08199460963150187,-0.08859902174010686,-0.08950385156804636,-0.08234977647985195,-0.08412561072160235,-0.08287407039884494,-0.08528413115550616,-0.08004964831910862,-0.08617204827638135,-0.08102212897530525,-0.07477288371505034,-0.08354212232788435,-0.07265033897848203,-0.07429932791725023,-0.07664173784565431,-0.07506039973514327,-0.07239664837251768,-0.07373275223059654,-0.07641341630028639,-0.07194846163531401,-0.07374966493766083,-0.12972226896692637,0.34962613100269413,,,,,,,,,,,
23,Basic,assay,information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,Assay,ID,,,,,,2680,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,Assay,Started,,,,,,7/7/2023,6,46,05,PM,,,,,,,,,,,,,,,,,,,,,,,,
26,Assay,Finished,,,,,,7/7/2023,6,47,54,PM,,,,,,,,,,,,,,,,,,,,,,,,
27,Assay,Exported,,,,,,7/7/2023,6,47,54,PM,,,,,,,,,,,,,,,,,,,,,,,,
28,Protocol,ID,,,,,,100188,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,Protocol,Name,,,,,,test,384,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,Serial#,,,,,,"=""1040181""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,Protocol,information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,Protocol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,Protocol,name,,,,test,384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,Number,of,assay,repeats,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,Start,assay,repeat,each,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,Number,of,plate,repeats,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,Start,plate,repeat,each,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,Is,label,meas.,height,used,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,Height,of,measurement,,,,6.5,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,Is,gripper,height,used,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,Gripper,height,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,Mode,of,measurement,,,,By,Rows,,bi-directional,,,,,,,,,,,,,,,,,,,,,,,,,,
43,Rotated,plate,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,Soft,move,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,Protocol,notes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,Plate,type,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,Name,of,the,plate,type,,,,384,Greiner,,,,,,,,,,,,,,,,,,,,,,,,,,
48,Number,of,rows,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,Number,of,columns,,,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,Number,of,the,wells,in,the,plate,,,,384,,,,,,,,,,,,,,,,,,,,,,,,,
51,Height,of,the,plate,,,,10.12,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,Coordinates,of,corners,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,384,Greiner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,12,mm,x---------------------------------------------------------,x,115.5,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,12,mm,x---------------------------------------------------------,x,115.5,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,Platemap,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,Plate,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,Group,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,,01,02,03,04,05,06,07,08,09,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,,,,,,,,,,,
60,A,UNK1,,,UNK17,,UNK33,,UNK49,,UNK65,,UNK81,,UNK97,,UNK113,UNK129,UNK145,UNK161,UNK177,UNK193,UNK209,UNK225,UNK241,UNK257,UNK273,UNK289,UNK305,UNK321,UNK337,UNK353,UNK369,,,
61,B,UNK2,,,UNK18,,UNK34,,UNK50,,UNK66,,UNK82,,UNK98,,UNK114,UNK130,UNK146,UNK162,UNK178,UNK194,UNK210,UNK226,UNK242,UNK258,UNK274,UNK290,UNK306,UNK322,UNK338,UNK354,UNK370,,,
62,C,UNK3,,,UNK19,,UNK35,,UNK51,,UNK67,,UNK83,,UNK99,,UNK115,UNK131,UNK147,UNK163,UNK179,UNK195,UNK211,UNK227,UNK243,UNK259,UNK275,UNK291,UNK307,UNK323,UNK339,UNK355,UNK371,,,
63,D,UNK4,,,UNK20,,UNK36,,UNK52,,UNK68,,UNK84,,UNK100,UNK116,UNK132,UNK148,UNK164,UNK180,UNK196,UNK212,UNK228,UNK244,UNK260,UNK276,UNK292,UNK308,UNK324,UNK340,UNK356,UNK372,,,,
64,E,UNK5,,,UNK21,,UNK37,,UNK53,,UNK69,,UNK85,,UNK101,UNK117,UNK133,UNK149,UNK165,UNK181,UNK197,UNK213,UNK229,UNK245,UNK261,UNK277,UNK293,UNK309,UNK325,UNK341,UNK357,UNK373,,,,
65,F,UNK6,,,UNK22,,UNK38,,UNK54,,UNK70,,UNK86,,UNK102,UNK118,UNK134,UNK150,UNK166,UNK182,UNK198,UNK214,UNK230,UNK246,UNK262,UNK278,UNK294,UNK310,UNK326,UNK342,UNK358,UNK374,,,,
66,G,UNK7,,,UNK23,,UNK39,,UNK55,,UNK71,,UNK87,,UNK103,UNK119,UNK135,UNK151,UNK167,UNK183,UNK199,UNK215,UNK231,UNK247,UNK263,UNK279,UNK295,UNK311,UNK327,UNK343,UNK359,UNK375,,,,
67,H,UNK8,,,UNK24,,UNK40,,UNK56,,UNK72,,UNK88,,UNK104,UNK120,UNK136,UNK152,UNK168,UNK184,UNK200,UNK216,UNK232,UNK248,UNK264,UNK280,UNK296,UNK312,UNK328,UNK344,UNK360,UNK376,,,,
68,I,UNK9,,,UNK25,,UNK41,,UNK57,,UNK73,,UNK89,,UNK105,UNK121,UNK137,UNK153,UNK169,UNK185,UNK201,UNK217,UNK233,UNK249,UNK265,UNK281,UNK297,UNK313,UNK329,UNK345,UNK361,UNK377,,,,
69,J,UNK10,,UNK26,,UNK42,,UNK58,,UNK74,,UNK90,,UNK106,UNK122,UNK138,UNK154,UNK170,UNK186,UNK202,UNK218,UNK234,UNK250,UNK266,UNK282,UNK298,UNK314,UNK330,UNK346,UNK362,UNK378,,,,,
70,K,UNK11,,UNK27,,UNK43,,UNK59,,UNK75,,UNK91,,UNK107,UNK123,UNK139,UNK155,UNK171,UNK187,UNK203,UNK219,UNK235,UNK251,UNK267,UNK283,UNK299,UNK315,UNK331,UNK347,UNK363,UNK379,,,,,
71,L,UNK12,,UNK28,,UNK44,,UNK60,,UNK76,,UNK92,,UNK108,UNK124,UNK140,UNK156,UNK172,UNK188,UNK204,UNK220,UNK236,UNK252,UNK268,UNK284,UNK300,UNK316,UNK332,UNK348,UNK364,UNK380,,,,,
72,M,UNK13,,UNK29,,UNK45,,UNK61,,UNK77,,UNK93,,UNK109,UNK125,UNK141,UNK157,UNK173,UNK189,UNK205,UNK221,UNK237,UNK253,UNK269,UNK285,UNK301,UNK317,UNK333,UNK349,UNK365,UNK381,,,,,
73,N,UNK14,,UNK30,,UNK46,,UNK62,,UNK78,,UNK94,,UNK110,UNK126,UNK142,UNK158,UNK174,UNK190,UNK206,UNK222,UNK238,UNK254,UNK270,UNK286,UNK302,UNK318,UNK334,UNK350,UNK366,UNK382,,,,,
74,O,UNK15,,UNK31,,UNK47,,UNK63,,UNK79,,UNK95,,UNK111,UNK127,UNK143,UNK159,UNK175,UNK191,UNK207,UNK223,UNK239,UNK255,UNK271,UNK287,UNK303,UNK319,UNK335,UNK351,UNK367,UNK383,,,,,
75,P,UNK16,,UNK32,,UNK48,,UNK64,,UNK80,,UNK96,,UNK112,UNK128,UNK144,UNK160,UNK176,UNK192,UNK208,UNK224,UNK240,UNK256,UNK272,UNK288,UNK304,UNK320,UNK336,UNK352,UNK368,UNK384,,,,,
76,UNK,-,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,Calculations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,No,calculations.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,Auto,export,parameters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,Export,format,,,,Plate2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,Include,basic,assay,information,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,Place,assay,information,at,,,,End,of,file,,,,,,,,,,,,,,,,,,,,,,,,,,
83,Include,basic,plate,information,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,Place,plate,information,at,,,,Beginning,of,plate,,,,,,,,,,,,,,,,,,,,,,,,,,
85,Include,protocol,information,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,Protocol,info,level,,,,Large,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,Include,error,and,warning,information,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,Include,background,information,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,Add,plate,number,to,the,file,name,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,
90,Each,plate,to,separate,file,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,Field,separator,to,use,,,,System,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,File,name,format,,,,C,\Users\HTSF,User\Desktop\PMM2,Screen\26.csv,,,,,,,,,,,,,,,,,,,,,,,,,,
93,Operations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,Plate,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,Group,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,Measurement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,Label,,,,Pingping,US,LUM,384,(cps)(1),,,,,,,,,,,,,,,,,,,,,,,,,,,
98,Labels,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,Pingping,US,LUM,384,(cps),,,,7000023,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,Measurement,height,,,,0,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,Measurement,time,,,,0.1,s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,CT,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,Aperture,,,,384,Plate,US,Luminescence,aperture,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,Last,edited,,,,5/17/2023,12,23,27,PM,,,,,,,,,,,,,,,,,,,,,,,,,,
105,Last,edited,by,,,,EnVision,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,Factory,preset,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,Aperture,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,384,Plate,US,Luminescence,aperture,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,Height,,,,4.2,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,Diameter,,,,3.7,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,Description,,,,Can,also,be,used,in,96,plate,,,,,,,,,,,,,,,,,,,,,,,,,
112,Last,edited,,,,1/28/2020,2,54,35,PM,,,,,,,,,,,,,,,,,,,,,,,,,,
113,Last,edited,by,,,,Installation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,Factory,preset,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,Instrument,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,Serial,number,,,,1040181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,Nickname,,,,EnVision,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,Normalization,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,Assay,notifications,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,WARNING,,Warning,while,loading,plate.,Stacker,out,of,plates.,Plate,1,Plate,Repeat,1,Well,P01,,,,,,,,,,,,,,,,,,,
121,Exported,with,EnVision,Workstation,version,1.14.3049.528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
