,Unnamed: 0.1,Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Plate,information
10,10,D,-0.10012905095354808,-0.18202753011836897,-0.20339235077006135,-0.22119636797980508,-0.2105139576539589,-0.19270994044421516,-0.2105139576539589,-0.2390003851895487,-0.16066270946667657,-0.27460841960903604,-0.15710190602472782,-0.20339235077006135,-0.15354110258277906,-0.20339235077006135,-0.16422351290862525,-0.18558833356031773,-0.17490592323447154,-0.24612199207344623,-0.1998315473281126,-0.1891491370022664,-0.167784316350574,-0.2390003851895487,-0.8372153634369361,3.952065265984112,,,,,,,,,,,
11,11,E,-0.13217628193108666,-0.14285869225693287,-0.2283179748637025,-0.1998315473281126,-0.21763556453785632,-0.19270994044421516,-0.1998315473281126,-0.17134511979252276,-0.20339235077006135,-0.16066270946667657,-0.19627074388616392,-0.1891491370022664,-0.2105139576539589,-0.18558833356031773,-0.21407476109590753,-0.16066270946667657,-0.22475717142175375,-0.17490592323447154,-0.24256118863149745,-0.1499802991408304,-0.2639260092831898,-0.2639260092831898,-0.8300937565530386,4.560962654557346,,,,,,,,,,,
12,12,F,-0.11437226472134304,-0.18558833356031773,-0.12505467504718923,-0.19627074388616392,-0.167784316350574,-0.17846672667642022,-0.17490592323447154,-0.1998315473281126,-0.18558833356031773,-0.23543958174759994,-0.17134511979252276,-0.19627074388616392,-0.21763556453785632,-0.17846672667642022,-0.15354110258277906,-0.1998315473281126,-0.17134511979252276,-0.20339235077006135,-0.19270994044421516,-0.26748681272513863,-0.17490592323447154,-0.24256118863149745,-0.8122897393432951,4.04464615547478,,,,,,,,,,,
13,13,G,-0.11793306816329172,-0.1286154784891379,-0.16422351290862525,-0.05739940965016322,-0.14641949569888163,-0.13217628193108666,-0.167784316350574,-0.18558833356031773,-0.24612199207344623,-0.17134511979252276,-0.21407476109590753,-0.18558833356031773,-0.25324359895734366,-0.22119636797980508,-0.22475717142175375,-0.2283179748637025,0.16693120719260704,-0.19627074388616392,-0.2390003851895487,-0.15710190602472782,-0.22475717142175375,-0.167784316350574,-0.8229721496691412,4.6749083646997045,,,,,,,,,,,
14,14,H,-0.01466976834677844,-0.0787642303018557,-0.01466976834677844,-0.13573708537303542,-0.12505467504718923,-0.18202753011836897,-0.16066270946667657,-0.21763556453785632,-0.19627074388616392,-0.22119636797980508,-0.17490592323447154,-0.17846672667642022,-0.2283179748637025,-0.23543958174759994,-0.16422351290862525,-0.26036520584124107,-0.23187877830565126,-0.20339235077006135,-0.2105139576539589,-0.1998315473281126,-0.12149387160524047,-0.24256118863149745,-0.8051681324593976,4.26897677231755,,,,,,,,,,,
15,15,I,-0.11793306816329172,-0.003987358020932246,-0.09656824751159933,-0.021791375230675963,-0.09300744406965056,-0.14285869225693287,-0.167784316350574,-0.17490592323447154,-0.20339235077006135,-0.2069531542120101,-0.15354110258277906,-0.18558833356031773,-0.1998315473281126,-0.2069531542120101,-0.22475717142175375,-0.15710190602472782,-0.2283179748637025,-0.1998315473281126,-0.21763556453785632,-0.16422351290862525,-0.15710190602472782,-0.12149387160524047,-0.8158505427852437,5.219711291317862,,,,,,,,,,,
16,16,J,0.01381665918881147,-0.07520342685990693,-0.05027780276626578,-0.10725065783744551,-0.10012905095354808,-0.15354110258277906,-0.15710190602472782,-0.6947832257589868,-0.1891491370022664,-0.22475717142175375,-0.19627074388616392,-0.21763556453785632,-0.14285869225693287,-0.16422351290862525,-0.2105139576539589,-0.24612199207344623,-0.16422351290862525,-0.17490592323447154,-0.20339235077006135,-0.24612199207344623,-0.11793306816329172,-0.17846672667642022,-0.7909249186916025,4.863630947122988,,,,,,,,,,,
17,17,K,-0.003987358020932246,0.017377462630760142,-0.07164262341795817,-0.07520342685990693,-0.13217628193108666,-0.17846672667642022,-0.19627074388616392,-0.1499802991408304,-0.2283179748637025,-0.1891491370022664,-0.21763556453785632,-0.13573708537303542,-0.15354110258277906,-0.18202753011836897,-0.22119636797980508,-0.1499802991408304,-0.21763556453785632,-0.16422351290862525,-0.2105139576539589,-0.10725065783744551,-0.1392978888149842,-0.06808181997600941,-0.8194113462271924,5.216150487875913,,,,,,,,,,,
18,18,L,-0.025352178672624636,-0.05027780276626578,-0.13573708537303542,-0.16422351290862525,-0.17490592323447154,-0.2069531542120101,-0.17846672667642022,-0.21763556453785632,-0.22475717142175375,-0.22475717142175375,-0.14641949569888163,-0.2283179748637025,-0.2069531542120101,-0.21407476109590753,-0.19270994044421516,-0.13217628193108666,-0.21763556453785632,-0.2069531542120101,-0.18558833356031773,-0.2105139576539589,-0.07520342685990693,-0.17846672667642022,-0.8229721496691412,5.19478566722422,,,,,,,,,,,
19,19,M,-0.15354110258277906,-0.10012905095354808,-0.167784316350574,-0.12149387160524047,-0.18202753011836897,-0.167784316350574,-0.16422351290862525,-0.17134511979252276,-0.2781692230509848,-0.20339235077006135,-0.18558833356031773,-0.18558833356031773,-0.2105139576539589,-0.15354110258277906,-0.17490592323447154,-0.17846672667642022,-0.24256118863149745,-0.19627074388616392,-0.23187877830565126,-0.1392978888149842,-0.18558833356031773,-0.11081146127939427,-0.8122897393432951,5.411994677183093,,,,,,,,,,,
20,20,N,-0.05027780276626578,-0.1392978888149842,-0.1286154784891379,-0.17490592323447154,-0.19627074388616392,-0.16066270946667657,-0.16422351290862525,-0.22475717142175375,-0.1998315473281126,-0.24968279551539488,-0.1998315473281126,-0.21763556453785632,-0.19270994044421516,-0.2105139576539589,-0.21407476109590753,-0.1998315473281126,-0.18558833356031773,-0.17134511979252276,-0.14641949569888163,-0.2283179748637025,-0.13217628193108666,-0.12505467504718923,-0.8158505427852437,4.692712381909448,,,,,,,,,,,
21,21,O,-0.14641949569888163,-0.09300744406965056,-0.21763556453785632,-0.167784316350574,-0.2105139576539589,-0.16066270946667657,-0.18558833356031773,-0.17490592323447154,-0.167784316350574,-0.17134511979252276,-0.21763556453785632,-0.2069531542120101,-0.17490592323447154,-0.17490592323447154,-0.22119636797980508,-0.1499802991408304,-0.1998315473281126,-0.09656824751159933,-0.15710190602472782,-0.16422351290862525,-0.16422351290862525,-0.10012905095354808,-0.8087289359013462,5.639886097467811,,,,,,,,,,,
22,22,P,-0.1499802991408304,-0.21407476109590753,-0.22119636797980508,-0.2390003851895487,-0.16066270946667657,-0.26748681272513863,-0.17490592323447154,-0.2959732402607284,-0.18558833356031773,-0.26036520584124107,-0.17134511979252276,-0.24968279551539488,-0.16422351290862525,-0.2283179748637025,-0.1998315473281126,-0.2069531542120101,-0.1891491370022664,-0.18558833356031773,-0.14641949569888163,-0.17846672667642022,-0.11793306816329172,-0.13217628193108666,-0.8122897393432951,4.503989799486166,,,,,,,,,,,
23,23,Basic,assay,information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,24,Assay,ID,,,,,,2628,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,25,Assay,Started,,,,,,7/7/2023,3,29,08,PM,,,,,,,,,,,,,,,,,,,,,,,,
26,26,Assay,Finished,,,,,,7/7/2023,3,30,58,PM,,,,,,,,,,,,,,,,,,,,,,,,
27,27,Assay,Exported,,,,,,7/7/2023,3,30,58,PM,,,,,,,,,,,,,,,,,,,,,,,,
28,28,Protocol,ID,,,,,,100188,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,29,Protocol,Name,,,,,,test,384,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,30,Serial#,,,,,,"""=""""1040181""""""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,31,Protocol,information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,32,Protocol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,33,Protocol,name,,,,test,384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,34,Number,of,assay,repeats,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,35,Start,assay,repeat,each,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,36,Number,of,plate,repeats,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,37,Start,plate,repeat,each,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,38,Is,label,meas.,height,used,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,39,Height,of,measurement,,,,6.5,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,40,Is,gripper,height,used,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,41,Gripper,height,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,42,Mode,of,measurement,,,,By,Rows,,bi-directional,,,,,,,,,,,,,,,,,,,,,,,,,,
43,43,Rotated,plate,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,44,Soft,move,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,45,Protocol,notes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,46,Plate,type,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,47,Name,of,the,plate,type,,,,384,Greiner,,,,,,,,,,,,,,,,,,,,,,,,,,
48,48,Number,of,rows,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,49,Number,of,columns,,,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,50,Number,of,the,wells,in,the,plate,,,,384,,,,,,,,,,,,,,,,,,,,,,,,,
51,51,Height,of,the,plate,,,,10.12,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,52,Coordinates,of,corners,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,53,384,Greiner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,54,12,mm,x---------------------------------------------------------,x,115.5,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,55,12,mm,x---------------------------------------------------------,x,115.5,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,56,Platemap,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,57,Plate,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,58,Group,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,59,,01,02,03,04,05,06,07,08,09,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,,,,,,,,,,,
60,60,A,UNK1,,,UNK17,,UNK33,,UNK49,,UNK65,,UNK81,,UNK97,,UNK113,UNK129,UNK145,UNK161,UNK177,UNK193,UNK209,UNK225,UNK241,UNK257,UNK273,UNK289,UNK305,UNK321,UNK337,UNK353,UNK369,,,
61,61,B,UNK2,,,UNK18,,UNK34,,UNK50,,UNK66,,UNK82,,UNK98,,UNK114,UNK130,UNK146,UNK162,UNK178,UNK194,UNK210,UNK226,UNK242,UNK258,UNK274,UNK290,UNK306,UNK322,UNK338,UNK354,UNK370,,,
62,62,C,UNK3,,,UNK19,,UNK35,,UNK51,,UNK67,,UNK83,,UNK99,,UNK115,UNK131,UNK147,UNK163,UNK179,UNK195,UNK211,UNK227,UNK243,UNK259,UNK275,UNK291,UNK307,UNK323,UNK339,UNK355,UNK371,,,
63,63,D,UNK4,,,UNK20,,UNK36,,UNK52,,UNK68,,UNK84,,UNK100,UNK116,UNK132,UNK148,UNK164,UNK180,UNK196,UNK212,UNK228,UNK244,UNK260,UNK276,UNK292,UNK308,UNK324,UNK340,UNK356,UNK372,,,,
64,64,E,UNK5,,,UNK21,,UNK37,,UNK53,,UNK69,,UNK85,,UNK101,UNK117,UNK133,UNK149,UNK165,UNK181,UNK197,UNK213,UNK229,UNK245,UNK261,UNK277,UNK293,UNK309,UNK325,UNK341,UNK357,UNK373,,,,
65,65,F,UNK6,,,UNK22,,UNK38,,UNK54,,UNK70,,UNK86,,UNK102,UNK118,UNK134,UNK150,UNK166,UNK182,UNK198,UNK214,UNK230,UNK246,UNK262,UNK278,UNK294,UNK310,UNK326,UNK342,UNK358,UNK374,,,,
66,66,G,UNK7,,,UNK23,,UNK39,,UNK55,,UNK71,,UNK87,,UNK103,UNK119,UNK135,UNK151,UNK167,UNK183,UNK199,UNK215,UNK231,UNK247,UNK263,UNK279,UNK295,UNK311,UNK327,UNK343,UNK359,UNK375,,,,
67,67,H,UNK8,,,UNK24,,UNK40,,UNK56,,UNK72,,UNK88,,UNK104,UNK120,UNK136,UNK152,UNK168,UNK184,UNK200,UNK216,UNK232,UNK248,UNK264,UNK280,UNK296,UNK312,UNK328,UNK344,UNK360,UNK376,,,,
68,68,I,UNK9,,,UNK25,,UNK41,,UNK57,,UNK73,,UNK89,,UNK105,UNK121,UNK137,UNK153,UNK169,UNK185,UNK201,UNK217,UNK233,UNK249,UNK265,UNK281,UNK297,UNK313,UNK329,UNK345,UNK361,UNK377,,,,
69,69,J,UNK10,,UNK26,,UNK42,,UNK58,,UNK74,,UNK90,,UNK106,UNK122,UNK138,UNK154,UNK170,UNK186,UNK202,UNK218,UNK234,UNK250,UNK266,UNK282,UNK298,UNK314,UNK330,UNK346,UNK362,UNK378,,,,,
70,70,K,UNK11,,UNK27,,UNK43,,UNK59,,UNK75,,UNK91,,UNK107,UNK123,UNK139,UNK155,UNK171,UNK187,UNK203,UNK219,UNK235,UNK251,UNK267,UNK283,UNK299,UNK315,UNK331,UNK347,UNK363,UNK379,,,,,
71,71,L,UNK12,,UNK28,,UNK44,,UNK60,,UNK76,,UNK92,,UNK108,UNK124,UNK140,UNK156,UNK172,UNK188,UNK204,UNK220,UNK236,UNK252,UNK268,UNK284,UNK300,UNK316,UNK332,UNK348,UNK364,UNK380,,,,,
72,72,M,UNK13,,UNK29,,UNK45,,UNK61,,UNK77,,UNK93,,UNK109,UNK125,UNK141,UNK157,UNK173,UNK189,UNK205,UNK221,UNK237,UNK253,UNK269,UNK285,UNK301,UNK317,UNK333,UNK349,UNK365,UNK381,,,,,
73,73,N,UNK14,,UNK30,,UNK46,,UNK62,,UNK78,,UNK94,,UNK110,UNK126,UNK142,UNK158,UNK174,UNK190,UNK206,UNK222,UNK238,UNK254,UNK270,UNK286,UNK302,UNK318,UNK334,UNK350,UNK366,UNK382,,,,,
74,74,O,UNK15,,UNK31,,UNK47,,UNK63,,UNK79,,UNK95,,UNK111,UNK127,UNK143,UNK159,UNK175,UNK191,UNK207,UNK223,UNK239,UNK255,UNK271,UNK287,UNK303,UNK319,UNK335,UNK351,UNK367,UNK383,,,,,
75,75,P,UNK16,,UNK32,,UNK48,,UNK64,,UNK80,,UNK96,,UNK112,UNK128,UNK144,UNK160,UNK176,UNK192,UNK208,UNK224,UNK240,UNK256,UNK272,UNK288,UNK304,UNK320,UNK336,UNK352,UNK368,UNK384,,,,,
76,76,UNK,-,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,77,Calculations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,78,No,calculations.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,79,Auto,export,parameters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,80,Export,format,,,,Plate2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,81,Include,basic,assay,information,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,82,Place,assay,information,at,,,,End,of,file,,,,,,,,,,,,,,,,,,,,,,,,,,
83,83,Include,basic,plate,information,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,84,Place,plate,information,at,,,,Beginning,of,plate,,,,,,,,,,,,,,,,,,,,,,,,,,
85,85,Include,protocol,information,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,86,Protocol,info,level,,,,Large,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,87,Include,error,and,warning,information,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,88,Include,background,information,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,89,Add,plate,number,to,the,file,name,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,
90,90,Each,plate,to,separate,file,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,91,Field,separator,to,use,,,,System,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,92,File,name,format,,,,C,\Users\HTSF,User\Desktop\AFG,Screen\1.csv,,,,,,,,,,,,,,,,,,,,,,,,,,
93,93,Operations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,94,Plate,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,95,Group,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,96,Measurement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,97,Label,,,,Pingping,US,LUM,384,(cps)(1),,,,,,,,,,,,,,,,,,,,,,,,,,,
98,98,Labels,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,99,Pingping,US,LUM,384,(cps),,,,7000023,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,100,Measurement,height,,,,0,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,101,Measurement,time,,,,0.1,s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,102,CT,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,103,Aperture,,,,384,Plate,US,Luminescence,aperture,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,104,Last,edited,,,,5/17/2023,12,23,27,PM,,,,,,,,,,,,,,,,,,,,,,,,,,
105,105,Last,edited,by,,,,EnVision,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,106,Factory,preset,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,107,Aperture,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,108,384,Plate,US,Luminescence,aperture,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,109,Height,,,,4.2,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,110,Diameter,,,,3.7,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,111,Description,,,,Can,also,be,used,in,96,plate,,,,,,,,,,,,,,,,,,,,,,,,,
112,112,Last,edited,,,,1/28/2020,2,54,35,PM,,,,,,,,,,,,,,,,,,,,,,,,,,
113,113,Last,edited,by,,,,Installation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,114,Factory,preset,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,115,Instrument,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,116,Serial,number,,,,1040181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,117,Nickname,,,,EnVision,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,118,Normalization,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,119,Assay,notifications,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,120,WARNING,,Warning,while,loading,plate.,Stacker,out,of,plates.,Plate,1,Plate,Repeat,1,Well,P01,,,,,,,,,,,,,,,,,,,
121,121,Exported,with,EnVision,Workstation,version,1.14.3049.528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
