,Unnamed: 0,Plate information ,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24
85,85,Plate,Label,Result,Signal,Flashes/Time,Meastime,MeasInfo,,,,,,,,,,,,,,,,,,
86,86,2,Jez US LUM 384 (cps),0,512,0.1,00:00:00.000,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),,,,,,,,,,,,,,,,,,
87,87,,,,,,,,,,,,,,,,,,,,,,,,,
88,88,Results for Jez US LUM 384 (cps)(1) - channel 0 (CPS),,,,,,,,,,,,,,,,,,,,,,,,
89,89,,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
90,90,A,-0.423007697541912,-0.28611369950801163,-0.2538149159452711,-0.3282524509826732,-0.11108982581541754,-0.21573059569357708,-0.2164139267985716,-0.37986672711325853,-0.5253706970700897,-0.15413968543007184,-0.05469223194987061,-0.15664523281505172,-0.2856581454380153,-0.6532902799250621,-0.20060620056969847,-0.2764559532240893,-0.38004894874125705,-0.14675970949613112,-0.22730166907148405,-0.14539304728614208,-0.395993341191129,-0.2047517426066652,3.3971776226334,2.4297629995891716
91,91,B,-0.29508811468693946,-0.2976392174789191,-0.26483932443918257,-0.20233730603568456,-0.10138652412449561,-0.1352341915252237,-0.20438729935066816,-0.0010735179113013377,-0.3390035270345868,-0.14029084170218303,-0.144527494553149,-0.12229645593732764,-0.4538487080806643,-0.6646791316749706,-0.003579065296281227,-0.2596915634482238,-0.28315259805303544,-0.18666624602781054,-0.27417818287410745,-0.2696681975811437,-0.30383475283086925,-0.3236969102827097,3.274633577804385,2.7507919527155926
92,92,C,-0.528195132304067,-0.15076858531209889,-0.05013669124990727,-0.20493396423466373,-0.19495733010174388,-0.048451141190920734,-0.08931434126959246,-0.13063309541826065,-0.6987545761106968,-0.06626330532777774,-0.2267550041874885,-0.2040228560946711,-1.0897566343885559,-0.4700208775655343,-0.2691670881041478,-0.45758425145463427,-0.12275201000732394,-0.25540935519025826,-0.3399601905815791,-0.34797794221351463,-0.3521234842504814,-0.14019973088818377,3.8499528128027634,2.900031466046394
93,93,D,-0.38975225043217915,-0.31513249376677843,-0.20288397091968027,-0.21960280528854587,-0.12644199797429423,-0.2047517426066652,-0.0999287511005073,0.04994853792828878,-0.1711774076479349,-0.1770996105578873,-0.10712650540644948,-0.10206985522949,-0.08225325318464925,-0.45799425011763084,-0.10972316360542864,-0.16785186293696167,-0.36009568047541735,-0.328389117203672,-0.26124044728621143,-0.19245178271676397,-0.3175469303377591,-0.3579545763464345,3.775196389916364,2.964492366950876
94,94,E,-0.3015569824808876,-0.30483697178486124,-0.23982940599638336,-0.17705405515088773,-0.15874078153703486,-0.1970984342307267,-0.11774091523736416,-0.07569327457670189,-0.20657395888665056,-1.1159509934133456,-0.26461154740418436,-0.09104544673557857,-0.20238286144268428,-0.6412180970701591,-0.1467141540891314,-0.07437216777371254,-0.47462197367249737,-0.1509508069400974,-0.5553917102828485,-0.18224737154884604,-0.20529840749066078,-0.24784715762831905,3.642083490663433,2.9682279103248463
95,95,F,-0.37512896478529656,-0.29727477422292203,-0.17600628078989616,-0.30187587032988505,-0.16038077618902172,-1.0426523435509343,-0.10566873238246116,-0.18488958515482476,-0.45690092034963975,-0.2718548571171262,-0.2478927130353186,-0.21659614842657013,-0.8345096889696064,-0.3304391105186556,-0.2119494969126074,-0.1098142744194279,-0.45111538366068615,-0.2508538144902949,-0.5161685048561636,-0.3212369183047295,-0.4315721140578432,-0.26857486781315254,4.005023418229517,2.9037214540133642
96,96,G,-0.43653765342080325,-0.24620716297633222,-0.23254054087644194,-0.3515768193664858,-0.37244119577231816,-0.04617337084093907,-0.23563830855241708,-1.1360864833071838,-0.37098342274832985,-0.8044886757568476,-0.23937385192638708,-0.23290498413243912,-0.41316772962999104,-0.2985958810259114,-0.21204060772660666,-0.20311174795467837,-0.34437906506054367,-0.4049677563700569,-0.2530860294332769,-0.329391336157664,-0.3589112398934268,-0.37927450682226327,3.9397880754060415,2.968410131952845
97,97,H,-0.4424598563307557,-0.24187939931136695,-0.2298527718634635,-0.20247397225668354,-0.4086121889300276,-0.11815091390036091,-0.23386164767943143,-1.0307168269170301,-0.30561141370385503,-0.26903042188314885,-0.616709288104356,-1.0834699882226064,-0.44068319545777,-0.3316691065076457,-0.14935636769511013,-0.31745581952375984,-0.40724552672003855,-0.28538481299601753,-0.25878045530823124,-0.6346125630552122,-0.4068810834640415,-0.16744186427396493,3.567144846149035,2.950005747524993
98,98,I,-0.5272840241640743,-0.4048310901490579,-0.22247279592952282,-0.15741967473404536,-0.4380865372587909,-0.24365606018435276,-0.26019267292521986,-0.2941770065469469,-0.3925311302591568,-0.15104191775409667,-0.2323583192484434,-0.24092273576437465,-0.21422726726258906,-0.05246001700688864,-0.27700261810808485,-0.20224619522168533,-0.32110025208373055,-0.4536664864526656,-0.30451808393586377,-0.3521690396574809,-0.23577497477341605,-0.3513490423314876,3.7653564220044426,2.8914214941234633
99,99,J,-0.3836933813012278,-0.2528126969912791,-0.45362093104566603,-0.292035902417964,-0.38296449478923356,-0.3329446579036355,-0.08917767504859365,-0.1611096627010158,-0.27340374095511366,-0.3581823533814327,-0.18247514858384412,-0.32752356447067893,-0.2314472111084508,-0.2687115340341514,-0.059794437533829646,0.03295637111742526,-0.38879558688518684,-0.2998258770149015,-0.20147175330269151,-0.3110325071368114,-0.40656219561504403,-0.3285257834246709,3.5771670356889547,3.0049455683665514
100,100,K,-0.4241921381239025,-0.36374011303538806,-0.3589567953004265,-0.20188175196568828,-0.31522360458077786,-0.12931198861527116,-0.1526819124060835,-0.22192613104552725,-0.2542704700152674,-0.32629356848168883,-0.04763114386492738,-0.07482772184370884,-0.31818470603575405,-0.11569092192238058,-0.05788111043984502,-0.1534107989180776,-0.21823614307855696,-0.3103491760318169,-0.6188048368263391,-0.34797794221351463,-0.32260358051471855,-0.2864325873570091,3.7764719413123533,2.902172570175377
101,101,L,-0.36784009966535514,-0.1258497776832991,-0.2630171081591972,-0.23595719640141458,-0.21144838743561137,-0.1610641072940161,-0.3416912960475652,-0.05697000229985241,-0.09760542534352593,-0.18766846498180242,-0.9543659647856435,-0.12261534378632498,-0.3952188992721352,-0.1677607521229624,-0.0771966030076899,-0.17696294433688847,-0.3981344453201117,-0.21718836871756525,-0.2901225753239794,-0.2204683580215389,-0.2576415701332404,-0.2898036874749819,3.283835770018311,2.9167958558222593
102,102,M,-0.3670656577463613,-0.20397730068767142,-0.15924189101403072,-0.26315377438019605,-0.6336103441012202,-1.0629700550727712,-0.47562419262648936,-0.23855385460039372,-0.22238168511552356,-0.3024680906208802,-0.25244825373528207,-0.2282583326184764,-0.20074286679069744,-0.13199975762824956,-0.28483814811202185,-0.2614226689142099,-0.2598282296692228,-0.2575049039122414,-0.30283253387687736,-0.34606461511953,-0.48910859309838095,-0.33886686081358786,3.8442583869278093,2.8602615957357136
103,103,N,-0.27495262479310123,-0.2852025913680189,-0.2139083794135917,-0.2119494969126074,-0.18935401504078897,-0.2882092482299948,-0.33526798366061683,-0.13072420623225992,-0.03369118932303932,-0.2054806291186593,-1.0028824732402537,-0.17104074142693595,-0.3428757366295556,-0.27859705735307194,-0.1733640671839173,0.045256331007326484,-0.23226720843444415,-0.22980721645646396,-0.2893936888119853,-0.14944747850910953,-0.29964365538690296,-0.3446523975025414,3.36109774028969,2.8522893995107776
104,104,O,-0.3277968969126767,-0.3066591880648466,-0.3107591746948136,-0.13240975629124632,-0.29071479561497465,-0.254316025422267,-0.2535871389102729,-0.09491765633054752,-0.09655765098253435,-0.3200069223157394,-0.34656572459652607,-1.0234735172040885,-0.5485583992329034,-0.2781415032830757,-0.01742790902417003,-0.2708981935701339,-0.13637307670021453,-0.18921734881979,-0.395492231714133,-0.3732611930983116,-0.44870094708970554,-0.27900705601606873,3.095418606667825,2.7979873543672134
105,105,P,-0.45011316470669416,-0.3356324269166139,-0.2918536807899655,-0.23841718837939477,-0.29727477422292203,-0.34378684476954835,-0.943979331989727,-0.22734722447848377,-0.31595249109277196,-0.3133102774867931,-0.30087365137589306,-0.43284766545383285,-0.3895700288041806,-0.27754928299208037,-0.18397847701483214,-0.2064372926656516,-0.44332540906374873,-0.45685536494264,-0.38123338932324746,-0.31522360458077786,-0.3449257299445392,-0.21199505231960708,3.4191353288072244,2.8139317468170852
106,106,,,,,,,,,,,,,,,,,,,,,,,,,
107,107,Plate information ,,,,,,,,,,,,,,,,,,,,,,,,
108,108,Plate,Repeat,Barcode,Measured height,Chamber temperature at start,Chamber temperature at end,Humidity at start,Humidity at end,Ambient temperature at start,Ambient temperature at end,Formula,Measurement date,,,,,,,,,,,,,
109,109,3,1,5037,,,,,,,,Calc 1: Z' = 1 - ((3 * SD(High) + 3 * SD(Low)) / Abs(Avg(High) - Avg(Low))) where Label: Jez US LUM 384 (cps)(1) channel 1  High = Z_High  Low = Z_Low,5/26/2023 7:08:39 PM,,,,,,,,,,,,,
110,110,,,,,,,,,,,,,,,,,,,,,,,,,
111,111,Background information,,,,,,,,,,,,,,,,,,,,,,,,
112,112,Plate,Label,Result,Signal,Flashes/Time,Meastime,MeasInfo,,,,,,,,,,,,,,,,,,
113,113,3,Jez US LUM 384 (cps),0,552,0.1,00:00:00.000,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),,,,,,,,,,,,,,,,,,
114,114,,,,,,,,,,,,,,,,,,,,,,,,,
115,115,Calculated results: Calc 1: Z' = 1 - ((3 * SD(High) + 3 * SD(Low)) / Abs(Avg(High) - Avg(Low))) where Label: Jez US LUM 384 (cps)(1) channel 1  High = Z_High  Low = Z_Low,,,,,,,,,,,,,,,,,,,,,,,,
116,116,,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
117,117,A,0.6090619716,0.6090619716,,,,,,,,,,,,,,,,,,,,,0.6090619716,0.6090619716
118,118,B,0.6090619716,0.6090619716,,,,,,,,,,,,,,,,,,,,,0.6090619716,0.6090619716
119,119,C,0.6090619716,0.6090619716,,,,,,,,,,,,,,,,,,,,,0.6090619716,0.6090619716
120,120,D,0.6090619716,0.6090619716,,,,,,,,,,,,,,,,,,,,,0.6090619716,0.6090619716
121,121,E,0.6090619716,0.6090619716,,,,,,,,,,,,,,,,,,,,,0.6090619716,0.6090619716
122,122,F,0.6090619716,0.6090619716,,,,,,,,,,,,,,,,,,,,,0.6090619716,0.6090619716
123,123,G,0.6090619716,0.6090619716,,,,,,,,,,,,,,,,,,,,,0.6090619716,0.6090619716
124,124,H,0.6090619716,0.6090619716,,,,,,,,,,,,,,,,,,,,,0.6090619716,0.6090619716
125,125,I,0.6090619716,0.6090619716,,,,,,,,,,,,,,,,,,,,,0.6090619716,0.6090619716
126,126,J,0.6090619716,0.6090619716,,,,,,,,,,,,,,,,,,,,,0.6090619716,0.6090619716
127,127,K,0.6090619716,0.6090619716,,,,,,,,,,,,,,,,,,,,,0.6090619716,0.6090619716
128,128,L,0.6090619716,0.6090619716,,,,,,,,,,,,,,,,,,,,,0.6090619716,0.6090619716
