,Unnamed: 0,Plate information ,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31
91,91,B,-0.2384349498731359,-0.22063078691910587,-0.21617974618059835,-0.2044957642420161,-0.2178488864575387,-0.2167361262729118,-0.2100595651651505,-0.22174354710373276,-0.19392454248806082,-0.219518026734479,-0.21172870544209083,-0.20616490451895642,-0.1894735017495533,-0.2100595651651505,-0.20783404479589676,-0.19002988184186673,-0.21228508553440428,-0.22675096793455368,-0.19670644294962797,-0.21729250636522524,-0.22396906747298653,-0.2506753119040316,-0.3419216470434356,4.6983256092240095,,C13,Clotrimazole,,E10,Gentian Violet,
92,92,C,-0.22396906747298653,-0.22396906747298653,-0.23732218968850902,-0.2033830040573892,-0.20783404479589676,-0.23342752904231495,-0.2044957642420161,-0.20950318507283708,-0.2534572123655988,-0.1922554022111205,-0.21172870544209083,-0.19336816239574736,-0.05649865968664133,-0.20616490451895642,-0.17389485916477695,-0.20060110359582206,-0.22730734802686714,-0.19002988184186673,-0.19670644294962797,-0.19781920313425486,-0.23287114895000155,-0.22730734802686714,-0.3352450859356743,4.575921988915053,,F06,Terconazole,,,,
93,93,D,-0.20783404479589676,-0.1755639994417173,-0.19281178230343393,-0.17333847907246352,-0.22007440682679244,-0.19336816239574736,-0.21061594525746397,-0.1866916012879861,-0.1866916012879861,-0.1816841804571651,-0.19670644294962797,-0.2083904248882102,-0.2033830040573892,-0.26736671467343476,-0.2033830040573892,-0.20616490451895642,-0.23509666931925527,-0.20282662396507584,-0.22285630728835965,-0.21339784571903114,-0.22508182765761342,-0.22897648830380746,-0.3374706063049281,4.700551129593263,,G04,Haloperidol,,,,
94,94,E,-0.2100595651651505,-0.20282662396507584,-0.2083904248882102,-0.18613522119567263,-0.17111295870320978,-0.19559368276500114,-0.17055657861089635,-0.17612037953403073,-0.20227024387276238,-0.30965160168925615,-0.2150669859959715,-0.1922554022111205,-0.20004472350350863,-0.22563820774992682,-0.1855788411033592,-0.1755639994417173,-0.20282662396507584,-0.19448092258037425,-0.1922554022111205,-0.22730734802686714,-0.1839097008264189,-0.23732218968850902,-0.33635784612030123,4.8925022614414,,H08,Clioquinol,,,,
95,95,F,-0.21729250636522524,-0.20894680498052362,-0.20282662396507584,-0.20950318507283708,-0.17500761934940384,-0.11380580919492556,-0.1744512392570904,-0.19893196331888174,-0.20171386378044895,-0.19781920313425486,-0.18780436147261295,-0.20672128461126987,-0.20227024387276238,-0.17389485916477695,-0.19169902211880704,-0.18057142027253822,-0.18057142027253822,-0.20060110359582206,-0.22730734802686714,-0.19893196331888174,-0.219518026734479,-0.23620942950388216,-0.33802698639724155,4.7678731207631895,,O12,Miconazole,,,,
96,96,G,-0.22675096793455368,-0.20560852442664299,-0.21339784571903114,-0.12548979113350778,-0.20060110359582206,-0.1866916012879861,-0.1866916012879861,-0.1610981170415679,-0.22063078691910587,-0.15219603556455286,-0.18502246101104577,-0.1789022799955979,-0.21451060590365803,-0.20393938414970267,-0.20616490451895642,-0.1894735017495533,-0.19002988184186673,-0.17834589990328448,-0.16944381842626946,-0.2139542258113446,-0.22285630728835965,-0.23732218968850902,-0.3402525067664953,4.757858279101548,,,,,,,
97,97,H,-0.19726282304194143,-0.19281178230343393,-0.1839097008264189,-0.2011574836881355,-0.19781920313425486,-0.1883607415649264,-0.20004472350350863,-0.13160997214895562,-0.1610981170415679,-0.17945866008791136,-0.2178488864575387,-0.3452599275973162,-0.16221087722619473,-0.17166933879552324,-0.159985356856941,-0.18613522119567263,-0.19281178230343393,-0.1883607415649264,-0.18057142027253822,-0.1866916012879861,-0.1789022799955979,-0.23287114895000155,-0.3402525067664953,4.736159455501324,,,,,,,
98,98,I,-0.21896164664216555,-0.20393938414970267,-0.16554915778007537,-0.15942897676462758,-0.18613522119567263,-0.17834589990328448,-0.1800150401802248,-0.18891712165723984,-0.1922554022111205,-0.18224056054947857,-0.18446608091873232,-0.16499277768776194,-0.15887259667231413,-0.17945866008791136,-0.1800150401802248,-0.18057142027253822,-0.20505214433432956,-0.1866916012879861,-0.1772331397186576,-0.20171386378044895,-0.20004472350350863,-0.1950373026726877,-0.338583366489555,4.87135981793349,,,,,,,
99,99,J,-0.21172870544209083,-0.18724798138029952,-0.20950318507283708,-0.18724798138029952,-0.22174354710373276,-0.17055657861089635,-0.18224056054947857,-0.19948834341119517,-0.20227024387276238,-0.18057142027253822,-0.18502246101104577,-0.17222571888783667,-0.17500761934940384,-0.17055657861089635,-0.17612037953403073,-0.1866916012879861,-0.1816841804571651,-0.17834589990328448,-0.182796940641792,-0.19281178230343393,-0.1772331397186576,-0.20616490451895642,-0.3419216470434356,5.312012851045733,,,,,,,
100,100,K,-0.20171386378044895,-0.19281178230343393,-0.2128414656267177,-0.18057142027253822,-0.20060110359582206,-0.1883607415649264,-0.2011574836881355,-0.20783404479589676,-0.17612037953403073,-0.20505214433432956,-0.16610553787238883,-0.18446608091873232,-0.1672182980570157,-0.1866916012879861,-0.19726282304194143,-0.18724798138029952,-0.18224056054947857,-0.19948834341119517,-0.2083904248882102,-0.16944381842626946,-0.2044957642420161,-0.20783404479589676,-0.34247802713574904,4.677183165716099,,,,,,,
101,101,L,-0.20505214433432956,-0.20004472350350863,-0.21228508553440428,-0.18502246101104577,-0.18502246101104577,-0.1789022799955979,-0.20393938414970267,-0.1894735017495533,-0.18780436147261295,-0.19448092258037425,-0.26736671467343476,-0.18780436147261295,-0.1700001985185829,-0.1839097008264189,-0.2044957642420161,-0.17834589990328448,-0.19948834341119517,-0.18502246101104577,-0.17945866008791136,-0.19948834341119517,-0.15219603556455286,-0.2312020086730612,-0.3458163076896297,4.5942825319613965,,,,,,,
102,102,M,-0.21840526654985212,-0.22007440682679244,-0.20004472350350863,-0.19948834341119517,-0.18891712165723984,0.022507313421867087,-0.19559368276500114,-0.20004472350350863,-0.21228508553440428,-0.1922554022111205,-0.20060110359582206,-0.19169902211880704,-0.17166933879552324,-0.20171386378044895,-0.18446608091873232,-0.19615006285731454,-0.17389485916477695,-0.17612037953403073,-0.19002988184186673,-0.20560852442664299,-0.20783404479589676,-0.25512635264253913,-0.34303440722806244,4.8040378267635635,,,,,,,
103,103,N,-0.23008924848843434,-0.18891712165723984,-0.22730734802686714,-0.20227024387276238,-0.21172870544209083,-0.19448092258037425,-0.1883607415649264,-0.2139542258113446,-0.1816841804571651,-0.1866916012879861,-0.27181775541194225,-0.1922554022111205,-0.18502246101104577,-0.22341268738067308,-0.219518026734479,-0.19169902211880704,-0.22396906747298653,-0.18891712165723984,-0.19392454248806082,-0.20560852442664299,-0.20227024387276238,-0.2395477100577628,-0.3491545882435103,4.914201085041625,,,,,,,
104,104,O,-0.22786372811918057,-0.22118716701141933,-0.2044957642420161,-0.23008924848843434,-0.22675096793455368,-0.20227024387276238,-0.20227024387276238,-0.2033830040573892,-0.20616490451895642,-0.20950318507283708,-0.23342752904231495,-0.1360610128874631,-0.21339784571903114,-0.20616490451895642,-0.20672128461126987,-0.22007440682679244,-0.20060110359582206,-0.2044957642420161,-0.20894680498052362,-0.21896164664216555,-0.20505214433432956,-0.22897648830380746,-0.3458163076896297,4.904742623472296,,,,,,,
105,105,P,-0.24622427116552406,-0.2523444521809719,-0.20894680498052362,-0.20560852442664299,-0.25123169199634504,-0.2523444521809719,-0.27293051559656917,-0.2567954929194794,-0.2323147688576881,-0.2111723253497774,-0.24010409015007622,-0.22063078691910587,-0.2072776647035833,-0.22063078691910587,-0.20616490451895642,-0.19281178230343393,-0.18224056054947857,-0.20282662396507584,-0.21339784571903114,-0.22842010821149403,-0.2395477100577628,-0.22786372811918057,-0.3491545882435103,4.757301899009234,,,,,,,
106,106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,107,Plate information ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,108,Plate,Repeat,Barcode,Measured height,Chamber temperature at start,Chamber temperature at end,Humidity at start,Humidity at end,Ambient temperature at start,Ambient temperature at end,Formula,Measurement date,,,,,,,,,,,,,,,,,,,,
109,109,3,1,5037,,,,,,,,Calc 1: Z' = 1 - ((3 * SD(High) + 3 * SD(Low)) / Abs(Avg(High) - Avg(Low))) where Label: Jez US LUM 384 (cps)(1) channel 1  High = Z_High  Low = Z_Low,5/19/23 15:05,,,,,,,,,,,,,,,,,,,,
110,110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,111,Background information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,112,Plate,Label,Result,Signal,Flashes/Time,Meastime,MeasInfo,,,,,,,,,,,,,,,,,,,,,,,,,
113,113,3,Jez US LUM 384 (cps),0,4,0.1,00:00.0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),,,,,,,,,,,,,,,,,,,,,,,,,
114,114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
