,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
36,A,0.7086322390612381,0.6487244049598556,0.6474416836904366,0.6645921421445199,0.5016390327331465,0.676089125374127,0.6933821084137014,0.6366098151931208,0.7453560739227517,0.7073495177918191,0.7035013539835622,0.6406955199771961,0.527293458121526,0.6153261437597985,0.6669675519027032,0.6593187324813531,0.7130029930162953,0.6978478787590859,0.6353746021188655,0.6366573233882845,0.012542163523207753,0.6340918808494466,0.863841512660934,0.9518741982992066
37,B,0.7178488289229892,0.6894389282151171,0.01425245854909972,0.6344244382155921,0.6468240771533089,0.7235023041474654,0.5989358164283339,0.7520072212456649,0.5543256211696518,0.68221768255024,0.6492469951066558,0.7141906978953869,0.8011306950448952,0.627060667965224,0.5505249655565585,0.005748491614803553,0.7270179105895767,0.7091548292080384,0.006128557176112879,0.00812390137298684,0.7068269276450188,0.02560691719321583,0.9018480687918666,0.7741460401919331
38,C,0.7233597795619744,0.6732386336643071,0.7022186327141432,0.6921468953394461,0.7034063375932348,0.7115302389662217,0.6288659793814433,0.04456268706351846,0.6744738467385624,0.6925269609007554,0.7249275500023754,0.6999382393462872,0.6807449285001663,0.7721031877998955,0.6963751247090123,0.6915767969974821,0.6583685685780797,0.7631716471091263,0.7046415506674901,0.6717183714190698,0.745023516556606,0.67936719084042,0.9854149840847546,0.8263100384816381
39,D,0.760511188179961,0.6718133878093971,0.696850206660649,0.6932395838282104,0.7233122713668108,0.7147607962373509,0.11112166848781414,0.7410803363580217,0.693857190365338,0.7027887310561072,0.505392180151076,0.7303434842510333,0.6464440115919996,0.6998432229559599,0.6094826357546677,0.7380398118675472,0.7995154164093307,0.8175210223763599,0.6450187657370896,0.7062093211078911,0.656753289942515,0.7295833531284146,0.8210366288184712,0.8567627915815478
40,E,0.7378022708917288,0.6953299444154116,0.7178963371181529,0.6252553565490047,0.7179913535084802,0.695852534562212,0.611145422585396,0.7366145660126372,0.7855955152263765,0.726400304052449,0.6018813245284812,0.7143332224808779,0.6977053541735949,0.712765452040477,0.7430281723597321,0.696565157489667,0.7947645968929641,0.7879709249845598,0.6539503064278588,0.6281058482588247,0.8999952491804837,0.7435032543113688,1.0,0.7980901705544207
41,F,0.7836476792246663,0.7064468620837094,0.6917668297781367,0.7273504679557223,0.09397121003373082,0.7005558458834149,0.019905933773575944,0.7132880421872773,0.2592997292032876,0.7100099767209843,0.6910542068506818,0.727683025321868,0.8228419402346905,0.7012209606157062,0.7878759085942325,0.7629816143284717,0.8036961375837332,0.8112024324195923,0.7173262387761888,0.7393225331369662,0.7975675804076203,0.644686208370944,0.9951066558981424,0.8276402679462207
42,G,0.7841702693714666,0.7248800418072118,0.6884887643118438,0.7532424343199202,0.008171409568150507,0.660173879994299,0.745736139484061,0.6083424390707397,0.7075395505724738,0.7284906646396503,0.6791771580597653,0.7363770250368189,0.7762364007791344,0.7373271889400922,0.7913915150363438,0.792911777281581,0.015060097866882036,0.6456363722742173,0.6394603069029408,0.2047603211553993,0.7188465010214262,0.5691006698655519,0.9409948216067272,0.8623687586108604
43,H,0.7650244667205093,0.7195116157537175,0.7005083376882513,0.6611240438975723,0.7759513516081524,0.543921326428809,0.5954202099862226,0.7483965984132263,0.7889685970829968,0.6259679794764597,0.7034063375932348,0.0526865884365053,0.814385481495558,0.6123806356596513,0.7177538125326619,0.7598460734476697,0.716613615848734,0.791629056012162,0.6822651907454036,0.6644021093638652,0.7236923369281201,0.7557603686635944,0.9217540025654425,0.7870682692764502
44,I,0.7519122048553375,0.7211268943892821,0.7362345004513279,0.7473514181196257,0.016865409283101335,0.09278350515463918,0.7344291890351086,0.8296356121430947,0.011877048790916432,0.7190840419972445,0.7383723692336928,0.9129649864601643,0.6711957812722694,0.7683025321868022,0.7297733859090693,0.6836904366003136,0.5951826690104043,0.012304622547389425,0.710912632429094,0.6516224048648391,0.49774336072972586,0.5652525060572949,0.8729630861323578,0.8141479405197397
45,J,0.7512945983182099,0.7606062045702884,0.7186089600456078,0.016865409283101335,0.06788921088887834,0.7995629246044943,0.4635849684070502,0.724832533612048,0.7146657798470236,0.06009786688203715,0.6462064706161813,0.7350943037673999,0.7257826975153214,0.6352795857285382,0.01781557318637465,0.013682360207135731,0.024466720509287852,0.23307520547294408,0.5112831963513707,0.6664449617559028,0.7512945983182099,0.6548529621359684,0.7940519739655091,0.7917240724024894
46,K,0.7919141051831441,0.7282056154686684,0.6917193215829731,0.0438025559408998,0.6247802745973681,0.5629721126894389,0.7347142382060905,0.742173024846786,0.5873913250035632,0.7206518124376455,0.5922846691054207,0.7344291890351086,0.7530048933441018,0.8379970544918999,0.5767969974820657,0.7377547626965651,0.7545251555893392,0.7315311891301249,0.641835716661124,0.6371799135350849,0.7208418452183002,0.7136681077485866,0.7788018433179723,0.799040334457694
47,L,0.7839327283956482,0.7369946315739465,0.6741887975675804,0.8173784977908689,0.6286759466007886,0.7585633521782508,0.709772435745166,0.7734334172644781,0.7453560739227517,0.7512945983182099,0.7200342059005178,0.0,0.8325811202432419,0.607154734191648,0.3859565775096204,0.7172312223858616,0.7710104993111312,0.7071119768160008,0.020428523920376265,0.6490569623260012,0.6641645683880469,0.6742838139579077,0.882464725165091,0.8504917098199439
48,M,0.7442158772388237,0.7559979096394128,0.6510998147180389,0.7552852867119578,0.681505059622785,0.6597938144329897,0.10599078341013825,0.42662359256971827,0.6987505344671956,0.473134115634947,0.6601263717991354,0.7142857142857143,0.6667775191220485,0.6034015867737185,0.11178678322010546,0.7088697800370564,0.7465912869970069,0.42082759275975107,0.6399353888545775,0.6971352558316309,0.7188940092165899,0.6635469618509193,0.9312556415981756,0.7800370563922276
49,N,0.7563304670055585,0.7485391229987173,0.7630766307187989,0.7194641075585538,0.7035013539835622,0.6930970592427194,0.7860230889828496,0.7514846310988645,0.7426956149935864,0.6985605016865409,0.6083424390707397,0.6822651907454036,0.7379447954772198,0.5231602451422871,0.7426005986032591,0.005463442443821559,0.6976578459784313,0.007078721079386194,0.541783457646444,0.005605967029312557,0.6993681410043232,0.5488621787258302,0.9755807876858759,0.8908736757090598
50,O,0.7530048933441018,0.728538172834814,0.7438833198726781,0.6907216494845361,0.6998432229559599,0.6545679129649865,0.7236923369281201,0.7190840419972445,0.6374174545109031,0.69271699368141,0.67794194498551,0.6348995201672288,0.7146657798470236,0.611858045512851,0.6962801083186849,0.6124281438548149,0.7156159437502969,0.6318589956767542,0.03957432657133356,0.5885315216874911,0.6937621739750107,0.6207420780084565,0.8003230557271129,0.8833673808732007
51,P,0.7666872535512376,0.8043612523160245,0.7529573851489382,0.013682360207135731,0.696707682075158,0.7661171552092736,0.008646491519787164,0.5560834243907073,0.6472041427146182,0.5230177205567961,0.5753717516271557,0.0038006556130932585,0.711055157014585,0.5931398166183667,0.6863033873343152,0.01639032733146468,0.6885837807021711,0.6514323720841845,0.6019763409188085,0.5550857522922704,0.5630671290797663,0.5984607344766972,0.7631241389139627,0.7763789253646254
52,,,,,,,,,,,,,,,,,,,,,,,,,
53,Plate information ,,,,,,,,,,,,,,,,,,,,,,,,
54,Plate,Repeat,Barcode,Measured height,Chamber temperature at start,Chamber temperature at end,Humidity at start,Humidity at end,Ambient temperature at start,Ambient temperature at end,Formula,Measurement date,,,,,,,,,,,,,
55,2,1,5036,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Calc 1: Z' = 1 - ((3 * SD(High) + 3 * SD(Low)) / Abs(Avg(High) - Avg(Low))) where Label: Jez US LUM 384 (cps)(1) channel 1  High = Z_High  Low = Z_Low,3/7/23 17:32,,,,,,,,,,,,,
56,,,,,,,,,,,,,,,,,,,,,,,,,
57,Background information,,,,,,,,,,,,,,,,,,,,,,,,
58,Plate,Label,Result,Signal,Flashes/Time,Meastime,MeasInfo,,,,,,,,,,,,,,,,,,
59,2,Jez US LUM 384 (cps),0,376,0.1,00:00.0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),,,,,,,,,,,,,,,,,,
60,,,,,,,,,,,,,,,,,,,,,,,,,
61,Calculated results: Calc 1: Z' = 1 - ((3 * SD(High) + 3 * SD(Low)) / Abs(Avg(High) - Avg(Low))) where Label: Jez US LUM 384 (cps)(1) channel 1  High = Z_High  Low = Z_Low,,,,,,,,,,,,,,,,,,,,,,,,
62,,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
63,A,-12.45912758,-12.45912758,,,,,,,,,,,,,,,,,,,,,-12.45912758,-12.45912758
64,B,-12.45912758,-12.45912758,,,,,,,,,,,,,,,,,,,,,-12.45912758,-12.45912758
65,C,-12.45912758,-12.45912758,,,,,,,,,,,,,,,,,,,,,-12.45912758,-12.45912758
66,D,-12.45912758,-12.45912758,,,,,,,,,,,,,,,,,,,,,-12.45912758,-12.45912758
67,E,-12.45912758,-12.45912758,,,,,,,,,,,,,,,,,,,,,-12.45912758,-12.45912758
68,F,-12.45912758,-12.45912758,,,,,,,,,,,,,,,,,,,,,-12.45912758,-12.45912758
69,G,-12.45912758,-12.45912758,,,,,,,,,,,,,,,,,,,,,-12.45912758,-12.45912758
70,H,-12.45912758,-12.45912758,,,,,,,,,,,,,,,,,,,,,-12.45912758,-12.45912758
71,I,-12.45912758,-12.45912758,,,,,,,,,,,,,,,,,,,,,-12.45912758,-12.45912758
72,J,-12.45912758,-12.45912758,,,,,,,,,,,,,,,,,,,,,-12.45912758,-12.45912758
73,K,-12.45912758,-12.45912758,,,,,,,,,,,,,,,,,,,,,-12.45912758,-12.45912758
74,L,-12.45912758,-12.45912758,,,,,,,,,,,,,,,,,,,,,-12.45912758,-12.45912758
75,M,-12.45912758,-12.45912758,,,,,,,,,,,,,,,,,,,,,-12.45912758,-12.45912758
76,N,-12.45912758,-12.45912758,,,,,,,,,,,,,,,,,,,,,-12.45912758,-12.45912758
77,O,-12.45912758,-12.45912758,,,,,,,,,,,,,,,,,,,,,-12.45912758,-12.45912758
78,P,-12.45912758,-12.45912758,,,,,,,,,,,,,,,,,,,,,-12.45912758,-12.45912758
79,,,,,,,,,,,,,,,,,,,,,,,,,
80,Plate information ,,,,,,,,,,,,,,,,,,,,,,,,
81,Plate,Repeat,Barcode,Measured height,Chamber temperature at start,Chamber temperature at end,Humidity at start,Humidity at end,Ambient temperature at start,Ambient temperature at end,Group,Label,ScanX,ScanY,Measinfo,Kinetics,Measurement date,,,,,,,,
82,2,1,5036,14.01,17.82,17.82,34,34.1,18.31,18.31,1,Jez US LUM 384 (cps)(1),0,0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0,3/7/23 17:32,,,,,,,,
83,,,,,,,,,,,,,,,,,,,,,,,,,
84,Background information,,,,,,,,,,,,,,,,,,,,,,,,
85,Plate,Label,Result,Signal,Flashes/Time,Meastime,MeasInfo,,,,,,,,,,,,,,,,,,
86,2,Jez US LUM 384 (cps),0,376,0.1,00:00.0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),,,,,,,,,,,,,,,,,,
87,,,,,,,,,,,,,,,,,,,,,,,,,
88,Results for Jez US LUM 384 (cps)(1) - channel 0 (CPS),,,,,,,,,,,,,,,,,,,,,,,,
89,,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
90,A,0.8494337456291425,0.8113355252857366,0.5403684567611293,0.7639476018996921,0.7800219195240332,0.7510046448515213,0.7685924534210115,0.798705704295183,0.5944888053859402,0.7563801471739471,0.7172903293147539,0.7795522154376077,0.03611502531183133,0.7945827462032253,0.8077344606231408,0.7073221648139449,0.8675434476279944,0.6552372005636449,0.13224779500026096,0.7650435781013517,0.842910077762121,0.7199519858044987,0.9363811909608059,0.9514117217264234
91,B,0.8623767026773133,0.8002191952403319,0.7709931631960754,0.7883722143938208,0.03830697771515057,0.7498564793069256,0.04029017274672512,0.8193726840979072,0.8252700798496947,0.7491258285058191,0.7078440582433068,0.7511612128803299,0.41814101560461353,0.717603465372371,0.7725066541412243,0.679505245028965,0.8455195449089296,0.6151035958457283,0.5310265643755545,0.33098481290120557,0.035540942539533424,0.035227806481916396,0.8899848650905485,0.8769897186994415
92,C,0.8673868795991858,0.841709722874589,0.6683367256406242,0.8107614425134387,0.8104483064558218,0.8012107927561192,0.8393612024424613,0.7860758833046292,0.6409373205991337,0.8158759981211836,0.7837273628725014,0.7832576587860759,0.03700224414174626,0.09274046239757841,0.0340796409373206,0.5595219456187046,0.7885287824226292,0.03173112050519284,0.78811126767914,0.7842492563018632,0.02849538124315015,0.030113250874171493,0.12134022232660091,0.9297009550649757
93,D,0.8871666405719952,0.8183810865821199,0.7856583685611398,0.836542977923908,0.7381660664892229,0.7507436981368405,0.5660978028286624,0.855018005323313,0.7262668962997756,0.827462032253014,0.7722457074265435,0.7946349355461615,0.7816397891550545,0.05620792234225771,0.8584103126141642,0.8083607327383748,0.7513177809091384,0.7263190856427117,0.14393820781796357,0.7650435781013517,0.08971348050728041,0.025624967381660663,0.2595376024215855,0.9786023693961693
94,E,0.8592975314440792,0.8754762277542926,0.8455717342518657,0.7810135170398205,0.8257919732790564,0.8492249882573979,0.8403527999582485,0.803872449245864,0.7696362402797349,0.0,0.7685924534210115,0.7955221543760764,0.7786128072647566,0.030948280361150254,0.8260007306508012,0.761181566724075,0.8022545796148427,0.7745420385157351,0.7916601429987996,0.7636866551850112,0.654663117791347,0.8024111476436512,0.9972339648243829,0.9508898282970617
95,F,0.8201033348990137,0.8471896038828871,0.7719847607118626,0.8139971817754814,0.9188455717342519,0.7491258285058191,0.8214602578153541,0.7944783675173529,0.5543030113250874,0.8269401388236522,0.7515787276238192,0.677365481968582,0.5365064453838526,0.8338813214341632,0.8142059391472262,0.8008454673555659,0.8034027451594384,0.8335681853765461,0.7499086686498617,0.7998538698397787,0.8054903188768854,0.7404102082354783,1.0,0.9577266322217003
96,G,0.7992797870674808,0.8661343353687178,0.7212045300349669,0.711549501591775,0.2347998538698398,0.034184019623192945,0.8183810865821199,0.022023902719064768,0.35958457283022804,0.6339961379886228,0.7978706748082042,0.0304785762747247,0.034444966337873806,0.827462032253014,0.6617608684306665,0.7961484264913105,0.8423881843327593,0.7337299723396482,0.8134752883461197,0.7871718595062888,0.09488022545796149,0.767861802619905,0.9292834403214864,0.9279265174051459
97,H,0.8046552893899066,0.8634204895360368,0.8485987161421638,0.032774907363916285,0.8663430927404624,0.7075309221856897,0.8012107927561192,0.030426386931788528,0.7428631073534784,0.8396743385000783,0.18960388288711444,0.02463336986587339,0.14508637336255936,0.7894160012525442,0.8292364699128438,0.7670267731329262,0.8070038098220343,0.8352904336934398,0.8974479411304211,0.7008506862898596,0.6774698606544544,0.7307551797922864,0.9088774072334429,0.8666040394551433
98,I,0.8021502009289703,0.8376389541255675,0.824748186420333,0.7976619174364594,0.7655654715307134,0.75361411199833,0.7312770732216481,0.8086216794530556,0.7525181357966704,0.7441678409268827,0.5680809978602369,0.8016283074996086,0.02786910912791608,0.47549710349146707,0.6921350660195188,0.7233964824382861,0.7402014508637337,0.850790668545483,0.0929492197693231,0.624393298888367,0.7679661813057773,0.7411930483795209,0.9742184645895308,0.897395751787485
99,J,0.7986535149522468,0.8325243985178227,0.8448932727936955,0.7973487813788425,0.036845676112937736,0.04409999478106571,0.04122958091957622,0.028234434528469285,0.04002922603204426,0.03788946297166119,0.04008141537498043,0.03971608997442722,0.043421533322895466,0.6954229946244976,0.15604613537915557,0.4980428996398935,0.26574813423099003,0.7956265330619487,0.6981368404571786,0.6627002766035176,0.5628620635666197,0.7898857053389697,0.9264652158029331,0.9206200093940817
100,K,0.8164500808934816,0.8313240436302907,0.15176660925838945,0.5817024163665779,0.4129220813109963,0.6886383800427952,0.80569907624863,0.7892594332237357,0.7998538698397787,0.032513960649235424,0.7495433432493085,0.7798131621522885,0.03585407859715046,0.7995407337821617,0.8730233286362925,0.8221387192735243,0.8741714941808882,0.7863890193622463,0.7897813266530974,0.7420802672094359,0.759354939721309,0.7638432232138197,0.9438442670006785,0.9361202442461249
101,L,0.7979750534940765,0.8330462919471844,0.7435937581545848,0.033557747507958875,0.9276133813475288,0.7564323365168832,0.7646782527007985,0.8279317363394395,0.7901466520536506,0.8049684254475236,0.15698554355200667,0.7923907937999061,0.5997077396795575,0.8064819163926726,0.6864986169824122,0.688586190699859,0.7262668962997756,0.8088304368248004,0.7841448776159908,0.7660873649600751,0.757267366003862,0.7697928083085434,0.9758363342205522,0.9013621418506341
102,M,0.8269923281665884,0.8173894890663327,0.8276707896247586,0.8436407285632274,0.7520484317102447,0.7602421585512238,0.8253222691926309,0.8276186002818224,0.7612859454099473,0.8017848755284172,0.802358958300715,0.8083607327383748,0.725484056155733,0.7787171859506289,0.7921298470852252,0.7597202651218621,0.03726319085642712,0.02912165335838422,0.7474035801889254,0.7161943531130943,0.551432597463598,0.4954334324930849,0.9524033192422108,0.8737017900944627
103,N,0.7937999060591827,0.8380042795261208,0.8313240436302907,0.8335681853765461,0.6664057199519858,0.6549762538489641,0.5471008819998956,0.7826313866708419,0.7720369500547988,0.7737070090287563,0.12682010333489901,0.7679139919628412,0.7419236991806273,0.6813318720317311,0.7426543499817337,0.7468816867595637,0.034810291738427014,0.7129064245081155,0.7254318668127968,0.6938573143364125,0.7371222796304995,0.723970565210584,0.9125828505819111,0.9145138562705496
104,O,0.7313292625645843,0.7799175408381609,0.7287719847607118,0.7934345806586295,0.8236000208757371,0.8498512603726319,0.7402536402066698,0.028025677156724597,0.775742393403267,0.772402275455352,0.7209957726632221,0.050362715933406396,0.7736548196858202,0.7929126872292678,0.7631125724127134,0.029852304159490632,0.7399926934919889,0.7234486717812223,0.7477167162465425,0.5945409947288763,0.7063827566410938,0.025624967381660663,0.8522519701476958,0.8550701946662491
105,P,0.8066384844214811,0.7828401440425865,0.7849799071029696,0.0787537184906842,0.8336725640624184,0.4758102395490841,0.3632378268357601,0.694587965137519,0.6916131725901571,0.8101351703982047,0.7661395543030113,0.6997025207452638,0.803872449245864,0.8195292521267157,0.7886853504514378,0.6803402745159438,0.7603987265800324,0.7298157716194353,0.6734512812483691,0.6198006367099839,0.5881217055477271,0.6350921141902823,0.8218255832159073,0.8203120922707583
106,,,,,,,,,,,,,,,,,,,,,,,,,
107,Plate information ,,,,,,,,,,,,,,,,,,,,,,,,
108,Plate,Repeat,Barcode,Measured height,Chamber temperature at start,Chamber temperature at end,Humidity at start,Humidity at end,Ambient temperature at start,Ambient temperature at end,Formula,Measurement date,,,,,,,,,,,,,
109,3,1,5037,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Calc 1: Z' = 1 - ((3 * SD(High) + 3 * SD(Low)) / Abs(Avg(High) - Avg(Low))) where Label: Jez US LUM 384 (cps)(1) channel 1  High = Z_High  Low = Z_Low,3/7/23 17:34,,,,,,,,,,,,,
110,,,,,,,,,,,,,,,,,,,,,,,,,
111,Background information,,,,,,,,,,,,,,,,,,,,,,,,
112,Plate,Label,Result,Signal,Flashes/Time,Meastime,MeasInfo,,,,,,,,,,,,,,,,,,
113,3,Jez US LUM 384 (cps),0,356,0.1,00:00.0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),,,,,,,,,,,,,,,,,,
114,,,,,,,,,,,,,,,,,,,,,,,,,
115,Calculated results: Calc 1: Z' = 1 - ((3 * SD(High) + 3 * SD(Low)) / Abs(Avg(High) - Avg(Low))) where Label: Jez US LUM 384 (cps)(1) channel 1  High = Z_High  Low = Z_Low,,,,,,,,,,,,,,,,,,,,,,,,
116,,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
117,A,-3.714991288,-3.714991288,,,,,,,,,,,,,,,,,,,,,-3.714991288,-3.714991288
118,B,-3.714991288,-3.714991288,,,,,,,,,,,,,,,,,,,,,-3.714991288,-3.714991288
119,C,-3.714991288,-3.714991288,,,,,,,,,,,,,,,,,,,,,-3.714991288,-3.714991288
120,D,-3.714991288,-3.714991288,,,,,,,,,,,,,,,,,,,,,-3.714991288,-3.714991288
121,E,-3.714991288,-3.714991288,,,,,,,,,,,,,,,,,,,,,-3.714991288,-3.714991288
122,F,-3.714991288,-3.714991288,,,,,,,,,,,,,,,,,,,,,-3.714991288,-3.714991288
123,G,-3.714991288,-3.714991288,,,,,,,,,,,,,,,,,,,,,-3.714991288,-3.714991288
124,H,-3.714991288,-3.714991288,,,,,,,,,,,,,,,,,,,,,-3.714991288,-3.714991288
125,I,-3.714991288,-3.714991288,,,,,,,,,,,,,,,,,,,,,-3.714991288,-3.714991288
126,J,-3.714991288,-3.714991288,,,,,,,,,,,,,,,,,,,,,-3.714991288,-3.714991288
127,K,-3.714991288,-3.714991288,,,,,,,,,,,,,,,,,,,,,-3.714991288,-3.714991288
128,L,-3.714991288,-3.714991288,,,,,,,,,,,,,,,,,,,,,-3.714991288,-3.714991288
129,M,-3.714991288,-3.714991288,,,,,,,,,,,,,,,,,,,,,-3.714991288,-3.714991288
130,N,-3.714991288,-3.714991288,,,,,,,,,,,,,,,,,,,,,-3.714991288,-3.714991288
131,O,-3.714991288,-3.714991288,,,,,,,,,,,,,,,,,,,,,-3.714991288,-3.714991288
132,P,-3.714991288,-3.714991288,,,,,,,,,,,,,,,,,,,,,-3.714991288,-3.714991288
133,,,,,,,,,,,,,,,,,,,,,,,,,
134,Plate information ,,,,,,,,,,,,,,,,,,,,,,,,
135,Plate,Repeat,Barcode,Measured height,Chamber temperature at start,Chamber temperature at end,Humidity at start,Humidity at end,Ambient temperature at start,Ambient temperature at end,Group,Label,ScanX,ScanY,Measinfo,Kinetics,Measurement date,,,,,,,,
136,3,1,5037,14.01,17.82,17.92,34.1,34.4,18.31,18.21,1,Jez US LUM 384 (cps)(1),0,0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0,3/7/23 17:34,,,,,,,,
137,,,,,,,,,,,,,,,,,,,,,,,,,
138,Background information,,,,,,,,,,,,,,,,,,,,,,,,
139,Plate,Label,Result,Signal,Flashes/Time,Meastime,MeasInfo,,,,,,,,,,,,,,,,,,
140,3,Jez US LUM 384 (cps),0,356,0.1,00:00.0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),,,,,,,,,,,,,,,,,,
141,,,,,,,,,,,,,,,,,,,,,,,,,
142,Results for Jez US LUM 384 (cps)(1) - channel 0 (CPS),,,,,,,,,,,,,,,,,,,,,,,,
143,,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
144,A,0.052616043096450446,0.49881927533023396,0.445723562836691,0.4074976016530145,0.6261530514353184,0.5371190318057708,0.5192236735296288,0.6191424987085824,0.5596634934691167,0.5073426315401077,0.4985240941627924,0.49051730499594126,0.533281676629031,0.5055715445354586,0.5293336285145007,0.6230905468231127,0.5666371485499225,0.5347575824662386,0.5692937790568962,0.04970112906796546,0.6157110176370748,0.6057855508818537,0.656040144638772,0.6482916389934322
145,B,0.5580768946941185,0.567116817947015,0.4633606375913217,0.5496273337761051,0.5778909305586304,0.425688141096598,0.5435023245516936,0.5423215998819275,0.6263375396649694,0.5153494207069589,0.4718839938011955,0.5373035200354217,0.5837576562615305,0.6361523134823999,0.6638993432219025,0.58560253855804,0.5636853368755074,0.55837207586156,0.24832115711017638,0.5634639509999262,0.5205150911371854,0.6660763043317837,0.6702826359678252,0.6361154158364697
