Plate information 
Plate,Repeat,Barcode,Measured height,Chamber temperature at start,Chamber temperature at end,Humidity at start,Humidity at end,Ambient temperature at start,Ambient temperature at end,Formula,Measurement date,
1,1,"=""H2060754""",N/A,N/A,N/A,N/A,N/A,N/A,N/A,Calc 1: Z' = 1 - ((3 * SD(High) + 3 * SD(Low)) / Abs(Avg(High) - Avg(Low))) where Label: Jez US LUM 384 (cps)(1) channel 1  High = Z_High  Low = Z_Low,12/22/2022 2:37:40 PM,

Background information
Plate,Label,Result,Signal,Flashes/Time,Meastime,MeasInfo,
1,Jez US LUM 384 (cps),0,132,0.25,00:00:00.000,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),

Calculated results: Calc 1: Z' = 1 - ((3 * SD(High) + 3 * SD(Low)) / Abs(Avg(High) - Avg(Low))) where Label: Jez US LUM 384 (cps)(1) channel 1  High = Z_High  Low = Z_Low
,01,02,03,04,05,06,07,08,09,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,
O,0.2289006137,0.2289006137,,,,,,,,,,,,,,,,,,,,,0.2289006137,0.2289006137,
P,0.2289006137,0.2289006137,,,,,,,,,,,,,,,,,,,,,0.2289006137,0.2289006137,

Plate information 
Plate,Repeat,Barcode,Measured height,Chamber temperature at start,Chamber temperature at end,Humidity at start,Humidity at end,Ambient temperature at start,Ambient temperature at end,Group,Label,ScanX,ScanY,Measinfo,Kinetics,Measurement date,
1,1,"=""H2060754""",14.01,17.61,17.62,44.4,44.8,18,18.02,1,Jez US LUM 384 (cps)(1),0,0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0,12/22/2022 2:37:40 PM,

Background information
Plate,Label,Result,Signal,Flashes/Time,Meastime,MeasInfo,
1,Jez US LUM 384 (cps),0,132,0.25,00:00:00.000,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),

Results for Jez US LUM 384 (cps)(1) - channel 0 (CPS)
,01,02,03,04,05,06,07,08,09,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,
A,68176,56384,65888,68336,68864,66448,67264,67072,69136,74368,64480,70880,73872,64384,64752,57248,78704,67248,65152,71216,51552,55264,769312,684176,
B,58688,61056,73040,65264,76192,61392,92480,84240,80336,71408,76512,61968,73280,61760,74208,67376,84880,69920,71584,73104,67920,69056,599264,503168,
C,72848,54784,68880,70016,75904,61392,74752,47008,69872,82800,77904,75968,90496,73152,80640,74464,78544,77952,66912,68976,63424,115024,700880,490032,
D,60304,73968,84656,76272,73392,65712,41456,70880,81776,70800,73968,72352,72448,31216,75248,75952,75104,67504,70752,67408,83584,72928,536112,507072,
E,61440,77760,62624,76288,87520,81552,64368,35120,74640,65152,75856,75776,2848,93168,81968,77024,70400,91456,69296,73024,100928,83392,685568,553936,
F,63552,77920,75728,56288,60768,66544,75648,69136,79232,72928,81872,79280,78544,77904,75216,83232,68704,90224,74544,75744,69360,71920,687168,492000,
G,70336,82528,74064,81856,73472,68512,78512,77536,60448,76768,68576,70448,75984,69344,72192,63792,100512,65296,68224,61248,60960,81456,770752,481808,
H,65872,71824,69616,80688,74400,83216,80992,71616,61056,78592,80880,76000,70752,72848,72576,63872,65088,65280,67120,74720,76400,83792,616432,485568,
I,65952,73696,71840,61040,77296,74496,75616,72480,72576,73744,72848,70160,69216,61504,58096,60272,58576,60112,60992,71248,79504,76784,543072,415504,
J,56912,65504,73264,82432,61712,69360,89968,85264,74448,73136,74608,47568,70192,76448,56000,63408,56816,74640,62848,61872,87488,72592,560512,384736,
K,67184,61232,80272,70656,81888,78560,72832,80016,78576,79296,71696,71984,59216,67648,67824,67280,59936,59488,14944,62000,80528,81024,556672,361072,
L,63408,65360,52304,80816,61376,75232,85184,79360,81664,77552,76288,74192,70816,63152,62784,64704,65792,58080,69280,69328,84064,79360,505216,402112,
M,65936,72128,84976,76144,71504,84736,103056,78768,72240,72240,72352,71472,73248,65808,70528,61584,76752,80400,78560,72960,75024,105632,566912,407280,
N,51552,65824,55200,80544,78032,82160,65536,76512,72992,55120,61872,73520,70448,64960,64640,71776,62480,95904,98320,79168,76352,90896,528304,631408,
O,44704,49472,46832,66032,63776,75008,77744,76128,38208,77568,43440,73744,69648,62656,63600,59088,69760,68224,83520,82272,91968,86208,726704,390528,
P,45024,56096,49728,61136,69456,70544,74000,69728,65808,71584,71872,70928,60992,59296,54496,54320,54752,72784,83936,81296,74832,69968,414256,609568,

Plate information 
Plate,Repeat,Barcode,Measured height,Chamber temperature at start,Chamber temperature at end,Humidity at start,Humidity at end,Ambient temperature at start,Ambient temperature at end,Formula,Measurement date,
2,1,"=""H2060756""",N/A,N/A,N/A,N/A,N/A,N/A,N/A,Calc 1: Z' = 1 - ((3 * SD(High) + 3 * SD(Low)) / Abs(Avg(High) - Avg(Low))) where Label: Jez US LUM 384 (cps)(1) channel 1  High = Z_High  Low = Z_Low,12/22/2022 2:40:15 PM,

Background information
Plate,Label,Result,Signal,Flashes/Time,Meastime,MeasInfo,
2,Jez US LUM 384 (cps),0,88,0.25,00:00:00.000,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),

Calculated results: Calc 1: Z' = 1 - ((3 * SD(High) + 3 * SD(Low)) / Abs(Avg(High) - Avg(Low))) where Label: Jez US LUM 384 (cps)(1) channel 1  High = Z_High  Low = Z_Low
,01,02,03,04,05,06,07,08,09,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,
A,0.68997863749,0.68997863749,,,,,,,,,,,,,,,,,,,,,0.68997863749,0.68997863749,
B,0.68997863749,0.68997863749,,,,,,,,,,,,,,,,,,,,,0.68997863749,0.68997863749,
C,0.68997863749,0.68997863749,,,,,,,,,,,,,,,,,,,,,0.68997863749,0.68997863749,
D,0.68997863749,0.68997863749,,,,,,,,,,,,,,,,,,,,,0.68997863749,0.68997863749,
E,0.68997863749,0.68997863749,,,,,,,,,,,,,,,,,,,,,0.68997863749,0.68997863749,
F,0.68997863749,0.68997863749,,,,,,,,,,,,,,,,,,,,,0.68997863749,0.68997863749,
G,0.68997863749,0.68997863749,,,,,,,,,,,,,,,,,,,,,0.68997863749,0.68997863749,
H,0.68997863749,0.68997863749,,,,,,,,,,,,,,,,,,,,,0.68997863749,0.68997863749,
I,0.68997863749,0.68997863749,,,,,,,,,,,,,,,,,,,,,0.68997863749,0.68997863749,
J,0.68997863749,0.68997863749,,,,,,,,,,,,,,,,,,,,,0.68997863749,0.68997863749,
K,0.68997863749,0.68997863749,,,,,,,,,,,,,,,,,,,,,0.68997863749,0.68997863749,
L,0.68997863749,0.68997863749,,,,,,,,,,,,,,,,,,,,,0.68997863749,0.68997863749,
M,0.68997863749,0.68997863749,,,,,,,,,,,,,,,,,,,,,0.68997863749,0.68997863749,
N,0.68997863749,0.68997863749,,,,,,,,,,,,,,,,,,,,,0.68997863749,0.68997863749,
O,0.68997863749,0.68997863749,,,,,,,,,,,,,,,,,,,,,0.68997863749,0.68997863749,
P,0.68997863749,0.68997863749,,,,,,,,,,,,,,,,,,,,,0.68997863749,0.68997863749,

Plate information 
Plate,Repeat,Barcode,Measured height,Chamber temperature at start,Chamber temperature at end,Humidity at start,Humidity at end,Ambient temperature at start,Ambient temperature at end,Group,Label,ScanX,ScanY,Measinfo,Kinetics,Measurement date,
2,1,"=""H2060756""",14.01,17.62,17.72,44.7,44.2,18.02,18.02,1,Jez US LUM 384 (cps)(1),0,0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0,12/22/2022 2:40:15 PM,

Background information
Plate,Label,Result,Signal,Flashes/Time,Meastime,MeasInfo,
2,Jez US LUM 384 (cps),0,88,0.25,00:00:00.000,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),

Results for Jez US LUM 384 (cps)(1) - channel 0 (CPS)
,01,02,03,04,05,06,07,08,09,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,
A,66240,69648,69440,64192,70240,68496,69824,65360,67360,67392,66560,68592,65424,67616,62256,63168,70656,57712,67680,69936,67344,72160,721040,715888,
B,73488,73328,66912,77792,76704,68496,69264,61200,51840,84080,64208,66832,67120,93440,66752,72496,75728,71344,73440,69888,63488,76016,771680,681456,
C,65152,77424,85696,76960,79760,75168,72704,70736,74992,81216,75184,81888,69184,66320,70480,64048,73728,76832,79232,78320,83920,80432,656080,640800,
D,72736,76688,71680,73200,73280,74416,76848,77616,69872,76704,80480,1393328,70432,77856,74208,77600,74064,78672,76400,83568,76480,81184,645744,653056,
E,74912,82496,71392,80496,92976,88880,87280,74784,80960,17424,82800,96624,85168,88752,76880,73152,77744,75072,84256,85088,88832,91440,818048,732144,
F,72064,87760,93904,78832,108080,78176,85568,93488,87888,87872,97456,84528,88272,79424,75328,77600,89296,79984,74400,71232,73408,81488,793280,732192,
G,64240,76960,85680,83088,81344,81008,75200,69696,76496,74032,80416,78240,73824,68288,75616,76832,70240,71408,87344,69024,78064,82080,779216,705504,
H,63072,75328,82736,95248,78448,70320,120768,85184,75312,71152,74176,76592,73600,72672,77456,74496,68848,73536,80512,76688,18960,76448,785072,688848,
I,61168,73504,66880,72800,73760,64448,66112,63056,69904,67968,65760,71136,66368,77840,73184,73360,70416,79504,70976,87696,71360,74624,653344,645712,
J,61264,72288,72192,68400,178352,72112,67376,64256,66496,64112,76832,63984,57664,72128,76112,62752,72960,63216,74112,71584,72272,72608,669376,666912,
K,56080,77632,74672,78544,76976,77504,66608,71184,99632,71552,71536,74096,66960,77024,75584,81616,74688,88512,82768,85248,74064,82928,644848,617392,
L,59248,68480,76864,78720,73568,73104,69184,67600,18608,67408,75648,82496,70800,65536,90160,78496,86384,84400,88832,80784,70672,79824,654944,624432,
M,53936,68368,70656,77680,67568,72320,74080,67408,71344,76160,69568,88336,97472,82608,104256,89264,48992,106512,111264,100608,97776,87136,727584,653520,
N,54096,67632,75456,69504,65216,59248,73120,63792,87216,69904,74496,86864,78976,95248,88368,102064,90064,95328,98704,95152,100144,90256,714768,648048,
O,50864,82640,70816,74912,72832,73568,79696,75248,483504,82208,82816,110000,88480,89952,96336,98000,61808,96864,76528,87808,94576,94352,694272,648752,
P,54496,54048,51104,47920,53504,51200,57088,63824,56896,67552,60096,72576,67280,74480,66336,69856,75680,73184,72560,75728,71856,74416,640000,635440,

Plate information 
Plate,Repeat,Barcode,Measured height,Chamber temperature at start,Chamber temperature at end,Humidity at start,Humidity at end,Ambient temperature at start,Ambient temperature at end,Formula,Measurement date,
3,1,"=""H2060758""",N/A,N/A,N/A,N/A,N/A,N/A,N/A,Calc 1: Z' = 1 - ((3 * SD(High) + 3 * SD(Low)) / Abs(Avg(High) - Avg(Low))) where Label: Jez US LUM 384 (cps)(1) channel 1  High = Z_High  Low = Z_Low,12/22/2022 2:42:50 PM,

Background information
Plate,Label,Result,Signal,Flashes/Time,Meastime,MeasInfo,
3,Jez US LUM 384 (cps),0,136,0.25,00:00:00.000,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),

Calculated results: Calc 1: Z' = 1 - ((3 * SD(High) + 3 * SD(Low)) / Abs(Avg(High) - Avg(Low))) where Label: Jez US LUM 384 (cps)(1) channel 1  High = Z_High  Low = Z_Low
,01,02,03,04,05,06,07,08,09,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,
A,0.59713901724,0.59713901724,,,,,,,,,,,,,,,,,,,,,0.59713901724,0.59713901724,
B,0.59713901724,0.59713901724,,,,,,,,,,,,,,,,,,,,,0.59713901724,0.59713901724,
C,0.59713901724,0.59713901724,,,,,,,,,,,,,,,,,,,,,0.59713901724,0.59713901724,
D,0.59713901724,0.59713901724,,,,,,,,,,,,,,,,,,,,,0.59713901724,0.59713901724,
E,0.59713901724,0.59713901724,,,,,,,,,,,,,,,,,,,,,0.59713901724,0.59713901724,
F,0.59713901724,0.59713901724,,,,,,,,,,,,,,,,,,,,,0.59713901724,0.59713901724,
G,0.59713901724,0.59713901724,,,,,,,,,,,,,,,,,,,,,0.59713901724,0.59713901724,
H,0.59713901724,0.59713901724,,,,,,,,,,,,,,,,,,,,,0.59713901724,0.59713901724,
I,0.59713901724,0.59713901724,,,,,,,,,,,,,,,,,,,,,0.59713901724,0.59713901724,
J,0.59713901724,0.59713901724,,,,,,,,,,,,,,,,,,,,,0.59713901724,0.59713901724,
K,0.59713901724,0.59713901724,,,,,,,,,,,,,,,,,,,,,0.59713901724,0.59713901724,
L,0.59713901724,0.59713901724,,,,,,,,,,,,,,,,,,,,,0.59713901724,0.59713901724,
M,0.59713901724,0.59713901724,,,,,,,,,,,,,,,,,,,,,0.59713901724,0.59713901724,
N,0.59713901724,0.59713901724,,,,,,,,,,,,,,,,,,,,,0.59713901724,0.59713901724,
O,0.59713901724,0.59713901724,,,,,,,,,,,,,,,,,,,,,0.59713901724,0.59713901724,
P,0.59713901724,0.59713901724,,,,,,,,,,,,,,,,,,,,,0.59713901724,0.59713901724,

Plate information 
Plate,Repeat,Barcode,Measured height,Chamber temperature at start,Chamber temperature at end,Humidity at start,Humidity at end,Ambient temperature at start,Ambient temperature at end,Group,Label,ScanX,ScanY,Measinfo,Kinetics,Measurement date,
3,1,"=""H2060758""",14.01,17.7,17.7,44.5,44.7,18.1,18,1,Jez US LUM 384 (cps)(1),0,0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0,12/22/2022 2:42:50 PM,

Background information
Plate,Label,Result,Signal,Flashes/Time,Meastime,MeasInfo,
3,Jez US LUM 384 (cps),0,136,0.25,00:00:00.000,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),

Results for Jez US LUM 384 (cps)(1) - channel 0 (CPS)
,01,02,03,04,05,06,07,08,09,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,
A,40848,47136,57200,54672,54416,55568,55376,43968,72848,55392,66624,47392,51136,66144,55552,59600,49664,39760,56832,48592,45520,51600,726336,702176,
B,52992,52480,46096,46160,74256,68208,75536,63232,60688,71312,71824,53984,62640,55056,74448,57168,60736,53744,55744,55024,62224,51584,795424,717632,
C,46128,49040,55584,71232,57376,49056,66144,76416,55248,31952,73200,73856,27120,63392,65008,56704,63360,91472,61008,62608,47808,46400,671232,539008,
D,48848,63632,72144,56848,21072,73200,53152,114544,66432,78464,64224,66192,56816,63552,34768,77232,94704,68768,65696,72016,59728,63600,694736,608752,
E,53552,58160,77088,69088,79296,82256,66864,86768,75968,69056,99136,74160,101392,73344,26512,71824,66848,76432,67200,58880,86480,69216,769744,711072,
F,70368,75760,73728,83488,59360,54368,95920,84336,96704,98896,78592,70432,86272,63904,71520,73792,77968,82688,98208,64208,61776,83360,801936,688112,
G,58448,75024,67968,80512,81296,85936,86720,75760,77200,82192,82352,79536,88416,86160,75568,64128,81152,83088,75728,79648,79392,80528,780240,695408,
H,64624,64848,61536,77296,90256,65472,73760,66560,67136,81808,78864,78736,88576,76384,78512,87504,62128,75184,83008,54704,111616,90512,811424,704384,
I,63824,71120,73120,77664,84176,82576,78000,34096,66944,77792,77536,77456,86368,82816,77904,86784,79184,74128,79680,75088,65904,85248,762480,637296,
J,62864,69984,75792,82816,73408,66848,74464,67264,39696,85664,82224,40848,83696,71824,80336,71792,84960,85824,83008,77136,48736,81984,781136,660976,
K,70032,77984,78928,88000,92384,74608,79328,80816,64864,79904,84144,86032,72720,84832,83040,83504,78160,77888,81152,94192,98752,93120,697168,551888,
L,74752,70048,85024,82496,76752,78416,69072,72592,42112,67008,81744,88560,80096,83472,78528,76784,75168,85968,88576,89792,99424,113536,748208,587744,
M,69248,71680,81376,74560,80960,74640,65280,81744,84736,76784,84992,85376,93248,76976,103488,73504,82192,103232,81712,109184,101840,82272,757520,626848,
N,66976,70256,76608,82720,72832,75424,63808,89184,76272,78720,70976,63120,87920,77520,75584,87504,74064,87968,95936,108432,112768,106496,834544,664400,
O,67792,70784,78560,78784,85792,88048,77248,62464,64752,85152,77616,80240,78112,68224,87536,76240,98512,76128,88352,109856,112176,130096,850016,711136,
P,66256,62448,65440,64064,58672,59664,52800,58720,53664,55040,50576,48096,51792,54704,50608,70096,56784,59184,54752,58832,67680,124880,760608,676240,

Plate information 
Plate,Repeat,Barcode,Measured height,Chamber temperature at start,Chamber temperature at end,Humidity at start,Humidity at end,Ambient temperature at start,Ambient temperature at end,Formula,Measurement date,
4,1,"=""H2060760""",N/A,N/A,N/A,N/A,N/A,N/A,N/A,Calc 1: Z' = 1 - ((3 * SD(High) + 3 * SD(Low)) / Abs(Avg(High) - Avg(Low))) where Label: Jez US LUM 384 (cps)(1) channel 1  High = Z_High  Low = Z_Low,12/22/2022 2:45:25 PM,

Background information
Plate,Label,Result,Signal,Flashes/Time,Meastime,MeasInfo,
4,Jez US LUM 384 (cps),0,172,0.25,00:00:00.000,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),

Calculated results: Calc 1: Z' = 1 - ((3 * SD(High) + 3 * SD(Low)) / Abs(Avg(High) - Avg(Low))) where Label: Jez US LUM 384 (cps)(1) channel 1  High = Z_High  Low = Z_Low
,01,02,03,04,05,06,07,08,09,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,
A,0.67056811036,0.67056811036,,,,,,,,,,,,,,,,,,,,,0.67056811036,0.67056811036,
B,0.67056811036,0.67056811036,,,,,,,,,,,,,,,,,,,,,0.67056811036,0.67056811036,
C,0.67056811036,0.67056811036,,,,,,,,,,,,,,,,,,,,,0.67056811036,0.67056811036,
D,0.67056811036,0.67056811036,,,,,,,,,,,,,,,,,,,,,0.67056811036,0.67056811036,
E,0.67056811036,0.67056811036,,,,,,,,,,,,,,,,,,,,,0.67056811036,0.67056811036,
F,0.67056811036,0.67056811036,,,,,,,,,,,,,,,,,,,,,0.67056811036,0.67056811036,
G,0.67056811036,0.67056811036,,,,,,,,,,,,,,,,,,,,,0.67056811036,0.67056811036,
H,0.67056811036,0.67056811036,,,,,,,,,,,,,,,,,,,,,0.67056811036,0.67056811036,
I,0.67056811036,0.67056811036,,,,,,,,,,,,,,,,,,,,,0.67056811036,0.67056811036,
J,0.67056811036,0.67056811036,,,,,,,,,,,,,,,,,,,,,0.67056811036,0.67056811036,
K,0.67056811036,0.67056811036,,,,,,,,,,,,,,,,,,,,,0.67056811036,0.67056811036,
L,0.67056811036,0.67056811036,,,,,,,,,,,,,,,,,,,,,0.67056811036,0.67056811036,
M,0.67056811036,0.67056811036,,,,,,,,,,,,,,,,,,,,,0.67056811036,0.67056811036,
N,0.67056811036,0.67056811036,,,,,,,,,,,,,,,,,,,,,0.67056811036,0.67056811036,
O,0.67056811036,0.67056811036,,,,,,,,,,,,,,,,,,,,,0.67056811036,0.67056811036,
P,0.67056811036,0.67056811036,,,,,,,,,,,,,,,,,,,,,0.67056811036,0.67056811036,

Plate information 
Plate,Repeat,Barcode,Measured height,Chamber temperature at start,Chamber temperature at end,Humidity at start,Humidity at end,Ambient temperature at start,Ambient temperature at end,Group,Label,ScanX,ScanY,Measinfo,Kinetics,Measurement date,
4,1,"=""H2060760""",14.01,17.72,17.52,44.8,44.5,18.02,18.02,1,Jez US LUM 384 (cps)(1),0,0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0,12/22/2022 2:45:25 PM,

Background information
Plate,Label,Result,Signal,Flashes/Time,Meastime,MeasInfo,
4,Jez US LUM 384 (cps),0,172,0.25,00:00:00.000,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),

Results for Jez US LUM 384 (cps)(1) - channel 0 (CPS)
,01,02,03,04,05,06,07,08,09,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,
A,71536,53728,65072,72672,78672,63680,63808,66064,71472,74384,71936,68896,64720,80752,73856,72848,69920,72240,74976,77632,73040,72736,769968,759568,
B,59392,86112,32800,123472,88576,76128,72448,74176,87520,115280,98192,85904,82784,93280,83008,114128,77920,97456,86032,100272,100336,99248,773616,783328,
C,58480,80128,76368,86544,85936,78448,87168,94016,84960,73136,88992,102048,83168,79264,97904,103312,109840,114736,112448,100352,93872,94656,733936,694160,
D,69024,97456,76096,70784,78176,102624,112944,37536,103024,99600,90656,88032,103120,92576,127824,109440,92176,84368,127712,98640,128256,109728,706000,727856,
E,70096,76608,83552,102736,98192,91280,110272,100544,94064,113328,125680,149680,86464,127040,139072,101264,118288,122816,110128,144064,131984,127056,832352,757200,
F,78960,99808,48736,73312,106096,111536,45472,114736,121776,128544,107088,130800,121712,115200,121728,150016,124464,128432,145312,130720,103824,140384,836000,816912,
G,81056,90816,102384,110048,118480,108000,91744,111920,116128,125520,101264,139760,113040,126688,131616,128528,119952,135040,140240,123456,101456,132784,833344,745024,
H,63424,100304,103440,117968,136784,101552,119040,85920,124704,124480,121264,117072,116560,113824,134912,104992,61248,27760,122608,128112,111872,150480,819264,759216,
I,71968,96144,103344,107648,100368,104512,97184,107456,94688,127392,101440,93376,113360,116496,131808,127056,131248,126112,526304,143792,120304,129552,768064,658912,
J,78464,93632,104752,132096,99360,89264,112800,102896,93904,108640,118160,103392,101840,119936,32304,132864,137200,110992,117856,106944,131952,122240,766608,729488,
K,71552,100704,89904,90736,69360,108368,107376,120240,117056,116624,103648,143408,118304,134480,127200,140816,146256,115344,138400,118112,113120,151216,701824,652928,
L,79328,104064,99728,25200,114208,86720,122080,105184,110000,57632,102160,127248,113072,124848,134896,110368,120384,112864,156160,129952,124640,144320,698384,693360,
M,72272,87328,108784,115664,43904,116128,100960,93168,86240,130384,95328,116384,104352,47360,139744,115264,128800,112304,157744,127152,121696,137584,794480,652464,
N,74592,90464,85968,103808,103488,106384,86464,101648,113024,113808,109488,109744,124192,112144,122624,137232,133616,130496,142192,132448,127280,133424,773120,728400,
O,69168,81728,90032,101872,95648,104592,91184,97936,108000,119248,110256,133408,120976,129264,138016,95296,132112,129584,111664,134192,116400,149760,790304,650400,
P,71520,71296,65488,64992,64768,57952,60272,64432,76720,64048,77824,73312,81024,97120,79760,80624,81792,88176,85296,88048,86048,101792,650464,639840,

Plate information 
Plate,Repeat,Barcode,Measured height,Chamber temperature at start,Chamber temperature at end,Humidity at start,Humidity at end,Ambient temperature at start,Ambient temperature at end,Formula,Measurement date,
5,1,"=""H2060762""",N/A,N/A,N/A,N/A,N/A,N/A,N/A,Calc 1: Z' = 1 - ((3 * SD(High) + 3 * SD(Low)) / Abs(Avg(High) - Avg(Low))) where Label: Jez US LUM 384 (cps)(1) channel 1  High = Z_High  Low = Z_Low,12/22/2022 2:48:01 PM,

Background information
Plate,Label,Result,Signal,Flashes/Time,Meastime,MeasInfo,
5,Jez US LUM 384 (cps),0,80,0.25,00:00:00.000,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),

Calculated results: Calc 1: Z' = 1 - ((3 * SD(High) + 3 * SD(Low)) / Abs(Avg(High) - Avg(Low))) where Label: Jez US LUM 384 (cps)(1) channel 1  High = Z_High  Low = Z_Low
,01,02,03,04,05,06,07,08,09,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,
A,0.70636151612,0.70636151612,,,,,,,,,,,,,,,,,,,,,0.70636151612,0.70636151612,
B,0.70636151612,0.70636151612,,,,,,,,,,,,,,,,,,,,,0.70636151612,0.70636151612,
C,0.70636151612,0.70636151612,,,,,,,,,,,,,,,,,,,,,0.70636151612,0.70636151612,
D,0.70636151612,0.70636151612,,,,,,,,,,,,,,,,,,,,,0.70636151612,0.70636151612,
E,0.70636151612,0.70636151612,,,,,,,,,,,,,,,,,,,,,0.70636151612,0.70636151612,
F,0.70636151612,0.70636151612,,,,,,,,,,,,,,,,,,,,,0.70636151612,0.70636151612,
G,0.70636151612,0.70636151612,,,,,,,,,,,,,,,,,,,,,0.70636151612,0.70636151612,
H,0.70636151612,0.70636151612,,,,,,,,,,,,,,,,,,,,,0.70636151612,0.70636151612,
I,0.70636151612,0.70636151612,,,,,,,,,,,,,,,,,,,,,0.70636151612,0.70636151612,
J,0.70636151612,0.70636151612,,,,,,,,,,,,,,,,,,,,,0.70636151612,0.70636151612,
K,0.70636151612,0.70636151612,,,,,,,,,,,,,,,,,,,,,0.70636151612,0.70636151612,
L,0.70636151612,0.70636151612,,,,,,,,,,,,,,,,,,,,,0.70636151612,0.70636151612,
M,0.70636151612,0.70636151612,,,,,,,,,,,,,,,,,,,,,0.70636151612,0.70636151612,
N,0.70636151612,0.70636151612,,,,,,,,,,,,,,,,,,,,,0.70636151612,0.70636151612,
O,0.70636151612,0.70636151612,,,,,,,,,,,,,,,,,,,,,0.70636151612,0.70636151612,
P,0.70636151612,0.70636151612,,,,,,,,,,,,,,,,,,,,,0.70636151612,0.70636151612,

Plate information 
Plate,Repeat,Barcode,Measured height,Chamber temperature at start,Chamber temperature at end,Humidity at start,Humidity at end,Ambient temperature at start,Ambient temperature at end,Group,Label,ScanX,ScanY,Measinfo,Kinetics,Measurement date,
5,1,"=""H2060762""",14.01,17.52,17.62,44.5,44.5,18.02,17.92,1,Jez US LUM 384 (cps)(1),0,0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0,12/22/2022 2:48:01 PM,

Background information
Plate,Label,Result,Signal,Flashes/Time,Meastime,MeasInfo,
5,Jez US LUM 384 (cps),0,80,0.25,00:00:00.000,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),

Results for Jez US LUM 384 (cps)(1) - channel 0 (CPS)
,01,02,03,04,05,06,07,08,09,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,
