,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
33,C,-0.334727407340224,-0.3189383786921001,-0.218941197253983,-0.3189383786921001,-0.3189383786921001,-0.2978863404946018,-0.3399904168895985,-0.3031493500439765,-0.334727407340224,-0.2978863404946018,-0.29262333094522724,-0.3189383786921001,-0.282097311846478,-0.25051925455023055,-0.2768343022971035,-0.2715712927477289,-0.3242013882414748,-0.3031493500439765,-0.282097311846478,-0.35577944553772234,-0.3136753691427256,-0.26630828319835437,3.0178096756113892,2.9914946278645163,-0.9136584577714287
34,D,-0.29262333094522724,-0.3031493500439765,-0.2768343022971035,-0.2873603213958527,-0.26630828319835437,-0.29262333094522724,-0.32946439779084935,-0.2768343022971035,-0.2715712927477289,-0.25051925455023055,-0.29262333094522724,-0.22946721635273223,-0.2768343022971035,-0.3031493500439765,-0.2873603213958527,-0.2873603213958527,-0.25051925455023055,-0.23999323545148135,-0.2978863404946018,-0.3505164359883477,-0.2715712927477289,-0.3031493500439765,2.8336043413832783,3.186225981191376,-0.9136584577714287
35,E,-0.2715712927477289,-0.282097311846478,-0.2715712927477289,-0.18210013040836087,-0.21367818770460845,-0.22420420680335756,-0.20841517815523378,-0.26104527364897967,-0.1663111017602371,-0.218941197253983,-0.21367818770460845,-0.19788915905648466,-0.20841517815523378,-0.21367818770460845,-0.20841517815523378,-0.21367818770460845,-0.26104527364897967,-0.25051925455023055,-0.22420420680335756,-0.26630828319835437,-0.2715712927477289,-0.3399904168895985,3.4914805350551026,3.6125297546907174,-0.9136584577714287
36,F,-0.24525624500085588,-0.23999323545148135,-0.24525624500085588,-0.22420420680335756,-0.21367818770460845,-0.2347302259021068,-0.155785082661488,-0.20315216860585922,-0.23999323545148135,-0.18736313995773543,-0.155785082661488,-0.18210013040836087,-0.14525906356273877,-0.19262614950711013,-0.22420420680335756,-0.20841517815523378,-0.25578226409960514,-0.16104809221086255,-0.20841517815523378,-0.23999323545148135,-0.282097311846478,-0.3136753691427256,3.58095169739447,3.4177984013638576,-0.9136584577714287
37,G,-0.3189383786921001,-0.34525342643897317,-0.2715712927477289,-0.25051925455023055,-0.23999323545148135,-0.23999323545148135,-0.2768343022971035,-0.1663111017602371,-0.26630828319835437,-0.23999323545148135,-0.24525624500085588,-0.2715712927477289,-0.25051925455023055,-0.22946721635273223,-0.22420420680335756,-0.2768343022971035,-0.2873603213958527,-0.25578226409960514,-0.26104527364897967,-0.26104527364897967,-0.2715712927477289,-0.2715712927477289,3.2809601530801187,3.212541028938249,-0.9136584577714287
38,H,-0.25578226409960514,-0.26104527364897967,-0.22946721635273223,-0.2978863404946018,-0.20315216860585922,-0.218941197253983,-0.22946721635273223,-0.16104809221086255,-0.2715712927477289,-0.282097311846478,-0.24525624500085588,-0.18210013040836087,-0.19262614950711013,-0.218941197253983,-0.22946721635273223,-0.22420420680335756,-0.2715712927477289,-0.2873603213958527,-0.308412359593351,-0.2978863404946018,-0.25578226409960514,-0.3242013882414748,3.4020093727157343,3.444113449110731,-0.9136584577714287
39,I,-0.3031493500439765,-0.3189383786921001,-0.3031493500439765,-0.17683712085898634,-0.22946721635273223,-0.23999323545148135,-0.22946721635273223,-0.282097311846478,-0.2347302259021068,-0.2715712927477289,-0.26630828319835437,-0.21367818770460845,-0.21367818770460845,-0.22946721635273223,-0.2768343022971035,-0.25051925455023055,-0.2768343022971035,-0.3136753691427256,-0.2978863404946018,-0.3031493500439765,-0.25051925455023055,-0.282097311846478,3.459902477758855,3.3809573345182358,-0.9136584577714287
40,J,-0.24525624500085588,-0.3399904168895985,-0.3031493500439765,-0.3189383786921001,-0.25578226409960514,-0.2768343022971035,-0.282097311846478,-0.21367818770460845,-0.29262333094522724,-0.26104527364897967,-0.282097311846478,-0.29262333094522724,-0.25578226409960514,-0.25578226409960514,-0.22946721635273223,-0.2978863404946018,-0.24525624500085588,-0.2978863404946018,-0.3136753691427256,-0.29262333094522724,-0.32946439779084935,-0.32946439779084935,3.628318783338842,3.212541028938249,-0.9136584577714287
41,K,-0.26104527364897967,-0.2768343022971035,-0.22946721635273223,-0.23999323545148135,-0.3136753691427256,-0.25578226409960514,-0.25578226409960514,-0.24525624500085588,-0.2347302259021068,-0.25051925455023055,-0.22420420680335756,-0.18210013040836087,-0.2347302259021068,-0.2715712927477289,-0.2715712927477289,-0.18736313995773543,-0.218941197253983,-0.24525624500085588,-0.26104527364897967,-0.2715712927477289,-0.2715712927477289,-0.26630828319835437,3.5020065541538514,3.3756943249688613,-0.9136584577714287
42,L,-0.308412359593351,-0.2768343022971035,-0.26104527364897967,0.7073484834359446,-0.29262333094522724,-0.2768343022971035,-0.2715712927477289,0.2810447099366029,-0.25051925455023055,-0.25578226409960514,-0.26630828319835437,-0.26630828319835437,-0.22420420680335756,-0.218941197253983,-0.24525624500085588,-0.2768343022971035,-0.2873603213958527,-0.3136753691427256,-0.17683712085898634,-0.35577944553772234,-0.29262333094522724,-0.282097311846478,3.728315964776959,3.6651598501844638,-0.9136584577714287
43,M,-0.26630828319835437,-0.26104527364897967,-0.24525624500085588,-0.25051925455023055,-0.2768343022971035,-0.20315216860585922,-0.20841517815523378,-0.25578226409960514,-0.22420420680335756,-0.29262333094522724,-0.22420420680335756,-0.26104527364897967,-0.23999323545148135,-0.2347302259021068,-0.24525624500085588,-0.25051925455023055,-0.25578226409960514,-0.25051925455023055,-0.308412359593351,-0.282097311846478,-0.22946721635273223,-0.25051925455023055,3.45463946820948,3.444113449110731,-0.9136584577714287
44,N,-0.29262333094522724,-0.2978863404946018,-0.23999323545148135,-0.282097311846478,-0.3189383786921001,-0.3031493500439765,-0.25578226409960514,-0.25051925455023055,-0.29262333094522724,-0.20841517815523378,-0.282097311846478,-0.26630828319835437,-0.17683712085898634,-0.22420420680335756,-0.25051925455023055,-0.22946721635273223,-0.2768343022971035,-0.218941197253983,-0.2715712927477289,-0.2873603213958527,-0.26104527364897967,-0.3031493500439765,3.5335846114500993,3.338853258123239,-0.9136584577714287
45,O,-0.3136753691427256,-0.3189383786921001,-0.25578226409960514,-0.26104527364897967,-0.24525624500085588,-0.25051925455023055,-0.218941197253983,-0.21367818770460845,-0.23999323545148135,-0.218941197253983,-0.23999323545148135,-0.22420420680335756,-0.22420420680335756,-0.21367818770460845,-0.2873603213958527,-0.23999323545148135,-0.2347302259021068,-0.25051925455023055,-0.3031493500439765,-0.2873603213958527,-0.3136753691427256,-0.26630828319835437,3.507269563703226,3.5756886878450955,-0.9136584577714287
46,P,-0.3189383786921001,-0.2768343022971035,-0.32946439779084935,-0.2715712927477289,-0.24525624500085588,-0.21367818770460845,-0.29262333094522724,-0.26630828319835437,-0.25051925455023055,-0.20315216860585922,-0.22946721635273223,-0.20315216860585922,-0.2715712927477289,-0.2768343022971035,-0.20841517815523378,-0.2978863404946018,-0.2715712927477289,-0.2978863404946018,-0.24525624500085588,-0.24525624500085588,-0.3399904168895985,-0.2768343022971035,3.644107811986965,3.58095169739447,-0.9136584577714287
47,Plate information,,,,,,,,,,,,,,,,,,,,,,,,,
48,Plate,Repeat,Barcode,Measured height,Chamber temperature at start,Chamber temperature at end,Humidity at start,Humidity at end,Ambient temperature at start,Ambient temperature at end,Formula,Measurement date,,,,,,,,,,,,,,
49,2,1,"""=""""H2061406""""""",N/A,N/A,N/A,N/A,N/A,N/A,N/A,Calc 1: Z' = 1 - ((3 * SD(High) + 3 * SD(Low)) / Abs(Avg(High) - Avg(Low))) where Label: Jez US LUM 384 (cps)(1) channel 1  High = Z_High  Low = Z_Low,3/22/2023 3:48:10 PM,,,,,,,,,,,,,,
50,Background information,,,,,,,,,,,,,,,,,,,,,,,,,
51,Plate,Label,Result,Signal,Flashes/Time,Meastime,MeasInfo,,,,,,,,,,,,,,,,,,,
52,2,Jez US LUM 384 (cps),0,4,0.1,00:00:00.000,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),,,,,,,,,,,,,,,,,,,
53,Calculated results: Calc 1: Z' = 1 - ((3 * SD(High) + 3 * SD(Low)) / Abs(Avg(High) - Avg(Low))) where Label: Jez US LUM 384 (cps)(1) channel 1  High = Z_High  Low = Z_Low,,,,,,,,,,,,,,,,,,,,,,,,,
54,,01,02,03,04,05,06,07,08,09,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,
55,A,0.50382763972,0.50382763972,,,,,,,,,,,,,,,,,,,,,0.50382763972,0.50382763972,
56,B,0.50382763972,0.50382763972,,,,,,,,,,,,,,,,,,,,,0.50382763972,0.50382763972,
57,C,0.50382763972,0.50382763972,,,,,,,,,,,,,,,,,,,,,0.50382763972,0.50382763972,
58,D,0.50382763972,0.50382763972,,,,,,,,,,,,,,,,,,,,,0.50382763972,0.50382763972,
59,E,0.50382763972,0.50382763972,,,,,,,,,,,,,,,,,,,,,0.50382763972,0.50382763972,
60,F,0.50382763972,0.50382763972,,,,,,,,,,,,,,,,,,,,,0.50382763972,0.50382763972,
61,G,0.50382763972,0.50382763972,,,,,,,,,,,,,,,,,,,,,0.50382763972,0.50382763972,
62,H,0.50382763972,0.50382763972,,,,,,,,,,,,,,,,,,,,,0.50382763972,0.50382763972,
63,I,0.50382763972,0.50382763972,,,,,,,,,,,,,,,,,,,,,0.50382763972,0.50382763972,
64,J,0.50382763972,0.50382763972,,,,,,,,,,,,,,,,,,,,,0.50382763972,0.50382763972,
65,K,0.50382763972,0.50382763972,,,,,,,,,,,,,,,,,,,,,0.50382763972,0.50382763972,
66,L,0.50382763972,0.50382763972,,,,,,,,,,,,,,,,,,,,,0.50382763972,0.50382763972,
67,M,0.50382763972,0.50382763972,,,,,,,,,,,,,,,,,,,,,0.50382763972,0.50382763972,
68,N,0.50382763972,0.50382763972,,,,,,,,,,,,,,,,,,,,,0.50382763972,0.50382763972,
69,O,0.50382763972,0.50382763972,,,,,,,,,,,,,,,,,,,,,0.50382763972,0.50382763972,
70,P,0.50382763972,0.50382763972,,,,,,,,,,,,,,,,,,,,,0.50382763972,0.50382763972,
71,Plate information,,,,,,,,,,,,,,,,,,,,,,,,,
72,Plate,Repeat,Barcode,Measured height,Chamber temperature at start,Chamber temperature at end,Humidity at start,Humidity at end,Ambient temperature at start,Ambient temperature at end,Group,Label,ScanX,ScanY,Measinfo,Kinetics,Measurement date,,,,,,,,,
73,2,1,"""=""""H2061406""""""",14.01,17.92,17.92,48.6,48.3,18.21,18.21,1,Jez US LUM 384 (cps)(1),0,0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0,3/22/2023 3:48:10 PM,,,,,,,,,
74,Background information,,,,,,,,,,,,,,,,,,,,,,,,,
75,Plate,Label,Result,Signal,Flashes/Time,Meastime,MeasInfo,,,,,,,,,,,,,,,,,,,
76,2,Jez US LUM 384 (cps),0,4,0.1,00:00:00.000,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),,,,,,,,,,,,,,,,,,,
77,Results for Jez US LUM 384 (cps)(1) - channel 0 (CPS),,,,,,,,,,,,,,,,,,,,,,,,,
78,,01,02,03,04,05,06,07,08,09,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,
79,A,-0.3561462566925557,-0.30166650297057046,-0.35009295072344615,-0.35009295072344615,-0.2713999731250231,-0.33193303281611775,-0.31377311490878934,-0.3258797268470084,-0.2774532790941325,-0.33798633878522727,-0.29561319700146094,-0.36219956266166514,-0.2895598910323515,-0.29561319700146094,-0.2653466671559136,-0.2532400552176947,-0.33798633878522727,-0.30166650297057046,-0.374306174599884,-0.33193303281611775,-0.2713999731250231,-0.2653466671559136,3.154771205390938,3.100291451668952,-0.9917433834490501
80,B,-0.2895598910323515,-0.2774532790941325,1.7746174444339777,-0.25929336118680407,-0.25929336118680407,-0.2774532790941325,-0.31377311490878934,-0.2774532790941325,-0.283506585063242,-0.3561462566925557,-0.2895598910323515,-0.30771980893968,-0.283506585063242,-0.2774532790941325,-0.2774532790941325,-0.283506585063242,-0.35009295072344615,-0.29561319700146094,-0.30166650297057046,-0.29561319700146094,-0.3440396447543366,-0.283506585063242,2.9973852501940907,2.8702658248427917,-0.9917433834490501
81,C,-0.30166650297057046,-0.33798633878522727,-0.2895598910323515,-0.2895598910323515,-0.30166650297057046,-0.39851939847632195,-0.30771980893968,-0.3440396447543366,-0.2713999731250231,-0.29561319700146094,-0.2713999731250231,-0.2895598910323515,-0.2471867492485852,-0.2895598910323515,-0.3258797268470084,-0.30771980893968,-0.30771980893968,-0.3258797268470084,-0.36219956266166514,-0.33193303281611775,-0.2895598910323515,-0.31377311490878934,2.658400115923961,2.737093093522384,-0.9917433834490501
82,D,-0.2713999731250231,-0.33193303281611775,-0.2532400552176947,-0.22297352537214724,-0.30771980893968,-0.30166650297057046,-0.25929336118680407,-0.31982642087789886,-0.2532400552176947,-0.30166650297057046,-0.25929336118680407,-0.30166650297057046,-0.2774532790941325,-0.283506585063242,-0.2713999731250231,-0.29561319700146094,-0.33193303281611775,-0.2895598910323515,-0.33193303281611775,-0.38035948056899355,-0.10190740598995783,-0.30166650297057046,2.694719951738618,2.8702658248427917,-0.9917433834490501
83,E,-0.283506585063242,-0.19270699552659992,-0.24113344327947567,-0.25929336118680407,-0.19270699552659992,-0.21086691343392835,-0.1624404656810526,-0.21692021940303788,-0.22902683134125676,-0.2471867492485852,-0.17454707761927152,-0.24113344327947567,-0.20481360746481897,-0.22902683134125676,-0.17454707761927152,-0.2532400552176947,-0.2774532790941325,-0.19270699552659992,-0.31377311490878934,-0.25929336118680407,-0.180600383588381,-0.30166650297057046,3.300050548649564,3.58455592919771,-0.9917433834490501
84,F,-0.20481360746481897,-0.3258797268470084,-0.24113344327947567,-0.2713999731250231,-0.20481360746481897,-0.19876030149570945,-0.24113344327947567,-0.21086691343392835,-0.24113344327947567,-0.21086691343392835,-0.20481360746481897,-0.180600383588381,-0.13822724180461468,-0.21086691343392835,-0.19876030149570945,-0.22297352537214724,-0.2653466671559136,-0.22297352537214724,-0.2532400552176947,-0.21692021940303788,-0.21086691343392835,-0.30771980893968,3.4453298919081914,3.5785026232286,-0.9917433834490501
85,G,-0.33193303281611775,-0.2895598910323515,-0.23508013731036628,-0.25929336118680407,-0.23508013731036628,-0.2471867492485852,-0.30771980893968,-0.14428054777372418,-0.2774532790941325,-0.25929336118680407,-0.24113344327947567,-0.25929336118680407,-0.2471867492485852,-0.283506585063242,-0.29561319700146094,-0.30771980893968,-0.29561319700146094,-0.2471867492485852,-0.3440396447543366,-0.2895598910323515,2.9429054964721058,-0.30166650297057046,3.34847699640244,3.0881848397307334,-0.9917433834490501
86,H,-0.30166650297057046,-0.25929336118680407,-0.2774532790941325,-0.2653466671559136,-0.25929336118680407,-0.2471867492485852,-0.2471867492485852,-0.2471867492485852,-0.30166650297057046,-0.22297352537214724,-0.19270699552659992,-0.25929336118680407,-0.21086691343392835,-0.30771980893968,-0.283506585063242,0.0675851611451073,-0.2774532790941325,-0.24113344327947567,-0.22902683134125676,-0.25929336118680407,-0.2471867492485852,-0.2653466671559136,3.269784018804017,3.178984429267375,-0.9917433834490501
87,I,-0.283506585063242,0.9453145266659805,-0.2713999731250231,-0.30166650297057046,-0.35009295072344615,-0.22902683134125676,-0.21692021940303788,-0.23508013731036628,-0.2653466671559136,-0.2713999731250231,-0.13822724180461468,-0.30166650297057046,-0.3258797268470084,-0.30166650297057046,-0.283506585063242,-0.21692021940303788,-0.2713999731250231,-0.25929336118680407,-0.33798633878522727,-0.283506585063242,-0.3561462566925557,-0.33798633878522727,3.063971615854295,2.8521059069354635,-0.9917433834490501
88,J,-0.2653466671559136,-0.31982642087789886,-0.35009295072344615,-0.283506585063242,-0.3258797268470084,-0.24113344327947567,-0.29561319700146094,-0.2713999731250231,-0.30166650297057046,-0.30166650297057046,-0.29561319700146094,-0.180600383588381,-0.283506585063242,-0.2713999731250231,-0.36219956266166514,-0.22902683134125676,-0.31377311490878934,-0.3682528686307746,-0.22297352537214724,-0.33193303281611775,-0.36219956266166514,-0.2471867492485852,2.9973852501940907,3.045811697946967,-0.9917433834490501
89,K,-0.2471867492485852,-0.25929336118680407,-0.21692021940303788,-0.2532400552176947,-0.19270699552659992,-0.25929336118680407,-0.22902683134125676,-0.14428054777372418,-0.23508013731036628,-0.31377311490878934,-0.25929336118680407,-0.2471867492485852,-0.21692021940303788,-0.2532400552176947,-0.25929336118680407,-0.2774532790941325,-0.31982642087789886,-0.20481360746481897,-0.2774532790941325,-0.2653466671559136,-0.2895598910323515,-0.283506585063242,3.4998096456301773,2.9973852501940907,-0.9917433834490501
90,L,-0.25929336118680407,-0.31982642087789886,-0.20481360746481897,-0.2774532790941325,-0.30166650297057046,-0.19270699552659992,-0.31377311490878934,-0.21692021940303788,-0.21692021940303788,-0.18665368955749054,-0.20481360746481897,-0.24113344327947567,-0.25929336118680407,-0.22902683134125676,-0.35009295072344615,-0.21692021940303788,-0.31982642087789886,-0.31982642087789886,-0.21692021940303788,-0.33798633878522727,-0.31377311490878934,-0.3258797268470084,3.69351543664168,3.154771205390938,-0.9917433834490501
91,M,-0.2471867492485852,-0.2532400552176947,-0.23508013731036628,-0.30771980893968,-0.2713999731250231,-0.2471867492485852,-0.24113344327947567,-0.19876030149570945,-0.29561319700146094,-0.2532400552176947,-0.21692021940303788,-0.2471867492485852,-0.22297352537214724,-0.2774532790941325,-0.20481360746481897,-0.23508013731036628,-0.2532400552176947,-0.22297352537214724,-0.31377311490878934,-0.2653466671559136,-0.2532400552176947,-0.2532400552176947,3.58455592919771,3.3908501381862064,-0.9917433834490501
92,N,-0.18665368955749054,-0.30771980893968,-0.2471867492485852,-0.21086691343392835,-0.30771980893968,-0.22902683134125676,-0.2713999731250231,-0.2653466671559136,-0.21086691343392835,-0.2532400552176947,-0.20481360746481897,-0.24113344327947567,-0.24113344327947567,-0.2774532790941325,-0.2713999731250231,-0.31982642087789886,-0.2532400552176947,-0.2653466671559136,-0.25929336118680407,-0.2532400552176947,-0.30771980893968,-0.35009295072344615,3.3303170784951117,3.5361294814448336,-0.9917433834490501
93,O,-0.2653466671559136,-0.3440396447543366,-0.19270699552659992,-0.283506585063242,-0.2895598910323515,-0.30166650297057046,-0.2895598910323515,-0.1503338537428337,-0.25929336118680407,-0.22297352537214724,-0.25929336118680407,-0.16849377165016213,-0.24113344327947567,-0.2713999731250231,-0.2774532790941325,-0.2532400552176947,-0.24113344327947567,-0.20481360746481897,-0.33193303281611775,-0.31377311490878934,-0.33798633878522727,-0.33193303281611775,3.6208757650123666,3.735888578425446,-0.9917433834490501
94,P,-0.22297352537214724,-0.386412786538103,-0.24113344327947567,-0.31982642087789886,-0.374306174599884,-0.30771980893968,-0.22297352537214724,-0.283506585063242,-0.2895598910323515,-0.29561319700146094,-0.2774532790941325,-0.283506585063242,-0.2471867492485852,-0.21692021940303788,-0.31982642087789886,-0.30166650297057046,-0.2713999731250231,-0.283506585063242,-0.283506585063242,-0.2895598910323515,-0.2653466671559136,-0.33193303281611775,3.8085282500547604,4.1596199962631095,-0.9917433834490501
95,Plate information,,,,,,,,,,,,,,,,,,,,,,,,,
96,Plate,Repeat,Barcode,Measured height,Chamber temperature at start,Chamber temperature at end,Humidity at start,Humidity at end,Ambient temperature at start,Ambient temperature at end,Formula,Measurement date,,,,,,,,,,,,,,
97,3,1,"""=""""H2061408""""""",N/A,N/A,N/A,N/A,N/A,N/A,N/A,Calc 1: Z' = 1 - ((3 * SD(High) + 3 * SD(Low)) / Abs(Avg(High) - Avg(Low))) where Label: Jez US LUM 384 (cps)(1) channel 1  High = Z_High  Low = Z_Low,3/22/2023 3:49:46 PM,,,,,,,,,,,,,,
98,Background information,,,,,,,,,,,,,,,,,,,,,,,,,
99,Plate,Label,Result,Signal,Flashes/Time,Meastime,MeasInfo,,,,,,,,,,,,,,,,,,,
100,3,Jez US LUM 384 (cps),0,4,0.1,00:00:00.000,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),,,,,,,,,,,,,,,,,,,
101,Calculated results: Calc 1: Z' = 1 - ((3 * SD(High) + 3 * SD(Low)) / Abs(Avg(High) - Avg(Low))) where Label: Jez US LUM 384 (cps)(1) channel 1  High = Z_High  Low = Z_Low,,,,,,,,,,,,,,,,,,,,,,,,,
102,,01,02,03,04,05,06,07,08,09,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,
103,A,0.66199253275,0.66199253275,,,,,,,,,,,,,,,,,,,,,0.66199253275,0.66199253275,
104,B,0.66199253275,0.66199253275,,,,,,,,,,,,,,,,,,,,,0.66199253275,0.66199253275,
105,C,0.66199253275,0.66199253275,,,,,,,,,,,,,,,,,,,,,0.66199253275,0.66199253275,
106,D,0.66199253275,0.66199253275,,,,,,,,,,,,,,,,,,,,,0.66199253275,0.66199253275,
107,E,0.66199253275,0.66199253275,,,,,,,,,,,,,,,,,,,,,0.66199253275,0.66199253275,
108,F,0.66199253275,0.66199253275,,,,,,,,,,,,,,,,,,,,,0.66199253275,0.66199253275,
109,G,0.66199253275,0.66199253275,,,,,,,,,,,,,,,,,,,,,0.66199253275,0.66199253275,
110,H,0.66199253275,0.66199253275,,,,,,,,,,,,,,,,,,,,,0.66199253275,0.66199253275,
111,I,0.66199253275,0.66199253275,,,,,,,,,,,,,,,,,,,,,0.66199253275,0.66199253275,
112,J,0.66199253275,0.66199253275,,,,,,,,,,,,,,,,,,,,,0.66199253275,0.66199253275,
113,K,0.66199253275,0.66199253275,,,,,,,,,,,,,,,,,,,,,0.66199253275,0.66199253275,
114,L,0.66199253275,0.66199253275,,,,,,,,,,,,,,,,,,,,,0.66199253275,0.66199253275,
115,M,0.66199253275,0.66199253275,,,,,,,,,,,,,,,,,,,,,0.66199253275,0.66199253275,
116,N,0.66199253275,0.66199253275,,,,,,,,,,,,,,,,,,,,,0.66199253275,0.66199253275,
117,O,0.66199253275,0.66199253275,,,,,,,,,,,,,,,,,,,,,0.66199253275,0.66199253275,
118,P,0.66199253275,0.66199253275,,,,,,,,,,,,,,,,,,,,,0.66199253275,0.66199253275,
119,Plate information,,,,,,,,,,,,,,,,,,,,,,,,,
120,Plate,Repeat,Barcode,Measured height,Chamber temperature at start,Chamber temperature at end,Humidity at start,Humidity at end,Ambient temperature at start,Ambient temperature at end,Group,Label,ScanX,ScanY,Measinfo,Kinetics,Measurement date,,,,,,,,,
121,3,1,"""=""""H2061408""""""",14.01,17.92,17.82,48.3,48,18.11,18.11,1,Jez US LUM 384 (cps)(1),0,0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0,3/22/2023 3:49:46 PM,,,,,,,,,
122,Background information,,,,,,,,,,,,,,,,,,,,,,,,,
