,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
27,Plate,Repeat,Barcode,Measured height,Chamber temperature at start,Chamber temperature at end,Humidity at start,Humidity at end,Ambient temperature at start,Ambient temperature at end,Group,Label,ScanX,ScanY,Measinfo,Kinetics,Measurement date,,,,,,,,
28,1,1,H2060612,14.01,18.98,19.19,48.6,48.8,19.47,19.49,1,Jez US LUM 384 (cps)(1),0,0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0,1/12/23 15:06,,,,,,,,
29,,,,,,,,,,,,,,,,,,,,,,,,,
30,Background information,,,,,,,,,,,,,,,,,,,,,,,,
31,Plate,Label,Result,Signal,Flashes/Time,Meastime,MeasInfo,,,,,,,,,,,,,,,,,,
32,1,Jez US LUM 384 (cps),0,136,0.25,00:00.0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),,,,,,,,,,,,,,,,,,
33,,,,,,,,,,,,,,,,,,,,,,,,,
34,Results for Jez US LUM 384 (cps)(1) - channel 0 (CPS),,,,,,,,,,,,,,,,,,,,,,,,
35,,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
36,A,-0.32260552962791184,-0.30816389905138863,-0.31375420766165574,-0.31781383653339723,-0.3200100292017165,-0.32187346540513884,-0.311291809821419,-0.3113583611143984,-0.3168821184316861,-0.319211413685964,-0.29671707665893715,-0.30623391155498697,-0.3124897330950477,-0.30756493741457436,-0.3085632068092649,-0.30051050035876115,-0.29878016674129754,-0.3022408339762248,-0.30244048785516287,-0.3078311425864918,-0.3092287197390586,-0.3078976938794712,3.1952292659685844,2.288667553003612
37,B,-0.3098942326688523,-0.31541798998613996,-0.3144197205914494,-0.3126228356810064,-0.31628315679487173,-0.30383806500772964,-0.30843010422330613,-0.30709907836371875,-0.3159504003299749,-0.3177472852404179,-0.3196772727368196,-0.29744914088171015,-0.31987692661575773,-0.3178803878263766,-0.3242693119523961,-0.31528488740018124,-0.3045035779375233,-0.3047032318164615,-0.31741452877552107,-0.3001777438938643,-0.29026160123993827,-0.29245779390825744,3.279283549001528,2.852689761003769
38,C,-0.319211413685964,-0.3155510925720987,-0.3164162593808305,-0.31382075895463507,-0.31055974559864596,-0.31475247705634624,-0.3323220184028998,-0.3148190283493257,-0.25665319828535665,-0.3047032318164615,-0.3050359882813583,-0.29731603829575143,-0.3103600917197079,-0.30736528353563625,-0.3188121059280878,-0.31189077145823335,-0.30756493741457436,-0.3045035779375233,-0.32666515849965344,-0.2988467180342769,-0.2969832818308546,-0.2820092409104964,3.3299290829588286,2.288800655589571
39,D,-0.31808004170531473,-0.30869630939522363,-0.3200100292017165,-0.32200656799109756,-0.3029728981989978,-0.28613542107521733,-0.30616736026200764,-0.3071656296566981,-0.26270936594647926,-0.2948536404555148,-0.31495213093528435,-0.30929527103203797,-0.29838085898342137,-0.31568419515805746,-0.3157507464510368,1.8385811585841356,-0.20008459925289251,-0.2989132693272563,-0.3100938865477904,-0.2998449874289674,-0.30590115509009014,-0.2884647163294953,3.0990626476133953,2.8274002696716085
40,E,-0.3213410550613039,-0.3080973477584093,-0.3083635529303268,-0.30776459129351247,-0.3249348248821898,-0.29957878225705004,-0.2971163844168133,-0.3090290658601205,-0.30057705165174053,-0.3160835029159336,-0.32460206841729294,-0.3098942326688523,-0.3016418723394104,-0.32040933695959267,-0.31408696412655257,-0.2885312676224746,-0.30556839862519325,-0.2906609089978145,-0.29744914088171015,-0.33185615935204427,-0.3121569766301509,-0.3090290658601205,3.82167658678339,2.9042004617698014
41,F,-0.29638432019404026,-0.3004439490657818,-0.31408696412655257,-0.3139538615405938,-0.2929902042520924,-0.31581729774401623,-0.3078311425864918,-0.29332296071698927,-0.30350530854283275,-0.2914595245135669,-0.3085632068092649,-0.28653472883309355,-0.3000446413079056,-0.30663321931286314,-0.2943212301116798,-0.3045035779375233,-0.32007658049469584,-0.3114249124073778,-0.3103600917197079,-0.2828078564262489,-0.31588384903699557,-0.266436238353324,3.7507329084673824,3.331459762697354
42,G,-0.3104931943056666,-0.3098942326688523,-0.3141535154195319,-0.32160726023322134,-0.2990463719132151,-0.300111192600885,-0.2885312676224746,-0.29585190985020526,-0.2466039530454718,-0.29804810251852454,-0.3022408339762248,-0.3065666680198838,-0.313088694731862,-0.3049694369883789,-0.30590115509009014,-0.30743183482861564,0.13147394237032672,-0.30729873224265686,-0.3011094619955755,-0.30956147620395547,-0.32533413264006605,-0.2794802917772804,3.3914890289647452,2.5165391801649735
43,H,-0.2972494870027721,-0.298314307690442,-0.31342145119675885,-0.3066997706058426,-0.32327104255770556,-0.30603425767604886,-0.3264655046207153,-0.30244048785516287,-0.2999780900149262,-0.3090290658601205,-0.3135545537827176,-0.316682464552748,-0.3211414011823657,-0.311291809821419,-0.30051050035876115,-0.3186124520491497,-0.2943212301116798,-0.30031084647982303,-0.30031084647982303,-0.31961072144384023,-0.30530219345327575,-0.27801616333173423,3.1059839820832496,3.1698732233434446
44,I,-0.30277324432005975,-0.31721487489658295,-0.3200100292017165,-0.30743183482861564,-0.3076980400005331,-0.31947761885788156,-0.30982768137587297,-0.3029063469060185,-0.3000446413079056,-0.2868674852979904,-0.304437026644544,-0.308230450344368,-0.3126228356810064,-0.2999780900149262,-0.29398847364678293,-0.2821423434964552,-0.31109215594248096,-0.2968501792448958,-0.30397116759368836,-0.1403215381574186,-0.30623391155498697,-0.28373957452796006,3.0277196615395114,2.584354947710951
45,J,-0.30729873224265686,-0.30230738526920414,-0.2848709465086093,-0.3163497080878512,-0.3212079524753451,-0.3089625145671411,-0.30303944949197725,-0.2943212301116798,-0.3310575438362918,-0.31375420766165574,-0.31062629689162535,-0.3009098081166374,-0.3000446413079056,-0.2988467180342769,-0.3054352960392345,-0.2981812051044832,-0.3034387572498534,-0.29924602579215315,-0.2907940115837732,-0.32713101755050905,-0.2991129232061944,-0.2765520348861881,3.352024112227979,3.12182318981234
46,K,-0.1594342376099313,-0.25646186331804094,-0.310322656617407,-0.2998449874289674,-0.3557730302665052,-0.31039336736619755,-0.30643772488973625,-0.31670326183180403,-0.30237393656218353,-0.3040501972541014,-0.3186290898723945,-0.299025574634159,-0.31492301474460593,-0.26220191233751156,-0.3399088658025479,-0.3502825485957072,-0.286938196046781,-0.29606404209657705,-0.22238344185679249,-0.30194551261362884,-0.29766959203970433,-0.3080765504793533,3.5920080747115857,3.00462636287567
47,L,-0.29406750330719594,-0.3106096590683805,-0.3143864449449597,-0.3152432928420691,-0.31503116059569736,-0.2933936714657798,-0.315991994888087,-0.32048420716419446,-0.31756010972891346,-0.32287173479982934,-0.3189160923233681,-0.2911101302254252,-0.3067247273407098,-0.32283429969752847,-0.31998507246684915,-0.2936058037121516,-0.2808820283856584,-0.3235122909947558,-0.3079018533352824,-0.301770815469558,-0.30394205140300995,-0.2725381600283699,3.5678499553600744,3.5265881537128654
48,M,-0.29838085898342137,-0.2860023184892586,-0.318479349463191,-0.29565225597126715,-0.30144221846047237,-0.30237393656218353,-0.3096945787899142,-0.29971188484300876,-0.3103600917197079,-0.3207420934244895,-0.3049028856953996,-0.291659178392505,-0.3116911175792953,-0.28919678055226833,-0.3054352960392345,-0.2853368055594649,-0.2919919348574018,-0.29804810251852454,-0.2991129232061944,-0.30909561715309986,-0.3084966555162856,-0.3034387572498534,3.6787909607566833,3.020332468018801
49,N,-0.3132883486108001,-0.3128224895599445,-0.321008298596407,-0.3035718598358122,-0.3191448623929846,-0.30603425767604886,-0.3125562843880271,-0.316150054208913,-0.309494924910976,-0.3054352960392345,-0.30709907836371875,-0.2975822434676689,-0.2893964344312065,-0.305701501211152,-0.31515178481422246,-0.2937222684748655,-0.30363841112879153,-0.2951198456274322,-0.298314307690442,-0.29778189734660704,-0.30217428268324537,-0.26277591723945865,3.9495881718897388,3.7365574830627764
50,O,-0.3094283736179967,-0.30217428268324537,-0.284271984871795,-0.3177472852404179,-0.30803079646542997,-0.30410427017964714,-0.2985805128623595,-0.30237393656218353,-0.31701522101764484,-0.3085632068092649,-0.2984474102764007,-0.2872667930558666,-0.30982768137587297,-0.3132883486108001,-0.308230450344368,-0.3160835029159336,-0.29585190985020526,-0.28700058788394917,-0.30031084647982303,-0.3148190283493257,-0.2687655336076019,-0.28367302323498067,4.080561116473138,3.4280256888104192
51,P,-0.3134880024897383,-0.3085632068092649,-0.30077670553067865,-0.2918588322714431,-0.30104291070259614,-0.2988467180342769,-0.32080864471746884,-0.30483633440242025,-0.2966505253659577,-0.3015753210464311,-0.3135545537827176,-0.3121569766301509,-0.30277324432005975,-0.29272399908017493,-0.286068869782238,-0.2967836279519165,-0.3162166055018924,-0.30097635940961676,-0.30250703914814225,-0.3016418723394104,-0.28373957452796006,-0.29851396156938015,3.9252969499522687,3.634001940581568
52,,,,,,,,,,,,,,,,,,,,,,,,,
53,Plate information ,,,,,,,,,,,,,,,,,,,,,,,,
54,Plate,Repeat,Barcode,Measured height,Chamber temperature at start,Chamber temperature at end,Humidity at start,Humidity at end,Ambient temperature at start,Ambient temperature at end,Formula,Measurement date,,,,,,,,,,,,,
55,2,1,H2060610,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Calc 1: Z' = 1 - ((3 * SD(High) + 3 * SD(Low)) / Abs(Avg(High) - Avg(Low))) where Label: Jez US LUM 384 (cps)(1) channel 1  High = Z_High  Low = Z_Low,1/12/23 15:09,,,,,,,,,,,,,
56,,,,,,,,,,,,,,,,,,,,,,,,,
57,Background information,,,,,,,,,,,,,,,,,,,,,,,,
58,Plate,Label,Result,Signal,Flashes/Time,Meastime,MeasInfo,,,,,,,,,,,,,,,,,,
59,2,Jez US LUM 384 (cps),0,52,0.25,00:00.0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),,,,,,,,,,,,,,,,,,
60,,,,,,,,,,,,,,,,,,,,,,,,,
61,Calculated results: Calc 1: Z' = 1 - ((3 * SD(High) + 3 * SD(Low)) / Abs(Avg(High) - Avg(Low))) where Label: Jez US LUM 384 (cps)(1) channel 1  High = Z_High  Low = Z_Low,,,,,,,,,,,,,,,,,,,,,,,,
62,,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
63,A,0.58830178986,0.58830178986,,,,,,,,,,,,,,,,,,,,,0.58830178986,0.58830178986
64,B,0.58830178986,0.58830178986,,,,,,,,,,,,,,,,,,,,,0.58830178986,0.58830178986
65,C,0.58830178986,0.58830178986,,,,,,,,,,,,,,,,,,,,,0.58830178986,0.58830178986
66,D,0.58830178986,0.58830178986,,,,,,,,,,,,,,,,,,,,,0.58830178986,0.58830178986
67,E,0.58830178986,0.58830178986,,,,,,,,,,,,,,,,,,,,,0.58830178986,0.58830178986
68,F,0.58830178986,0.58830178986,,,,,,,,,,,,,,,,,,,,,0.58830178986,0.58830178986
69,G,0.58830178986,0.58830178986,,,,,,,,,,,,,,,,,,,,,0.58830178986,0.58830178986
70,H,0.58830178986,0.58830178986,,,,,,,,,,,,,,,,,,,,,0.58830178986,0.58830178986
71,I,0.58830178986,0.58830178986,,,,,,,,,,,,,,,,,,,,,0.58830178986,0.58830178986
72,J,0.58830178986,0.58830178986,,,,,,,,,,,,,,,,,,,,,0.58830178986,0.58830178986
73,K,0.58830178986,0.58830178986,,,,,,,,,,,,,,,,,,,,,0.58830178986,0.58830178986
74,L,0.58830178986,0.58830178986,,,,,,,,,,,,,,,,,,,,,0.58830178986,0.58830178986
75,M,0.58830178986,0.58830178986,,,,,,,,,,,,,,,,,,,,,0.58830178986,0.58830178986
76,N,0.58830178986,0.58830178986,,,,,,,,,,,,,,,,,,,,,0.58830178986,0.58830178986
77,O,0.58830178986,0.58830178986,,,,,,,,,,,,,,,,,,,,,0.58830178986,0.58830178986
78,P,0.58830178986,0.58830178986,,,,,,,,,,,,,,,,,,,,,0.58830178986,0.58830178986
79,,,,,,,,,,,,,,,,,,,,,,,,,
80,Plate information ,,,,,,,,,,,,,,,,,,,,,,,,
81,Plate,Repeat,Barcode,Measured height,Chamber temperature at start,Chamber temperature at end,Humidity at start,Humidity at end,Ambient temperature at start,Ambient temperature at end,Group,Label,ScanX,ScanY,Measinfo,Kinetics,Measurement date,,,,,,,,
82,2,1,H2060610,14.01,19.19,19.1,48.8,48.6,19.49,19.59,1,Jez US LUM 384 (cps)(1),0,0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0,1/12/23 15:09,,,,,,,,
83,,,,,,,,,,,,,,,,,,,,,,,,,
84,Background information,,,,,,,,,,,,,,,,,,,,,,,,
85,Plate,Label,Result,Signal,Flashes/Time,Meastime,MeasInfo,,,,,,,,,,,,,,,,,,
86,2,Jez US LUM 384 (cps),0,52,0.25,00:00.0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),,,,,,,,,,,,,,,,,,
87,,,,,,,,,,,,,,,,,,,,,,,,,
88,Results for Jez US LUM 384 (cps)(1) - channel 0 (CPS),,,,,,,,,,,,,,,,,,,,,,,,
89,,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
90,A,-0.31721250743738055,-0.3136512566851753,-0.3121445736746269,-0.3109803186210214,-0.305569956901325,-0.3055014713099364,-0.3048166153960508,-0.3040632738907766,-0.30680269754631906,-0.30817240937409035,-0.31317185754545535,-0.276806008518129,-0.28255879819476815,-0.30529601453577077,-0.29899534012802303,-0.3013238502352341,-0.31481551173878086,-0.30967909238463864,-0.29413286313943515,-0.3021456773318969,-0.30735058227742756,-0.30057050872996,3.5940681023547785,2.3242082668280637
91,B,-0.2990638257194116,-0.2943383199136009,-0.3118021457176841,-0.29091404034417273,-0.30563844249271355,-0.3135142855023981,-0.30125536464384556,-0.31515793969572364,-0.304474187439108,-0.296187430881092,-0.3226228691570769,-0.2655743715304048,-0.31488399733016936,-0.3002965663644057,-0.3109118330296328,-0.30536450012715927,-0.31837676249098606,-0.29865291217108025,-0.28166848550671686,-0.31406217023350663,-0.30495358657882793,-0.29187283862361263,3.281431377665993,2.9524950822267306
92,C,-0.3150894541043351,-0.32255438356568833,-0.31317185754545535,-0.31741796421154617,-0.3098160635674158,-0.3119391169004613,-0.30591238485826777,-0.31700705066321483,-0.296803801203589,-0.3136512566851753,-0.3057754136754907,-0.2963928876552577,-0.30563844249271355,-0.30098142227829133,-0.29372194959110376,-0.2983104842141374,-0.2945437766877665,-0.293379521634161,-0.3035153891596681,-0.30111839346106845,-0.307282096686039,-0.2959819741069263,3.149733585425789,2.390296862518026
93,D,-0.3089942364707531,-0.30598087044965633,-0.2987898833538573,-0.28913341496807016,-0.3046796442132737,-0.30789846700853607,-0.30776149582575896,-0.2956395461499835,-0.30906272206214164,-0.29269466572027536,-0.29666683002081196,-0.2862570201297505,-0.3407715508750458,-0.29317406485999525,-0.3065972407721534,-0.3026935620630054,-0.2963928876552577,-0.29872139776246875,-0.3050220721702165,-0.30947363561047303,-0.30036505195579427,-0.26694408335817604,2.826755536437331,3.099807589303527
94,E,-0.3018717349663426,-0.30235113410606257,-0.31481551173878086,-0.3131033719540668,-0.31488399733016936,-0.3046111586218851,-0.3052275289443822,-0.2959819741069263,-0.3008444510955142,-0.296803801203589,-0.3109803186210214,-0.26105432249875976,-0.29557106055859494,-0.2870103616350247,-0.3133088287282325,-0.27071079088454697,-0.29755714270886324,-0.2974886571174747,-0.2936534639997152,-0.29557106055859494,-0.3050220721702165,-0.29029767002167567,3.9136218717738083,2.953659337280336
95,F,-0.3074190678688161,-0.28974978529056716,-0.32310226829679684,-0.30974757797602726,-0.30111839346106845,-0.3014608214180113,-0.3048851009874393,-0.27988786013061423,-0.297899570665806,-0.30824089496547885,-0.30495358657882793,-0.30104990786967994,-0.3124870016315698,-0.28249031260337965,-0.29721471475192046,-0.28495579389336784,-0.31029546270713576,-0.2942013487308237,-0.3104324338899129,-0.29488620464470927,-0.35159227431443857,-0.2817369710981054,3.7906902352313394,3.3653947127083703
96,G,-0.2817369710981054,-0.302282648514674,-0.2952971181930407,-0.3058438992668792,-0.29968019604190865,-0.3020087061491198,-0.3169385650718263,-0.3159112812009978,-0.3013923358266227,-0.3048851009874393,-0.3061178416324335,-0.2826957693775453,-0.3013923358266227,-0.3000226239988515,-0.31659613711488344,-0.3030359900199482,-0.29214678098916685,-0.28769521754891036,-0.29207829539777824,-0.3009129366869028,-0.29522863260165216,-0.28824310228001887,2.9384555359920754,2.4787802465920477
97,H,-0.309953034750193,-0.28659944808669335,-0.31543188206127787,-0.3087202941051988,-0.30885726528797597,-0.3034469035682795,-0.3046796442132737,-0.308377866148256,-0.28769521754891036,-0.29516014701026355,-0.30180324937495406,-0.30536450012715927,-0.31262397281434684,-0.2829697117430996,-0.29029767002167567,-0.3076930102343704,-0.2916673818494469,0.05877338928582436,-0.29488620464470927,-0.3060493560410449,-0.3035153891596681,-0.2820793990550482,3.5872195432159226,3.1124089381190227
98,I,-0.28009331690477995,-0.2954340893758178,-0.28050423045311135,-0.30433721625633087,-0.2981735130313603,-0.3058438992668792,-0.3153633964698893,-0.31995193109292297,-0.3041317594821652,-0.302282648514674,-0.317760392168489,-0.26351980378874795,-0.30919969324491875,-0.3089942364707531,-0.2791345186253401,-0.3213216429206942,-0.2985844265796917,-0.2960504596983149,-0.3004335375471828,-0.296187430881092,-0.2991323113108002,-0.28194242787227114,3.0654963080178574,2.6845794487146764
99,J,-0.29173586744083546,-0.2968722867949776,-0.2947492334619322,-0.2909825259355613,-0.31639068034071777,-0.3220064988345798,-0.29851594098830314,-0.2981735130313603,-0.3054329857185478,-0.26461557325096496,-0.318856161630706,-0.29940625367635443,-0.30495358657882793,-0.31426762700767236,-0.2985844265796917,-0.29940625367635443,-0.29721471475192046,-0.2922152665805554,-0.30591238485826777,-0.3072136110946505,-0.2949546902360979,-0.2859830777641963,3.3223172757249646,3.18205878456119
100,K,-0.19270570229297496,-0.2635711679822894,-0.34953770657278177,-0.26815542225586125,-0.2839327903720012,-0.2931355417148392,-0.29816923268189854,-0.27886485660924765,-0.299932736660154,-0.12424579300118374,-0.3120846487821619,-0.2904432019033764,-0.2977197959884111,-0.30839926789556493,-0.302402498299604,-0.29489904569309466,-0.3119262758520759,-0.3065373158796884,-0.30727781633657725,-0.3059937114980417,-0.2809194243509045,-0.2897669066884143,3.1693889501543064,3.1306945910197688
101,L,-0.3209021686734393,-0.3147170637011598,-0.3147170637011598,-0.2832265327108066,-0.295827881526302,-0.3206153852594997,-0.32674056533931417,-0.28617569348997657,-0.3023682555039097,-0.3104837980834543,-0.34213270200389345,-0.3135913317927103,-0.3034597446166649,-0.31981495991014586,-0.2951216238651075,-0.2958621243219963,-0.3058010957722614,-0.29544265007474135,-0.3015036249126291,-0.30278772975116464,-0.32356454603866963,-0.2739296136798094,3.465383676135671,3.2949915247609285
102,M,-0.29926928249357726,-0.303857817116611,-0.2970777435691433,-0.3119391169004613,-0.3048851009874393,-0.2992007969021887,-0.277901777980346,-0.3060493560410449,-0.2789290618511744,-0.29783108507441747,-0.27666903733535186,-0.32495137926428797,-0.3028990188371711,-0.29700925797775474,-0.29351649281693803,-0.307282096686039,-0.29002372765612144,-0.29625591647248056,-0.2894073573336244,-0.3046796442132737,-0.29173586744083546,-0.29851594098830314,3.5593459075207776,3.206508140686907
103,N,-0.2650264867992963,-0.2812575719583855,-0.29899534012802303,-0.2820109134636597,-0.2852297362589221,-0.3205683014154201,-0.29721471475192046,-0.3008444510955142,-0.3009129366869028,-0.3004335375471828,-0.28714733281780186,-0.31241851604018117,-0.29851594098830314,-0.3052275289443822,-0.285709135398642,-0.29461226227915505,-0.30420024507355375,-0.2892703861508472,-0.2934480072255495,-0.3062548128152106,-0.299474739267743,-0.3028305332457825,3.8993083831735986,4.096615371964046
104,O,-0.3136512566851753,-0.30433721625633087,-0.30036505195579427,-0.31132274657796416,-0.31145971776074133,-0.29351649281693803,-0.30878877969658736,-0.30735058227742756,-0.2809151440014427,-0.30824089496547885,-0.3020771917405083,-0.28420245238809366,-0.29146192507528124,-0.31077486184685565,-0.30365236034244525,-0.2909825259355613,-0.2785866338942316,-0.29009221324751,-0.25009662787658987,-0.3152949108785008,-0.27988786013061423,-0.25297302271490946,3.8539024360829823,3.366901395718919
105,P,-0.29057161238722995,-0.28221637023782536,-0.2888594726025159,-0.30536450012715927,-0.30248810528883974,-0.3004335375471828,-0.3031729612027253,-0.293995891956658,-0.3060493560410449,-0.291804353032224,-0.299474739267743,-0.29728320034330896,-0.3087202941051988,-0.2987898833538573,-0.29426983432221226,-0.31303488636267823,-0.2969407723863662,-0.28488730830197934,-0.30235113410606257,-0.293379521634161,-0.302282648514674,-0.26646468421845615,3.9650545509066184,3.999845231332008
106,,,,,,,,,,,,,,,,,,,,,,,,,
107,Plate information ,,,,,,,,,,,,,,,,,,,,,,,,
108,Plate,Repeat,Barcode,Measured height,Chamber temperature at start,Chamber temperature at end,Humidity at start,Humidity at end,Ambient temperature at start,Ambient temperature at end,Formula,Measurement date,,,,,,,,,,,,,
109,3,1,H2060624,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Calc 1: Z' = 1 - ((3 * SD(High) + 3 * SD(Low)) / Abs(Avg(High) - Avg(Low))) where Label: Jez US LUM 384 (cps)(1) channel 1  High = Z_High  Low = Z_Low,1/12/23 15:12,,,,,,,,,,,,,
110,,,,,,,,,,,,,,,,,,,,,,,,,
111,Background information,,,,,,,,,,,,,,,,,,,,,,,,
112,Plate,Label,Result,Signal,Flashes/Time,Meastime,MeasInfo,,,,,,,,,,,,,,,,,,
113,3,Jez US LUM 384 (cps),0,44,0.25,00:00.0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),,,,,,,,,,,,,,,,,,
114,,,,,,,,,,,,,,,,,,,,,,,,,
115,Calculated results: Calc 1: Z' = 1 - ((3 * SD(High) + 3 * SD(Low)) / Abs(Avg(High) - Avg(Low))) where Label: Jez US LUM 384 (cps)(1) channel 1  High = Z_High  Low = Z_Low,,,,,,,,,,,,,,,,,,,,,,,,
116,,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
117,A,0.64754548223,0.64754548223,,,,,,,,,,,,,,,,,,,,,0.64754548223,0.64754548223
118,B,0.64754548223,0.64754548223,,,,,,,,,,,,,,,,,,,,,0.64754548223,0.64754548223
119,C,0.64754548223,0.64754548223,,,,,,,,,,,,,,,,,,,,,0.64754548223,0.64754548223
120,D,0.64754548223,0.64754548223,,,,,,,,,,,,,,,,,,,,,0.64754548223,0.64754548223
121,E,0.64754548223,0.64754548223,,,,,,,,,,,,,,,,,,,,,0.64754548223,0.64754548223
122,F,0.64754548223,0.64754548223,,,,,,,,,,,,,,,,,,,,,0.64754548223,0.64754548223
123,G,0.64754548223,0.64754548223,,,,,,,,,,,,,,,,,,,,,0.64754548223,0.64754548223
124,H,0.64754548223,0.64754548223,,,,,,,,,,,,,,,,,,,,,0.64754548223,0.64754548223
125,I,0.64754548223,0.64754548223,,,,,,,,,,,,,,,,,,,,,0.64754548223,0.64754548223
126,J,0.64754548223,0.64754548223,,,,,,,,,,,,,,,,,,,,,0.64754548223,0.64754548223
127,K,0.64754548223,0.64754548223,,,,,,,,,,,,,,,,,,,,,0.64754548223,0.64754548223
128,L,0.64754548223,0.64754548223,,,,,,,,,,,,,,,,,,,,,0.64754548223,0.64754548223
129,M,0.64754548223,0.64754548223,,,,,,,,,,,,,,,,,,,,,0.64754548223,0.64754548223
130,N,0.64754548223,0.64754548223,,,,,,,,,,,,,,,,,,,,,0.64754548223,0.64754548223
131,O,0.64754548223,0.64754548223,,,,,,,,,,,,,,,,,,,,,0.64754548223,0.64754548223
132,P,0.64754548223,0.64754548223,,,,,,,,,,,,,,,,,,,,,0.64754548223,0.64754548223
133,,,,,,,,,,,,,,,,,,,,,,,,,
134,Plate information ,,,,,,,,,,,,,,,,,,,,,,,,
135,Plate,Repeat,Barcode,Measured height,Chamber temperature at start,Chamber temperature at end,Humidity at start,Humidity at end,Ambient temperature at start,Ambient temperature at end,Group,Label,ScanX,ScanY,Measinfo,Kinetics,Measurement date,,,,,,,,
136,3,1,H2060624,14.01,19.1,19.29,48.6,48.5,19.59,19.59,1,Jez US LUM 384 (cps)(1),0,0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0,1/12/23 15:12,,,,,,,,
137,,,,,,,,,,,,,,,,,,,,,,,,,
138,Background information,,,,,,,,,,,,,,,,,,,,,,,,
139,Plate,Label,Result,Signal,Flashes/Time,Meastime,MeasInfo,,,,,,,,,,,,,,,,,,
